""
Date,Steps
2024-06-01,4500
2024-06-02,4780
2024-06-03,5000
2024-06-04,5200
2024-06-05,4900
2024-06-06,5300
2024-06-07,5600
2024-06-08,6000
2024-06-09,6200
2024-06-10,6500
2024-06-11,6800
2024-06-12,7000
2024-06-13,7200
2024-06-14,7400
2024-06-15,7600
2024-06-16,7800
2024-06-17,8000
2024-06-18,8200
2024-06-19,8400
2024-06-20,8600
2024-06-21,8800
2024-06-22,9000
2024-06-23,9200
2024-06-24,9400
2024-06-25,9600
2024-06-26,9800
2024-06-27,10000
2024-06-28,10200
2024-06-29,10400
2024-06-30,10600
""
