""
Date,Value
2021-01-01,10000
2021-01-02,9900
2021-01-03,9805
2021-01-04,9700
2021-01-05,9600
2021-01-06,9500
2021-01-07,9400
2021-01-08,9300
2021-01-09,9200
2021-01-10,9100
2021-01-11,8950
2021-01-12,8850
2021-01-13,8750
2021-01-14,8600
2021-01-15,8500
2021-01-16,8400
2021-01-17,8300
2021-01-18,8200
2021-01-19,8100
2021-01-20,8000
2021-01-21,7900
2021-01-22,7800
2021-01-23,7700
2021-01-24,7600
2021-01-25,7500
2021-01-26,7400
2021-01-27,7300
2021-01-28,7200
2021-01-29,7100
2021-01-30,7000
2021-01-31,6900
2021-02-01,6800
2021-02-02,6700
2021-02-03,6600
2021-02-04,6500
""
