Date,Open,High,Low,Close,Adj Close,Volume
2021-10-21,40.889999,41.939999,38.799999,39.240002,39.240002,33977600
2021-10-22,37.310001,37.669998,35.959999,36.599998,36.599998,46324200
2021-10-25,36.23,37.849998,35.779999,36.830002,36.830002,30905400
2021-10-26,36.529999,37.400002,35.779999,36.049999,36.049999,27674800
2021-10-27,36.330002,36.790001,34.580002,34.759998,34.759998,25904100
2021-10-28,35.09,36.07,34.860001,35.23,35.23,23812200
2021-10-29,35.34,36.630001,34.529999,35.369999,35.369999,32841500
2021-11-01,35.650002,37.189999,35.389999,37.07,37.07,34054600
2021-11-02,37.619999,38.799999,36.630001,38.790001,38.790001,44361700
2021-11-03,40.990002,44.209999,38.880001,40.790001,40.790001,82198000
2021-11-04,40.389999,41.299999,39.110001,40.049999,40.049999,28553700
2021-11-05,41.16,41.970001,39.93,41.700001,41.700001,40077000
2021-11-08,42.48,45.950001,41.77,45.060001,45.060001,70347800
2021-11-09,42.43,42.599998,39.25,39.93,39.93,37893500
2021-11-10,38.790001,40.869999,38.049999,38.290001,38.290001,32463600
2021-11-11,38,40.200001,37.5,39.459999,39.459999,30474100
2021-11-12,39.599998,40.439999,39.119999,40,40,23623100
2021-11-15,40.349998,43.23,40.209999,42.68,42.68,39918800
2021-11-16,41.970001,44.43,41.23,42.599998,42.599998,38388200
2021-11-17,42.34,44,42.02,42.130001,42.130001,23322000
2021-11-18,42.389999,42.400002,39.779999,40.41,40.41,25262000
2021-11-19,40.200001,41.380001,39.66,40.869999,40.869999,20692300
2021-11-22,41.509998,42.990002,40.290001,41.240002,41.240002,28831800
2021-11-23,41.25,42.029999,38.07,39.16,39.16,27386500
2021-11-24,39.139999,39.330002,37.549999,38.889999,38.889999,18270800
2021-11-26,36.290001,38.16,36.130001,37.630001,37.630001,19731800
2021-11-29,38.259998,38.43,35.919998,36.84,36.84,24063800
2021-11-30,36.77,37.049999,32.75,33.939999,33.939999,41354800
2021-12-01,34.709999,34.939999,26.85,28.57,28.57,63296100
2021-12-02,29.27,31.219999,27.01,30.280001,30.280001,54901300
2021-12-03,30.83,31.059999,25.309999,29.01,29.01,66188600
2021-12-06,28.1,30.469999,27.15,28.790001,28.790001,45067400
2021-12-07,30.030001,31.68,29.5,31.040001,31.040001,47927100
2021-12-08,30.780001,33.919998,29.77,32.349998,32.349998,46241500
2021-12-09,31.75,32.950001,29.309999,29.459999,29.459999,36556800
2021-12-10,29.35,29.93,26,27.440001,27.440001,58858900
2021-12-13,27.49,27.629999,22.459999,23.24,23.24,84199800
2021-12-14,20.91,25.120001,20.799999,24.5,24.5,107045800
