date,value
1976-01-01,1.0
1976-02-01,1.0
1976-03-01,1.0
1976-04-01,1.0
1976-05-01,1.0
1976-06-01,1.0
1976-07-01,1.0
1976-08-01,1.0
1976-09-01,1.0
1976-10-01,1.0
1976-11-01,1.0
1976-12-01,1.0
1977-01-01,1.0
1977-02-01,1.0
1977-03-01,1.0
1977-04-01,1.0
1977-05-01,1.0
1977-06-01,1.0
1977-07-01,1.0
1977-08-01,1.0
1977-09-01,1.0
1977-10-01,1.0
1977-11-01,1.0
1977-12-01,1.0
1978-01-01,1.0
1978-02-01,1.0
1978-03-01,1.0
1978-04-01,1.0
1978-05-01,1.0
1978-06-01,1.0
1978-07-01,1.0
1978-08-01,1.0
1978-09-01,1.0
1978-10-01,1.0
1978-11-01,1.0
1978-12-01,1.0
1979-01-01,1.0
1979-02-01,1.0
1979-03-01,0.999561538
1979-04-01,0.975557895
1979-05-01,0.96386087
1979-06-01,0.94816
1979-07-01,0.915640909
1979-08-01,0.91995
1979-09-01,0.95089
1979-10-01,0.971231818
1979-11-01,0.978145455
1979-12-01,0.968322222
1980-01-01,0.946322727
1980-02-01,0.924833333
1980-03-01,0.91003
1980-04-01,0.901615
1980-05-01,0.901472727
1980-06-01,0.90479
1980-07-01,0.905869565
1980-08-01,0.88879
1980-09-01,0.876040909
1980-10-01,0.846318182
1980-11-01,0.813595
1980-12-01,0.806995
1981-01-01,0.772971429
1981-02-01,0.75525
1981-03-01,0.77692381
1981-04-01,0.77581
1981-05-01,0.7631
1981-06-01,0.780271429
1981-07-01,0.797530435
1981-08-01,0.802285
1981-09-01,0.852840909
1981-10-01,0.857447619
1981-11-01,0.837438095
1981-12-01,0.8266
1982-01-01,0.816525
1982-02-01,0.8061
1982-03-01,0.814813636
1982-04-01,0.81575
1982-05-01,0.826852381
1982-06-01,0.808604762
1982-07-01,0.804595455
1982-08-01,0.803742857
1982-09-01,0.798281818
1982-10-01,0.792705
1982-11-01,0.814
1982-12-01,0.849255
1983-01-01,0.883885
1983-02-01,0.89348
1983-03-01,0.904654545
1983-04-01,0.840342105
1983-05-01,0.813236364
1983-06-01,0.800071429
1983-07-01,0.798514286
1983-08-01,0.786313636
1983-09-01,0.783704545
1983-10-01,0.79649
1983-11-01,0.784636364
1983-12-01,0.787978947
1984-01-01,0.782866667
1984-02-01,0.792452381
1984-03-01,0.810104762
1984-04-01,0.8149
1984-05-01,0.804426087
1984-06-01,0.810885
1984-07-01,0.815440909
1984-08-01,0.8135
1984-09-01,0.813845
1984-10-01,0.827463636
1984-11-01,0.834572727
1984-12-01,0.845852941
1985-01-01,0.870840909
1985-02-01,0.86251
1985-03-01,0.84244
1985-04-01,0.816455
1985-05-01,0.806982609
1985-06-01,0.798673684
1985-07-01,0.780747826
1985-08-01,0.805547619
1985-09-01,0.80277619
1985-10-01,0.823563636
1985-11-01,0.828471429
1985-12-01,0.847010526
1986-01-01,0.875963636
1986-02-01,0.907575
1986-03-01,0.909716667
1986-04-01,0.894347619
1986-05-01,0.89815
1986-06-01,0.90034
1986-07-01,0.921726087
1986-08-01,0.906495
1986-09-01,0.915086364
1986-10-01,0.952627273
1986-11-01,0.94519
1986-12-01,0.951275
1987-01-01,0.956104762
1987-02-01,0.95531
1987-03-01,0.915266667
1987-04-01,0.905195
1987-05-01,0.897747619
1987-06-01,0.904304762
1987-07-01,0.90113913
1987-08-01,0.901325
1987-09-01,0.896818182
1987-10-01,0.895295205
1987-11-01,0.890704743
1987-12-01,0.889560515
1988-01-01,0.89279073
1988-02-01,0.892661833
1988-03-01,0.870439568
1988-04-01,0.851494158
1988-05-01,0.844092755
1988-06-01,0.858169348
1988-07-01,0.85489951
1988-08-01,0.838005191
1988-09-01,0.853313323
1988-10-01,0.84678056
1988-11-01,0.844841073
1988-12-01,0.834149032
1989-01-01,0.821993919
1989-02-01,0.82195971
1989-03-01,0.834659455
1989-04-01,0.838657095
1989-05-01,0.842700017
1989-06-01,0.86867279
1989-07-01,0.869256567
1989-08-01,0.868380536
1989-09-01,0.870208357
1989-10-01,0.897493257
1989-11-01,0.921051241
1989-12-01,0.949292428
1990-01-01,0.946861755
1990-02-01,0.9334347
1990-03-01,0.962072519
1990-04-01,0.970797547
1990-05-01,0.960655391
1990-06-01,0.93104007
1990-07-01,0.905535855
1990-08-01,0.898644895
1990-09-01,0.909846205
1990-10-01,0.904232145
1990-11-01,0.917294109
1990-12-01,0.924760728
1991-01-01,0.913900941
1991-02-01,0.91514534
1991-03-01,0.908926032
1991-04-01,0.89780751
1991-05-01,0.903354357
1991-06-01,0.910339232
1991-07-01,0.907637422
1991-08-01,0.91079521
1991-09-01,0.913993543
1991-10-01,0.918527036
1991-11-01,0.926061252
1991-12-01,0.932564863
1992-01-01,0.932324532
1992-02-01,0.92746242
1992-03-01,0.93124771
1992-04-01,0.920908535
1992-05-01,0.910094214
1992-06-01,0.915810629
1992-07-01,0.932035561
1992-08-01,0.94339604
1992-09-01,0.98614965
1992-10-01,1.070520286
1992-11-01,1.089248048
1992-12-01,1.0752628
1993-01-01,1.0672931
1993-02-01,1.03081745
1993-03-01,1.010167086
1993-04-01,0.988196295
1993-05-01,0.979978329
1993-06-01,0.977170886
1993-07-01,0.942525259
1993-08-01,0.932380933
1993-09-01,0.942059141
1993-10-01,0.95415083
1993-11-01,0.949146432
1993-12-01,0.951612735
1994-01-01,0.95972352
1994-02-01,0.960292895
1994-03-01,0.961922591
1994-04-01,0.969393011
1994-05-01,0.978849067
1994-06-01,0.980520862
1994-07-01,0.988019624
1994-08-01,0.987522059
1994-09-01,0.98808845
1994-10-01,0.98835668
1994-11-01,0.984838082
1994-12-01,0.984205337
1995-01-01,0.989022429
1995-02-01,0.99465845
1995-03-01,0.999231809
1995-04-01,1.013658444
1995-05-01,1.021604727
1995-06-01,1.022591524
1995-07-01,1.028528667
1995-08-01,1.023501955
1995-09-01,1.020949857
1995-10-01,1.022528571
1995-11-01,1.028354682
1995-12-01,1.033541667
1996-01-01,1.034915727
1996-02-01,1.029850667
1996-03-01,1.02982125
1996-04-01,1.03289085
1996-05-01,1.031893955
1996-06-01,1.027414263
1996-07-01,1.03216413
1996-08-01,1.039330048
1996-09-01,1.032766619
1996-10-01,1.014760818
1996-11-01,1.001679048
1996-12-01,0.998231042
1997-01-01,0.983746723
1997-02-01,0.97616834
1997-03-01,0.97377515
1997-04-01,0.95204515
1997-05-01,0.927127295
1997-06-01,0.91640204
1997-07-01,0.89601987
1997-08-01,0.908365135
1997-09-01,0.925075059
1997-10-01,0.899778205
1997-11-01,0.89006104
1997-12-01,0.877098995
1998-01-01,0.845438252
1998-02-01,0.83912775
1998-03-01,0.823146381
1998-04-01,0.83137129
1998-05-01,0.86734864
1998-06-01,0.851537614
1998-07-01,0.851362113
1998-08-01,0.859123825
1998-09-01,0.875110745
1998-10-01,0.89789551
1998-11-01,0.889834548
1998-12-01,0.891210725
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
