Iteration,Value,Agent
0,285.60042507970246,DQN
1,406.27027027027026,DQN
2,728.9813486370158,DQN
3,1222.2846441947565,DQN
4,1562.4700239808153,DQN
5,1958.1360946745563,DQN
6,2141.5873015873017,DQN
7,2199.3506493506493,DQN
8,2322.8373702422145,DQN
9,2319.8630136986303,DQN
10,2501.25,DQN
11,2496.7391304347825,DQN
12,2544.285714285714,DQN
13,2562.2262773722628,DQN
14,2691.0780669144983,DQN
15,2937.5494071146245,DQN
16,2771.1111111111113,DQN
17,2874.358974358974,DQN
18,2984.3984962406016,DQN
19,2943.198529411765,DQN
20,2964.9819494584835,DQN
21,3181.25,DQN
22,3095.724907063197,DQN
23,2881.654676258993,DQN
24,3035.943060498221,DQN
25,2778.061224489796,DQN
26,3117.095588235294,DQN
27,3015.7706093189963,DQN
28,3231.7843866171,DQN
29,3149.084249084249,DQN
30,3307.1428571428573,DQN
31,3250.919117647059,DQN
32,3136.642599277978,DQN
33,3227.222222222222,DQN
34,2917.4657534246576,DQN
35,2649.025974025974,DQN
36,2760.7023411371238,DQN
37,3171.043165467626,DQN
38,3159.608540925267,DQN
39,3153.54609929078,DQN
40,3171.0714285714284,DQN
41,3238.586956521739,DQN
42,2880.912162162162,DQN
43,3023.103448275862,DQN
44,3137.544483985765,DQN
45,3315.2985074626868,DQN
46,3131.40350877193,DQN
47,2885.8803986710964,DQN
48,3302.1739130434785,DQN
49,3377.5280898876404,DQN
50,3379.8872180451126,DQN
51,3291.0071942446043,DQN
52,3541.6030534351144,DQN
53,3801.8072289156626,DQN
54,3696.6403162055335,DQN
55,3608.59375,DQN
56,3695.136186770428,DQN
57,3993.061224489796,DQN
58,3617.829457364341,DQN
59,3927.3858921161827,DQN
60,3990.1234567901233,DQN
61,3782.868525896414,DQN
62,3802.6315789473683,DQN
63,3726.284584980237,DQN
64,3613.0859375,DQN
65,3695.4901960784314,DQN
66,3431.5789473684213,DQN
67,3340.2621722846443,DQN
68,3569.2156862745096,DQN
69,3853.6585365853657,DQN
70,3434.848484848485,DQN
71,3297.2014925373132,DQN
72,3482.8244274809163,DQN
73,3731.6326530612246,DQN
74,3906.9327731092435,DQN
75,3811.4754098360654,DQN
76,3524.031007751938,DQN
77,3547.8260869565215,DQN
78,3973.7394957983192,DQN
79,3715.8,DQN
80,3711.4457831325303,DQN
81,3783.4008097165993,DQN
82,3402.2727272727275,DQN
83,3436.9811320754716,DQN
84,3643.503937007874,DQN
85,3790.8906882591095,DQN
86,3808.884297520661,DQN
87,3397.4903474903476,DQN
88,3345.505617977528,DQN
89,3633.9285714285716,DQN
90,3261.808118081181,DQN
91,3259.7744360902257,DQN
92,3322.3880597014927,DQN
93,3315.740740740741,DQN
94,3105.3571428571427,DQN
95,3469.2015209125475,DQN
96,3276.208178438662,DQN
97,3026.868327402135,DQN
98,3059.154929577465,DQN
99,3366.6666666666665,DQN
100,3224.2700729927005,DQN
101,2933.275261324042,DQN
102,2854.436860068259,DQN
103,3133.5689045936397,DQN
104,3178.5198555956677,DQN
105,3347.60147601476,DQN
106,3168.2481751824816,DQN
107,3137.912087912088,DQN
108,3487.258687258687,DQN
109,3299.2537313432836,DQN
110,3235.6877323420076,DQN
111,3851.6260162601625,DQN
112,3362.310606060606,DQN
113,3519.186046511628,DQN
114,3486.100386100386,DQN
115,3205.8823529411766,DQN
116,3649.203187250996,DQN
117,3279.8872180451126,DQN
118,3538.5375494071145,DQN
119,3483.0152671755727,DQN
120,3360.4477611940297,DQN
121,3217.9856115107914,DQN
122,3491.5413533834585,DQN
123,3539.88326848249,DQN
124,3544.3359375,DQN
