date,download_count
2023-06-05T00:00:00,14515.0
2023-06-04T00:00:00,9797.0
2023-06-03T00:00:00,9682.0
2023-06-02T00:00:00,11647.0
2023-06-01T00:00:00,11891.0
2023-05-31T00:00:00,11391.0
2023-05-30T00:00:00,11950.0
2023-05-29T00:00:00,12558.0
2023-05-28T00:00:00,17048.0
2023-05-27T00:00:00,17180.0
2023-05-26T00:00:00,17756.0
2023-05-25T00:00:00,15504.0
2023-05-24T00:00:00,15923.0
2023-05-23T00:00:00,17948.0
2023-05-22T00:00:00,19345.0
2023-05-21T00:00:00,13610.0
2023-05-20T00:00:00,10481.0
2023-05-19T00:00:00,9914.0
2023-05-18T00:00:00,12420.0
2023-05-17T00:00:00,10922.0
2023-05-16T00:00:00,12425.0
2023-05-15T00:00:00,12180.0
2023-05-14T00:00:00,9183.0
2023-05-13T00:00:00,8702.0
2023-05-12T00:00:00,10935.0
2023-05-11T00:00:00,11146.0
2023-05-10T00:00:00,11577.0
2023-05-09T00:00:00,13234.0
2023-05-08T00:00:00,12370.0
2023-05-07T00:00:00,9809.0
2023-05-06T00:00:00,11468.0
2023-05-05T00:00:00,10403.0
2023-05-04T00:00:00,11599.0
2023-05-03T00:00:00,16127.0
2023-05-02T00:00:00,16552.0
2023-05-01T00:00:00,15599.0
2023-04-30T00:00:00,12223.0
2023-04-29T00:00:00,13773.0
2023-04-28T00:00:00,13622.0
2023-04-27T00:00:00,14381.0
2023-04-26T00:00:00,14765.0
2023-04-25T00:00:00,15215.0
2023-04-24T00:00:00,16974.0
2023-04-23T00:00:00,12372.0
2023-04-22T00:00:00,12448.0
2023-04-21T00:00:00,17202.0
2023-04-20T00:00:00,16321.0
2023-04-19T00:00:00,16038.0
2023-04-18T00:00:00,17476.0
2023-04-17T00:00:00,21625.0
2023-04-16T00:00:00,16255.0
2023-04-15T00:00:00,18123.0
2023-04-14T00:00:00,18900.0
2023-04-13T00:00:00,18598.0
2023-04-12T00:00:00,19620.0
2023-04-11T00:00:00,17246.0
2023-04-10T00:00:00,14999.0
2023-04-09T00:00:00,13049.0
2023-04-08T00:00:00,13540.0
2023-04-07T00:00:00,14279.0
2023-04-06T00:00:00,16394.0
2023-04-05T00:00:00,16236.0
2023-04-04T00:00:00,15667.0
2023-04-03T00:00:00,15694.0
2023-04-02T00:00:00,14159.0
2023-04-01T00:00:00,11845.0
2023-03-31T00:00:00,13901.0
2023-03-30T00:00:00,15225.0
2023-03-29T00:00:00,12254.0
2023-03-28T00:00:00,18306.0
2023-03-27T00:00:00,15929.0
2023-03-26T00:00:00,10592.0
2023-03-25T00:00:00,9889.0
2023-03-24T00:00:00,11784.0
2023-03-23T00:00:00,12111.0
2023-03-22T00:00:00,11200.0
2023-03-21T00:00:00,11651.0
2023-03-20T00:00:00,13174.0
2023-03-19T00:00:00,9607.0
2023-03-18T00:00:00,9242.0
2023-03-17T00:00:00,9939.0
2023-03-16T00:00:00,11183.0
2023-03-15T00:00:00,12500.0
2023-03-14T00:00:00,10539.0
2023-03-13T00:00:00,11700.0
2023-03-12T00:00:00,9842.0
2023-03-11T00:00:00,10885.0
2023-03-10T00:00:00,12215.0
2023-03-09T00:00:00,12662.0
