fpr,rev,threshold,tpr
0.0,lightgbm,1.9999996712228216,0.0
0.0,lightgbm,0.9999996712228216,0.01694915254237288
0.003424657534246575,lightgbm,0.9999995226686198,0.01694915254237288
0.003424657534246575,lightgbm,0.9999979059336208,0.06779661016949153
0.0136986301369863,lightgbm,0.9999971985102314,0.06779661016949153
0.0136986301369863,lightgbm,0.9999960723601423,0.11864406779661017
0.017123287671232876,lightgbm,0.9999960669700276,0.11864406779661017
0.017123287671232876,lightgbm,0.9999950454252029,0.1694915254237288
0.023972602739726026,lightgbm,0.9999923287991959,0.1694915254237288
0.023972602739726026,lightgbm,0.9999921131907923,0.1864406779661017
0.030821917808219176,lightgbm,0.9999910924394574,0.1864406779661017
0.030821917808219176,lightgbm,0.9999882055279254,0.23728813559322035
0.03767123287671233,lightgbm,0.9999877696841474,0.23728813559322035
0.03767123287671233,lightgbm,0.9999845376749879,0.2711864406779661
0.0410958904109589,lightgbm,0.9999817514974775,0.2711864406779661
0.0410958904109589,lightgbm,0.9999769866575068,0.288135593220339
0.04452054794520548,lightgbm,0.9999706547302979,0.288135593220339
0.04452054794520548,lightgbm,0.9999698736407434,0.3050847457627119
0.0547945205479452,lightgbm,0.9999512407627716,0.3050847457627119
0.0547945205479452,lightgbm,0.9999421149666717,0.3389830508474576
0.05821917808219178,lightgbm,0.9999411743558055,0.3389830508474576
0.05821917808219178,lightgbm,0.9999394423959482,0.3559322033898305
0.06164383561643835,lightgbm,0.9999387626964684,0.3559322033898305
0.06164383561643835,lightgbm,0.9999124244195737,0.3898305084745763
0.07191780821917808,lightgbm,0.99990569328071,0.3898305084745763
0.07191780821917808,lightgbm,0.9998961426511938,0.4067796610169492
0.07876712328767123,lightgbm,0.9998709700021434,0.4067796610169492
0.07876712328767123,lightgbm,0.999866295954071,0.4406779661016949
0.0958904109589041,lightgbm,0.9998167499607444,0.4406779661016949
0.0958904109589041,lightgbm,0.9998072917890739,0.4576271186440678
0.09931506849315068,lightgbm,0.9997950820086865,0.4576271186440678
0.09931506849315068,lightgbm,0.9997703194341909,0.4915254237288136
0.10273972602739725,lightgbm,0.999767222730085,0.4915254237288136
0.10273972602739725,lightgbm,0.9997597988975887,0.5084745762711864
0.10616438356164383,lightgbm,0.9997456361479466,0.5084745762711864
0.10616438356164383,lightgbm,0.9997433467184301,0.5254237288135594
0.11643835616438356,lightgbm,0.9997378579703585,0.5254237288135594
0.11643835616438356,lightgbm,0.999714951007249,0.576271186440678
0.11986301369863013,lightgbm,0.9995688346183612,0.576271186440678
0.11986301369863013,lightgbm,0.9995438585895654,0.5932203389830508
0.1232876712328767,lightgbm,0.9995406044020232,0.5932203389830508
0.1232876712328767,lightgbm,0.9994127701766431,0.6101694915254238
0.1267123287671233,lightgbm,0.9993938099135597,0.6101694915254238
0.1267123287671233,lightgbm,0.9993815575312268,0.6271186440677966
0.13013698630136986,lightgbm,0.999336024276437,0.6271186440677966
0.13013698630136986,lightgbm,0.9993220289709667,0.6440677966101694
0.13356164383561644,lightgbm,0.9992957968789781,0.6440677966101694
0.13356164383561644,lightgbm,0.9988960543983164,0.6949152542372882
0.136986301369863,lightgbm,0.9985862602308957,0.6949152542372882
0.136986301369863,lightgbm,0.9982775417916451,0.711864406779661
0.1541095890410959,lightgbm,0.996919271399945,0.711864406779661
0.1541095890410959,lightgbm,0.9967453930294478,0.7288135593220338
0.16095890410958905,lightgbm,0.9965746361472397,0.7288135593220338
0.17465753424657535,lightgbm,0.995255706912925,0.7288135593220338
0.17465753424657535,lightgbm,0.9907016517505246,0.7457627118644068
0.1917808219178082,lightgbm,0.9904455854913543,0.7457627118644068
0.2191780821917808,lightgbm,0.9666270455981205,0.7457627118644068
0.2191780821917808,lightgbm,0.964770030090774,0.7627118644067796
0.2363013698630137,lightgbm,0.9326474234835125,0.7627118644067796
0.2363013698630137,lightgbm,0.9233311459301407,0.7966101694915254
0.23972602739726026,lightgbm,0.9075418264791584,0.7966101694915254
0.23972602739726026,lightgbm,0.897967657339575,0.8135593220338984
0.24315068493150685,lightgbm,0.8949260387037419,0.8135593220338984
0.24315068493150685,lightgbm,0.8916477988983774,0.8305084745762712
0.2465753424657534,lightgbm,0.8277422379297962,0.8305084745762712
0.6917808219178082,lightgbm,0.7713996585471289,0.8305084745762712
0.708904109589041,lightgbm,0.6728718820975377,0.8305084745762712
0.708904109589041,lightgbm,0.6434950659315516,0.847457627118644
0.7123287671232876,lightgbm,0.6399719658761275,0.847457627118644
0.7123287671232876,lightgbm,0.35935461581904865,0.8983050847457628
0.7328767123287672,lightgbm,0.1698049286614244,0.8983050847457628
0.7328767123287672,lightgbm,0.15895383513793326,0.9152542372881356
0.7465753424657534,lightgbm,0.10367355904928686,0.9152542372881356
0.7465753424657534,lightgbm,0.10148570746592936,0.9322033898305084
0.75,lightgbm,0.08780415694788685,0.9322033898305084
0.75,lightgbm,0.08744142793023453,0.9491525423728814
0.7602739726027398,lightgbm,0.04431757246763107,0.9491525423728814
0.7602739726027398,lightgbm,0.040572285000960204,0.9661016949152542
0.773972602739726,lightgbm,0.017327684140331565,0.9661016949152542
0.773972602739726,lightgbm,0.010528089704376992,0.9830508474576272
0.8082191780821918,lightgbm,0.0033307199347389635,0.9830508474576272
0.8082191780821918,lightgbm,0.0026276137215514466,1.0
0.8595890410958904,lightgbm,0.00021612724216537956,1.0
0.8732876712328768,lightgbm,0.0001776021808737476,1.0
0.8938356164383562,lightgbm,5.582989393650853e-05,1.0
0.9006849315068494,lightgbm,5.4891722029294555e-05,1.0
1.0,lightgbm,1.1268983169176373e-07,1.0
0.0,nn_fc,2.0,0.0
0.06164383561643835,nn_fc,1.0,0.2542372881355932
0.06506849315068493,nn_fc,0.9999999403953552,0.2711864406779661
0.07534246575342465,nn_fc,0.9999998807907104,0.288135593220339
0.08904109589041095,nn_fc,0.9999977946281433,0.288135593220339
0.08904109589041095,nn_fc,0.9999977350234985,0.3050847457627119
0.09246575342465753,nn_fc,0.9999974370002747,0.3050847457627119
0.09246575342465753,nn_fc,0.9999971389770508,0.3220338983050847
0.10273972602739725,nn_fc,0.9999948143959045,0.3220338983050847
0.10273972602739725,nn_fc,0.999992847442627,0.3389830508474576
0.11301369863013698,nn_fc,0.9999640583992004,0.3389830508474576
0.11986301369863013,nn_fc,0.9999639391899109,0.3389830508474576
0.13013698630136986,nn_fc,0.9999324679374695,0.3389830508474576
0.1404109589041096,nn_fc,0.999796450138092,0.3389830508474576
0.1506849315068493,nn_fc,0.982954204082489,0.3389830508474576
0.1506849315068493,nn_fc,0.9720499515533447,0.3559322033898305
0.1541095890410959,nn_fc,0.9522030353546143,0.3559322033898305
0.1541095890410959,nn_fc,0.9426429271697998,0.3728813559322034
0.17123287671232876,nn_fc,0.9386287927627563,0.3728813559322034
0.17123287671232876,nn_fc,0.9286649227142334,0.4067796610169492
0.1780821917808219,nn_fc,0.9070308804512024,0.4067796610169492
0.1780821917808219,nn_fc,0.8775517344474792,0.5084745762711864
0.18493150684931506,nn_fc,0.8157051801681519,0.5084745762711864
0.18493150684931506,nn_fc,0.799683153629303,0.5254237288135594
0.18835616438356165,nn_fc,0.7655107975006104,0.5254237288135594
0.6335616438356164,nn_fc,0.7622647881507874,0.5254237288135594
0.6335616438356164,nn_fc,0.7111253142356873,0.5423728813559322
0.6438356164383562,nn_fc,0.6618615388870239,0.5423728813559322
0.6438356164383562,nn_fc,0.6397643089294434,0.576271186440678
0.6541095890410958,nn_fc,0.6282517313957214,0.576271186440678
0.6541095890410958,nn_fc,0.6274129748344421,0.5932203389830508
0.660958904109589,nn_fc,0.5873131155967712,0.5932203389830508
0.660958904109589,nn_fc,0.5501765012741089,0.6101694915254238
0.6643835616438356,nn_fc,0.539682924747467,0.6101694915254238
0.6643835616438356,nn_fc,0.4737760126590729,0.6610169491525424
0.6678082191780822,nn_fc,0.4388977587223053,0.6610169491525424
0.6678082191780822,nn_fc,0.34447863698005676,0.7288135593220338
0.6712328767123288,nn_fc,0.272010862827301,0.7288135593220338
0.6712328767123288,nn_fc,0.2674657106399536,0.7457627118644068
0.6883561643835616,nn_fc,0.07661835849285126,0.7457627118644068
0.6883561643835616,nn_fc,0.07600151002407074,0.7627118644067796
0.6952054794520548,nn_fc,0.05969788506627083,0.7627118644067796
0.6952054794520548,nn_fc,0.03301108628511429,0.7966101694915254
