env_step,rew,rew_std,Agent
0,5.89,1.2613,PPO
30720,991.92,18.7133,PPO
61440,1000.0,0.0,PPO
92160,1000.0,0.0,PPO
122880,1000.0,0.0,PPO
153600,1000.0,0.0,PPO
184320,1000.0,0.0,PPO
215040,1000.0,0.0,PPO
245760,1000.0,0.0,PPO
276480,1000.0,0.0,PPO
307200,1000.0,0.0,PPO
337920,1000.0,0.0,PPO
368640,1000.0,0.0,PPO
399360,1000.0,0.0,PPO
430080,1000.0,0.0,PPO
460800,894.23,282.0792,PPO
491520,909.04,184.7011,PPO
522240,953.76,138.72,PPO
552960,963.62,109.14,PPO
583680,979.64,61.08,PPO
614400,1000.0,0.0,PPO
645120,983.94,48.18,PPO
675840,957.85,126.45,PPO
706560,921.94,234.18,PPO
737280,913.44,259.68,PPO
768000,917.6,247.2,PPO
798720,921.5,235.5,PPO
829440,921.61,235.17,PPO
860160,874.86,263.0724,PPO
890880,862.17,248.3223,PPO
921600,751.64,379.4485,PPO
952320,817.05,326.3875,PPO
983040,824.11,312.4759,PPO
1013760,791.61,342.7439,PPO
1044480,814.11,316.6064,PPO
1075200,732.38,397.0806,PPO
1105920,735.99,393.5189,PPO
1136640,756.65,388.4296,PPO
1167360,648.53,440.111,PPO
1198080,673.59,434.882,PPO
1228800,663.75,435.8427,PPO
1259520,663.65,435.3639,PPO
1290240,597.03,439.9041,PPO
1320960,666.76,430.241,PPO
1351680,695.85,435.7469,PPO
1382400,614.87,450.4714,PPO
1413120,514.3,449.8707,PPO
1443840,504.17,438.6437,PPO
1474560,486.43,432.2417,PPO
1505280,492.89,431.6997,PPO
1536000,505.8,448.4553,PPO
1566720,504.57,464.0222,PPO
1597440,478.38,443.5053,PPO
1628160,499.29,438.305,PPO
1658880,594.1,446.8878,PPO
1689600,679.69,422.8528,PPO
1720320,675.65,425.7626,PPO
1751040,678.18,421.0652,PPO
1781760,716.62,433.3988,PPO
1812480,715.64,434.7247,PPO
1843200,700.41,423.6157,PPO
1873920,673.37,404.6755,PPO
1904640,705.65,412.9842,PPO
1935360,686.0,406.3371,PPO
1966080,721.63,406.8133,PPO
1996800,743.19,376.0792,PPO
2027520,811.83,350.2001,PPO
2058240,823.86,352.3771,PPO
2088960,822.57,354.871,PPO
2119680,825.47,349.1095,PPO
2150400,803.09,338.447,PPO
2181120,827.57,344.8652,PPO
2211840,835.49,329.0274,PPO
2242560,840.62,319.6467,PPO
2273280,837.3,310.0583,PPO
2304000,849.49,305.1477,PPO
2334720,869.85,250.1218,PPO
2365440,917.12,248.64,PPO
2396160,915.76,252.72,PPO
2426880,917.29,238.4911,PPO
2457600,845.93,291.2987,PPO
2488320,855.03,261.2282,PPO
2519040,900.61,243.8298,PPO
2549760,900.54,246.8906,PPO
2580480,909.48,234.424,PPO
2611200,900.49,243.7414,PPO
2641920,921.6,235.2,PPO
2672640,905.18,237.499,PPO
2703360,925.26,224.22,PPO
2734080,912.07,232.4689,PPO
2764800,924.37,222.5248,PPO
2795520,909.44,226.5858,PPO
2826240,924.46,212.8309,PPO
2856960,905.68,211.3978,PPO
2887680,928.55,214.35,PPO
2918400,924.14,210.3213,PPO
2949120,922.3,202.7814,PPO
2979840,934.52,152.1107,PPO
3010560,934.61,190.3107,PPO
