shearrate,stress,viscosity,vol_frac
0.0009841187553819,4.6944715978543,4770.22876780003,0.68
0.001590824416176,4.6944715978543,2950.9677813085127,0.68
0.0024905313028281,4.734528691755933,1901.0115176547597,0.68
0.0038990765462833,4.774927585738452,1224.6303782597026,0.68
0.0062027461703668,4.774927585738452,769.8086387204341,0.68
0.0100267167973366,4.898204358009313,488.5152794292968,0.68
0.0156974281978814,4.939999867435308,314.7012239942613,0.68
0.0249718520483597,5.024663830396283,201.21310268320016,0.68
0.0397258319556658,5.15438817231248,129.7490302547924,0.68
0.0631968234279787,5.332578647681401,84.3804855754909,0.68
0.0989384280164764,5.470252585508258,55.28946330739444,0.68
0.1573936669866842,5.659362694412319,35.95673703244434,0.68
0.2503856883938947,5.955356290353016,23.784731182336337,0.68
0.3983196665580481,6.266830818258798,15.733169472679092,0.68
0.6336566510036348,6.707617138020451,10.58557047794954,0.68
0.9920275980948888,7.179406780725326,7.237103881497665,0.68
1.5781417245697995,7.749949864227672,4.910807276412582,0.68
2.510546387631768,8.581818708501402,3.418307166431904,0.68
3.993838491387129,9.422578010323392,2.3592786815599966,0.68
6.353495786362242,10.612806801964368,1.6703885795823967,0.68
9.946779781239568,11.953381345574616,1.201733788066733,0.68
15.823580138321864,13.92872740801812,0.8802513265809706,0.68
25.172537635360328,16.230507636126017,0.6447704189078944,0.68
40.045087487441045,19.566489542561023,0.48861148196261206,0.68
62.69299295248452,23.78941507143948,0.3794589148020043,0.68
99.73354391196348,29.419459284873938,0.2949805865802082,0.68
161.21891377361555,36.38191952241156,0.22566781198823382,0.68
256.4709843804439,47.34528691755933,0.18460289779731295,0.68
401.52075136114144,61.0910880031578,0.15214926699569356,0.68
649.0568453994766,80.17870557087028,0.12353109922370897,0.68
1016.1375286582388,107.94693908463428,0.10623260733925759,0.68
0.0009841187553819,7.490981859884686,7611.86779432703,0.7
0.0015655601444783,7.554901080082761,4825.685622317833,0.7
0.0025307223231017,7.554901080082761,2985.2746036646704,0.7
0.0040259348621519,7.554901080082761,1876.558200458463,0.7
0.0063028431644509,7.619365711655093,1208.877567290521,0.7
0.0100267167973366,7.749949864227672,772.9299650994724,0.7
0.0156974281978814,7.816078812496569,497.92097877227195,0.7
0.0253748360264394,8.01787055708703,315.97723621672986,0.7
