realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1947-01-01', 'value': '14213.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1947-04-01', 'value': '14111.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1947-07-01', 'value': '14018.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1947-10-01', 'value': '14171.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1948-01-01', 'value': '14326.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1948-04-01', 'value': '14505.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1948-07-01', 'value': '14525.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1948-10-01', 'value': '14474.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1949-01-01', 'value': '14212.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1949-04-01', 'value': '14107.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1949-07-01', 'value': '14192.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1949-10-01', 'value': '14009.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1950-01-01', 'value': '14500.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1950-04-01', 'value': '14889.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1950-07-01', 'value': '15398.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1950-10-01', 'value': '15623.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1951-01-01', 'value': '15769.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1951-04-01', 'value': '15979.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1951-07-01', 'value': '16234.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1951-10-01', 'value': '16192.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1952-01-01', 'value': '16299.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1952-04-01', 'value': '16271.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1952-07-01', 'value': '16317.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1952-10-01', 'value': '16776.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1953-01-01', 'value': '17025.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1953-04-01', 'value': '17093.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1953-07-01', 'value': '16920.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1953-10-01', 'value': '16586.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1954-01-01', 'value': '16436.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1954-04-01', 'value': '16387.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1954-07-01', 'value': '16496.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1954-10-01', 'value': '16737.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1955-01-01', 'value': '17144.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1955-04-01', 'value': '17353.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1955-07-01', 'value': '17508.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1955-10-01', 'value': '17528.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1956-01-01', 'value': '17388.0'}"
2021-08-25,2021-08-25,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,298,0,100000,"{'realtime_start': '2021-08-25', 'realtime_end': '2021-08-25', 'date': '1956-04-01', 'value': '17461.0'}"
