Date,Open,High,Low,Close,Adj Close,Volume
2021-10-21,340.279999,342.309998,337.799988,341.880005,341.880005,16354400
2021-10-22,326.350006,329.630005,321.109985,324.609985,324.609985,35224500
2021-10-25,320.299988,329.559998,319.720001,328.690002,328.690002,38409000
2021-10-26,328.26001,330.209991,309.600006,315.809998,315.809998,65654000
2021-10-27,314.190002,319.25,312.059998,312.220001,312.220001,29971800
2021-10-28,312.98999,325.519989,308.109985,316.920013,316.920013,50806800
2021-10-29,320.190002,326,319.600006,323.570007,323.570007,37059400
2021-11-01,326.040009,333.450012,326,329.980011,329.980011,31518900
2021-11-02,331.380005,334.790009,323.799988,328.079987,328.079987,28353000
2021-11-03,327.48999,332.149994,323.200012,331.619995,331.619995,20786500
2021-11-04,334.01001,337.269989,332.649994,335.850006,335.850006,22495300
2021-11-05,340.309998,346.790009,339.640015,341.130005,341.130005,26872800
2021-11-08,344.420013,344.790009,338.339996,338.619995,338.619995,18342500
2021-11-09,340,341.309998,334.470001,335.369995,335.369995,17556700
2021-11-10,332.48999,333.190002,325.51001,327.640015,327.640015,21872600
2021-11-11,329.820007,332.459991,327,327.73999,327.73999,12376600
2021-11-12,330.179993,341.859985,329.779999,340.890015,340.890015,25414300
2021-11-15,344.339996,353.649994,343.200012,347.559998,347.559998,25076600
2021-11-16,343.829987,346.649994,340.869995,342.959991,342.959991,18181100
2021-11-17,344.23999,347.299988,340.100006,340.769989,340.769989,13602800
2021-11-18,339.720001,342.459991,335.299988,338.690002,338.690002,17487200
2021-11-19,342.200012,352.100006,339.899994,345.299988,345.299988,26488500
2021-11-22,349.049988,353.829987,340.51001,341.01001,341.01001,27116800
2021-11-23,338.929993,341.399994,333.5,337.25,337.25,17225000
2021-11-24,336,341.779999,332.809998,341.059998,341.059998,13566200
2021-11-26,335.799988,337.75,331.899994,333.119995,333.119995,14750700
2021-11-29,336.890015,340.670013,335.309998,338.029999,338.029999,16650900
2021-11-30,335,335.809998,323.429993,324.459991,324.459991,25390000
2021-12-01,330.290009,330.5,310.290009,310.600006,310.600006,30329600
2021-12-02,311.399994,314.600006,307.200012,310.390015,310.390015,24396200
2021-12-03,313.730011,313.75,299.5,306.839996,306.839996,27471000
2021-12-06,308.130005,320.100006,306.339996,317.869995,317.869995,21758300
2021-12-07,321.570007,326.540009,321,322.809998,322.809998,18794000
2021-12-08,325,332.75,323.070007,330.559998,330.559998,19937700
2021-12-09,329.540009,336.130005,328,329.820007,329.820007,16879200
2021-12-10,332.559998,335.029999,326.369995,329.75,329.75,14528000
2021-12-13,330.950012,341.089996,329.589996,334.48999,334.48999,22948700
2021-12-14,328.049988,335.700012,327.649994,333.73999,333.73999,20461000
2021-12-15,332.48999,342.109985,323.980011,341.660004,341.660004,24681300
2021-12-16,338.980011,344.459991,333.73999,334.899994,334.899994,22635000
2021-12-17,332.799988,337.109985,330.75,333.790009,333.790009,40012600
2021-12-20,329.779999,329.899994,322.529999,325.450012,325.450012,17901800
2021-12-21,326.410004,336,323.75,334.200012,334.200012,16116800
2021-12-22,333.799988,334.51001,328.26001,330.450012,330.450012,16764600
2021-12-23,330.100006,336.670013,328.359985,335.23999,335.23999,13987700
2021-12-27,338.850006,347.869995,338.01001,346.179993,346.179993,17795000
2021-12-28,346.630005,352.709991,345.200012,346.220001,346.220001,16637600
2021-12-29,346.910004,349.690002,341.640015,342.940002,342.940002,10747000
2021-12-30,344,347.230011,343.220001,344.359985,344.359985,10593300
2021-12-31,343.019989,343.440002,336.269989,336.350006,336.350006,12870500
2022-01-03,338.299988,341.079987,337.190002,338.540009,338.540009,14537900
2022-01-04,339.950012,343.089996,331.869995,336.529999,336.529999,15998000
2022-01-05,333.019989,335.76001,323.839996,324.170013,324.170013,20564500
2022-01-06,322.820007,339.170013,322.720001,332.459991,332.459991,27962800
2022-01-07,332.73999,337,328.880005,331.790009,331.790009,14722000
2022-01-10,325.309998,328.339996,315.429993,328.070007,328.070007,24942400
2022-01-11,326.779999,334.630005,325.279999,334.369995,334.369995,16226800
2022-01-12,335.179993,336.369995,330.029999,333.26001,333.26001,14104900
2022-01-13,334.980011,335.630005,325.76001,326.480011,326.480011,14797100
2022-01-14,321.790009,332.730011,321.209991,331.899994,331.899994,16868500
2022-01-18,323.290009,324.209991,317.640015,318.149994,318.149994,22645600
2022-01-19,319.579987,327.100006,319.329987,319.589996,319.589996,20814700
2022-01-20,323.899994,327.820007,315.980011,316.559998,316.559998,16925000
2022-01-21,314.809998,318.309998,303.040009,303.170013,303.170013,28710700
2022-01-24,297.839996,309.529999,289.01001,308.709991,308.709991,38878100
2022-01-25,299.950012,306.230011,297.579987,300.149994,300.149994,25108500
2022-01-26,307.01001,307.51001,290.850006,294.630005,294.630005,28348800
2022-01-27,297.75,301.709991,294.26001,294.640015,294.640015,21629900
2022-01-28,295.619995,301.899994,293.029999,301.709991,301.709991,21871600
2022-01-31,300.679993,313.790009,299.320007,313.26001,313.26001,21579500
2022-02-01,314.559998,319.660004,312.119995,319,319,18023800
2022-02-02,327.820007,328,316.869995,323,323,58458300
2022-02-03,244.649994,248,235.75,237.759995,237.759995,188119900
2022-02-04,234.970001,242.610001,230.110001,237.089996,237.089996,89342200
2022-02-07,237.699997,238.300003,224.009995,224.910004,224.910004,88613800
2022-02-08,220.850006,225.770004,216.149994,220.179993,220.179993,94729700
2022-02-09,224.199997,233.369995,222.210007,232,232,86563300
2022-02-10,228.270004,235,226.699997,228.070007,228.070007,49310400
2022-02-11,228.460007,230.419998,218.770004,219.550003,219.550003,46156900
2022-02-14,219.309998,221,214.779999,217.699997,217.699997,38184000
2022-02-15,220.470001,221.149994,215.059998,221,221,42685500
2022-02-16,212.410004,217.460007,212.360001,216.539993,216.539993,45817500
2022-02-17,214.020004,217.5,207.160004,207.710007,207.710007,38747500
2022-02-18,209.389999,210.75,205.179993,206.160004,206.160004,37128400
2022-02-22,202.339996,207.479996,200.059998,202.080002,202.080002,39852400
2022-02-23,204.160004,206.940002,198.050003,198.449997,198.449997,44481400
2022-02-24,191.059998,208.350006,190.220001,207.600006,207.600006,49957200
2022-02-25,204.940002,211.320007,203.179993,210.479996,210.479996,37627600
2022-02-28,207.679993,213.149994,206.830002,211.029999,211.029999,34239800
2022-03-01,209.869995,211.75,202.220001,203.490005,203.490005,27094900
2022-03-02,204.779999,209.149994,202.020004,208.110001,208.110001,29452100
2022-03-03,209.020004,209.080002,201.419998,202.970001,202.970001,27263500
2022-03-04,202.369995,205.889999,198.789993,200.059998,200.059998,32130900
2022-03-07,200.789993,200.889999,187.279999,187.470001,187.470001,38560600
2022-03-08,187.850006,196.699997,186.110001,190.289993,190.289993,37508100
2022-03-09,195.740005,199.100006,193.919998,198.5,198.5,31894700
2022-03-10,194.839996,196.279999,191.070007,195.210007,195.210007,24853000
2022-03-11,192.639999,193.559998,186.669998,187.610001,187.610001,34694500
2022-03-14,187.029999,192.289993,185.820007,186.630005,186.630005,31010500
2022-03-15,190.800003,192.279999,185.910004,192.029999,192.029999,31721700
2022-03-16,194.699997,203.729996,194.520004,203.630005,203.630005,40640300
2022-03-17,201.699997,208.039993,201.110001,207.839996,207.839996,29499700
2022-03-18,206.699997,216.800003,206,216.490005,216.490005,52128000
2022-03-21,214.5,214.710007,207.630005,211.490005,211.490005,30142300
2022-03-22,211.369995,219.460007,210.179993,216.649994,216.649994,31998800
2022-03-23,213.330002,216.800003,212.160004,213.460007,213.460007,23717300
2022-03-24,215,220.669998,214.789993,219.570007,219.570007,31502300
2022-03-25,220.509995,225.5,218.889999,221.820007,221.820007,40039000
2022-03-28,222.130005,224.039993,219.539993,223.589996,223.589996,26224100
2022-03-29,226.070007,230.889999,225.289993,229.860001,229.860001,31417900
2022-03-30,228.910004,231.149994,226.710007,227.850006,227.850006,25588000
2022-03-31,228.449997,228.490005,222.259995,222.360001,222.360001,24192300
2022-04-01,224.550003,227.279999,222.699997,224.850006,224.850006,19544800
2022-04-04,225.979996,234.350006,225.860001,233.889999,233.889999,28054800
2022-04-05,234.080002,236.860001,231.020004,231.839996,231.839996,29727200
2022-04-06,226.910004,228.990005,221.410004,223.300003,223.300003,28995100
2022-04-07,223.929993,225.520004,218.559998,222.949997,222.949997,21037200
2022-04-08,222.380005,225.130005,220.029999,222.330002,222.330002,18375700
2022-04-11,218.419998,220.610001,215.220001,216.460007,216.460007,20516600
2022-04-12,220.240005,222.029999,213.130005,214.139999,214.139999,20128800
2022-04-13,211.820007,216.610001,211.330002,214.990005,214.990005,19231800
2022-04-14,214.889999,214.990005,210,210.179993,210.179993,18379500
2022-04-18,210,213.380005,208.300003,210.770004,210.770004,16580800
2022-04-19,210.520004,218.429993,209,217.309998,217.309998,20089900
2022-04-20,213.610001,214.160004,198.919998,200.419998,200.419998,43036500
2022-04-21,201.600006,202.970001,185.580002,188.070007,188.070007,49954100
2022-04-22,190.369995,192.720001,183.270004,184.110001,184.110001,36426800
2022-04-25,182.729996,187.179993,181.660004,186.990005,186.990005,29281100
2022-04-26,186.630005,187.190002,179.5,180.949997,180.949997,31747400
2022-04-27,174.429993,181.210007,169,174.949997,174.949997,71062900
2022-04-28,202.919998,208.529999,192.899994,205.729996,205.729996,100890600
2022-04-29,204.460007,212.479996,199.899994,200.470001,200.470001,49193400
2022-05-02,201.169998,211.880005,200.990005,211.130005,211.130005,49915300
2022-05-03,210.449997,214.899994,208.089996,212.029999,212.029999,41556300
2022-05-04,210.649994,224.300003,206.960007,223.410004,223.410004,41375900
2022-05-05,218.740005,220.169998,206.160004,208.279999,208.279999,41129200
2022-05-06,207.339996,209.380005,201.020004,203.770004,203.770004,34747200
2022-05-09,199.839996,202.570007,195.580002,196.210007,196.210007,36303200
2022-05-10,199.509995,202.960007,194.190002,197.649994,197.649994,34452500
2022-05-11,196.330002,200.669998,188.270004,188.740005,188.740005,31153400
2022-05-12,187.059998,198.050003,184.779999,191.240005,191.240005,38262200
2022-05-13,192.580002,199.889999,191.279999,198.619995,198.619995,24549800
2022-05-16,197.050003,205.369995,195.929993,200.039993,200.039993,27112600
2022-05-17,202.119995,205.460007,198.360001,202.619995,202.619995,24872700
2022-05-18,200,201,191.630005,192.240005,192.240005,23960000
2022-05-19,191.199997,195.289993,189.600006,191.289993,191.289993,24446900
2022-05-20,194.970001,197.910004,187.869995,193.539993,193.539993,31465600
2022-05-23,195.190002,196.990005,191.240005,196.229996,196.229996,25059200
2022-05-24,180.550003,183.679993,176.110001,181.279999,181.279999,50406300
2022-05-25,180.399994,185.449997,179.320007,183.830002,183.830002,28030200
2022-05-26,182.880005,192.830002,182.259995,191.630005,191.630005,23056500
2022-05-27,191.360001,195.330002,189.800003,195.130005,195.130005,22562700
2022-05-31,194.889999,197.600006,192.009995,193.639999,193.639999,26131100
2022-06-01,196.509995,199.529999,185,188.639999,188.639999,36623500
2022-06-02,188.449997,200.940002,187.729996,198.860001,198.860001,31951600
2022-06-03,195.979996,196.610001,189.779999,190.779999,190.779999,19465000
2022-06-06,193.990005,196.919998,188.399994,194.25,194.25,30574200
2022-06-07,191.929993,196.529999,191.490005,195.649994,195.649994,18828700
2022-06-08,194.669998,202.029999,194.410004,196.639999,196.639999,22267200
2022-06-09,194.279999,199.449997,183.679993,184,184,23501600
2022-06-10,183.039993,183.100006,175.020004,175.570007,175.570007,27450800
2022-06-13,170.589996,172.580002,164.029999,164.259995,164.259995,31749300
2022-06-14,166.029999,166.75,161.360001,163.729996,163.729996,27244300
2022-06-15,167.199997,172.160004,163.979996,169.350006,169.350006,30008300
2022-06-16,163.720001,165.080002,159.610001,160.869995,160.869995,26944100
2022-06-17,161.679993,165.899994,159.899994,163.740005,163.740005,31374200
2022-06-21,165.929993,167.759995,155.970001,157.050003,157.050003,50724900
2022-06-22,158.380005,160.789993,155.440002,155.850006,155.850006,47267800
2022-06-23,156.270004,159.75,154.25,158.75,158.75,40499200
2022-06-24,161.729996,170.25,161.300003,170.160004,170.160004,68736000
2022-06-27,171.320007,171.75,168.009995,169.490005,169.490005,29174600
2022-06-28,169.899994,171.300003,160.610001,160.679993,160.679993,27744500
2022-06-29,163.570007,166.330002,160.320007,163.940002,163.940002,28595200
2022-06-30,162.149994,165.229996,158.490005,161.25,161.25,35250600
2022-07-01,160.309998,160.619995,155,160.029999,160.029999,31423900
2022-07-05,158.139999,168.25,157.020004,168.190002,168.190002,28618600
2022-07-06,168.199997,171.589996,165.460007,169.770004,169.770004,23085900
2022-07-07,169.449997,172.720001,167.779999,172.190002,172.190002,24083400
2022-07-08,169.979996,172.399994,168.149994,170.880005,170.880005,19249200
2022-07-11,167.070007,167.490005,161.910004,162.880005,162.880005,21885600
2022-07-12,164.800003,165.910004,162.100006,163.270004,163.270004,16639700
2022-07-13,160.160004,164.979996,159.610001,163.490005,163.490005,16555100
2022-07-14,161.220001,162.589996,157.279999,158.050003,158.050003,23765200
2022-07-15,160.539993,164.979996,159.820007,164.699997,164.699997,23342800
2022-07-18,166.75,171.690002,165.639999,167.229996,167.229996,23574300
2022-07-19,170.369995,176.490005,169.509995,175.779999,175.779999,25933700
2022-07-20,177.490005,183.600006,176.699997,183.089996,183.089996,24784300
2022-07-21,180.630005,183.850006,178.869995,183.169998,183.169998,27195800
2022-07-22,173.070007,175.600006,168.410004,169.270004,169.270004,42583900
2022-07-25,169,170.570007,164.809998,166.649994,166.649994,26166300
2022-07-26,165.940002,166,157.949997,159.149994,159.149994,28468400
2022-07-27,162.589996,170.869995,162.020004,169.580002,169.580002,43846600
2022-07-28,161.059998,161.509995,154.850006,160.720001,160.720001,73214300
2022-07-29,157.690002,160.139999,155.169998,159.100006,159.100006,42065400
2022-08-01,157.25,165.190002,155.229996,159.929993,159.929993,40596700
2022-08-02,158.309998,162.240005,158.009995,160.190002,160.190002,27374500
2022-08-03,162.690002,169.539993,161.570007,168.800003,168.800003,31721900
2022-08-04,168.300003,172.149994,166.800003,170.570007,170.570007,23938200
2022-08-05,166.990005,171.610001,165.800003,167.110001,167.110001,25832700
2022-08-08,168,177.509995,167.130005,170.25,170.25,27299100
2022-08-09,168.949997,169.529999,166.600006,168.529999,168.529999,18655100
2022-08-10,175.990005,180.479996,173.949997,178.339996,178.339996,30262100
2022-08-11,179.710007,183.100006,176.369995,177.490005,177.490005,24079100
2022-08-12,180.809998,181.460007,178.910004,180.5,180.5,21274000
2022-08-15,178.960007,181.440002,178.199997,180.889999,180.889999,15878700
2022-08-16,179.440002,180.990005,177.039993,179.470001,179.470001,21156700
2022-08-17,176.759995,178.139999,174.169998,174.850006,174.850006,20118100
2022-08-18,174.339996,175.759995,171.860001,174.660004,174.660004,18844500
2022-08-19,170.199997,172.320007,167.050003,167.960007,167.960007,26240800
2022-08-22,165.490005,165.490005,162.259995,163.050003,163.050003,19499700
2022-08-23,162.479996,165.050003,160.699997,161.110001,161.110001,18111800
2022-08-24,160.600006,165.460007,159.770004,163.259995,163.259995,20891500
2022-08-25,165.179993,168.880005,164.020004,168.779999,168.779999,15550500
2022-08-26,168.479996,170.919998,161.669998,161.779999,161.779999,24023600
2022-08-29,160.660004,163.050003,159.009995,159.169998,159.169998,20052700
2022-08-30,160.350006,161.660004,155.910004,157.160004,157.160004,19567900
2022-08-31,167.070007,167.839996,162.139999,162.929993,162.929993,40953000
2022-09-01,163.580002,167.360001,160.350006,165.360001,165.360001,30145700
2022-09-02,167.449997,167.929993,159.220001,160.320007,160.320007,22609100
2022-09-06,160.100006,161.690002,157.690002,158.539993,158.539993,19339800
2022-09-07,157.759995,160.960007,156.809998,160.389999,160.389999,16831200
2022-09-08,158.710007,162.229996,157.740005,162.059998,162.059998,22530800
2022-09-09,163.25,169.539993,163.020004,169.149994,169.149994,22086800
2022-09-12,167.389999,171.389999,167.279999,168.960007,168.960007,23220400
2022-09-13,161.539993,161.630005,152.669998,153.130005,153.130005,44444100
2022-09-14,153.330002,153.539993,149.050003,151.470001,151.470001,43064200
2022-09-15,149.800003,154.199997,148.699997,149.550003,149.550003,34606300
2022-09-16,148.050003,148.580002,144.289993,146.289993,146.289993,40018700
2022-09-19,145.240005,148.580002,145.100006,148.020004,148.020004,22169500
2022-09-20,145.779999,148.839996,145.220001,146.089996,146.089996,23217400
2022-09-21,146.389999,149.600006,142,142.119995,142.119995,38338600
2022-09-22,141.550003,144.580002,140.869995,142.820007,142.820007,34418500
2022-09-23,141.419998,142.619995,138.889999,140.410004,140.410004,31663300
2022-09-26,140.119995,142.240005,136.190002,136.369995,136.369995,30497000
2022-09-27,137.919998,139.419998,134.119995,134.399994,134.399994,30826500
2022-09-28,134.619995,142.029999,134.270004,141.610001,141.610001,32658500
2022-09-29,139.360001,139.839996,135.199997,136.410004,136.410004,38985400
2022-09-30,136.050003,140.990005,135.5,135.679993,135.679993,33132400
2022-10-03,137.139999,139.619995,136.100006,138.610001,138.610001,27723100
2022-10-04,140.490005,142.389999,139.339996,140.279999,140.279999,34670700
2022-10-05,138.240005,140.210007,134.779999,138.979996,138.979996,27979300
2022-10-06,137.720001,141.449997,136.600006,139.070007,139.070007,36231100
2022-10-07,136.759995,138.289993,132.440002,133.449997,133.449997,33179700
2022-10-10,133.550003,136.110001,131.869995,133.789993,133.789993,24024000
