Iteration,Value,Agent
0,-16929.47894736842,DQN
1,-18965.830065359478,DQN
2,-19371.85135135135,DQN
3,-19212.02,DQN
4,-19360.760273972603,DQN
5,-19274.97972972973,DQN
6,-19142.593333333334,DQN
7,-19967.977941176472,DQN
8,-19134.1,DQN
9,-19645.013986013986,DQN
10,-19455.554794520547,DQN
11,-19466.335616438355,DQN
12,-19548.816326530614,DQN
13,-19532.958620689657,DQN
14,-19146.523489932886,DQN
15,-18409.7,DQN
16,-18622.474683544304,DQN
17,-19283.46,DQN
18,-19192.513513513513,DQN
19,-19089.879194630874,DQN
20,-18484.240506329115,DQN
21,-18882.623376623378,DQN
22,-19029.590909090908,DQN
23,-18077.517441860466,DQN
24,-18254.429411764704,DQN
25,-18712.08860759494,DQN
26,-18448.975757575758,DQN
27,-18630.621118012423,DQN
28,-18118.89349112426,DQN
29,-18662.828025477706,DQN
30,-18929.053333333333,DQN
31,-18719.25806451613,DQN
32,-18775.235294117647,DQN
33,-18232.5,DQN
34,-18471.13125,DQN
35,-17788.029069767443,DQN
36,-18218.246987951807,DQN
37,-18457.222222222223,DQN
38,-18168.642424242425,DQN
39,-17966.068322981366,DQN
40,-18000.425925925927,DQN
41,-18022.0,DQN
42,-17427.881355932204,DQN
43,-17269.142076502732,DQN
44,-17541.625,DQN
45,-17790.603448275862,DQN
46,-17236.87570621469,DQN
47,-17378.322033898305,DQN
48,-17245.48275862069,DQN
49,-17765.382352941175,DQN
50,-17463.05617977528,DQN
51,-17515.011299435027,DQN
52,-17110.710382513662,DQN
53,-17160.983333333334,DQN
54,-16926.13612565445,DQN
55,-17587.82530120482,DQN
56,-17522.401129943504,DQN
57,-17143.909090909092,DQN
58,-17381.88950276243,DQN
59,-17206.989361702126,DQN
60,-17333.366666666665,DQN
61,-17320.313186813186,DQN
62,-16906.803030303032,DQN
63,-17356.037837837837,DQN
64,-16775.835,DQN
65,-17516.0,DQN
66,-18024.375,DQN
67,-17077.963541666668,DQN
68,-17266.84574468085,DQN
69,-17547.335227272728,DQN
70,-17066.38860103627,DQN
71,-16984.031746031746,DQN
72,-17000.643979057593,DQN
73,-16847.578125,DQN
74,-17232.584699453553,DQN
75,-16864.723076923077,DQN
76,-16885.176767676767,DQN
77,-16771.671717171717,DQN
78,-17303.180327868853,DQN
79,-17017.87634408602,DQN
80,-17624.64406779661,DQN
81,-16695.449494949495,DQN
82,-17198.125,DQN
83,-16695.492537313432,DQN
84,-17365.514124293786,DQN
85,-17166.072916666668,DQN
86,-16817.69,DQN
87,-17071.780748663103,DQN
88,-17517.505555555555,DQN
89,-17471.344444444443,DQN
90,-17194.460732984295,DQN
91,-17423.005617977527,DQN
92,-16663.27135678392,DQN
93,-16589.97524752475,DQN
94,-16799.796875,DQN
95,-16855.622340425532,DQN
