Iteration,Value,Agent
0,81.03338632750398,DQN
1,210.04065040650406,DQN
2,259.04656319290467,DQN
3,284.52115812917594,DQN
4,263.23275862068965,DQN
5,229.57494407158836,DQN
6,220.68669527896995,DQN
7,233.91061452513966,DQN
8,245.38293216630197,DQN
9,260.35805626598466,DQN
10,253.30210772833723,DQN
11,263.81703470031545,DQN
12,303.3777777777778,DQN
13,294.6842105263158,DQN
14,260.2158273381295,DQN
15,290.06802721088434,DQN
16,270.2693602693603,DQN
17,264.73988439306356,DQN
18,333.73737373737373,DQN
19,296.24309392265195,DQN
20,305.94594594594594,DQN
21,279.1803278688525,DQN
22,229.83870967741936,DQN
23,278.02941176470586,DQN
24,281.8279569892473,DQN
25,296.7647058823529,DQN
26,281.16279069767444,DQN
27,298.83190883190883,DQN
28,309.86301369863014,DQN
29,359.0845070422535,DQN
30,329.953596287703,DQN
31,322.6252983293556,DQN
32,318.9620253164557,DQN
33,345.5399061032864,DQN
34,348.2175925925926,DQN
35,350.5773672055427,DQN
36,421.19718309859155,DQN
37,351.1936936936937,DQN
38,405.9310344827586,DQN
39,827.9320113314448,DQN
40,988.396501457726,DQN
41,951.878612716763,DQN
42,918.4985835694051,DQN
43,832.5895316804408,DQN
44,788.5945945945946,DQN
45,920.3409090909091,DQN
46,922.4857142857143,DQN
47,831.30081300813,DQN
48,885.5492957746479,DQN
49,929.6590909090909,DQN
50,1126.1042944785277,DQN
51,1244.0645161290322,DQN
52,1395.8415841584158,DQN
53,1600.0354609929077,DQN
54,1696.36,DQN
55,1597.4652777777778,DQN
56,1599.2708333333333,DQN
57,1323.8311688311687,DQN
58,1734.5357142857142,DQN
59,1795.4,DQN
60,1864.793388429752,DQN
61,1862.7570093457944,DQN
62,1845.7603686635944,DQN
63,1907.9423868312758,DQN
64,1989.5238095238096,DQN
65,1737.4642857142858,DQN
66,1774.8042704626334,DQN
67,1855.4710144927535,DQN
68,1969.9601593625498,DQN
69,1796.094890510949,DQN
70,1860.2057613168724,DQN
71,1713.3720930232557,DQN
72,1756.1172161172162,DQN
73,1579.4137931034484,DQN
74,1630.2456140350878,DQN
75,1542.9251700680272,DQN
76,1571.4655172413793,DQN
77,1603.918918918919,DQN
78,1843.2520325203252,DQN
79,1407.8947368421052,DQN
80,925.7309941520468,DQN
81,438.4466019417476,DQN
82,186.2443438914027,DQN
83,175.97938144329896,DQN
84,174.04907975460122,DQN
85,176.26373626373626,DQN
86,253.77450980392157,DQN
87,197.9009433962264,DQN
88,206.04215456674473,DQN
89,218.45622119815667,DQN
90,220.0522193211488,DQN
91,274.2929292929293,DQN
