Iteration,Value,Agent
0.0,-44.90997186384922,SAC
10.0,-213.32623737563569,SAC
20.0,-289.875138131981,SAC
30.0,-28.04304632998847,SAC
40.0,473.1857343139704,SAC
50.0,753.6114642770863,SAC
60.0,875.8259262881837,SAC
70.0,753.7032791808432,SAC
80.0,994.2048948861748,SAC
90.0,772.9335098084405,SAC
100.0,1345.6216504465297,SAC
110.0,1799.6942198483816,SAC
120.0,786.3947062761677,SAC
130.0,2025.4595186882189,SAC
140.0,1490.1890394489126,SAC
150.0,2326.7108090968486,SAC
160.0,1396.5825201881235,SAC
170.0,2487.073056342033,SAC
180.0,1343.3582163268625,SAC
190.0,2593.1460685220563,SAC
200.0,2642.932201276684,SAC
210.0,2638.3934911289157,SAC
220.0,2785.4583293509036,SAC
230.0,2908.3819996127636,SAC
240.0,657.5754370548316,SAC
250.0,2802.537973851966,SAC
260.0,2923.3664523198822,SAC
270.0,2865.8857611708454,SAC
280.0,2892.344375693992,SAC
290.0,2950.81032661728,SAC
300.0,2936.252662235744,SAC
310.0,2930.4611705434277,SAC
320.0,1357.9685626070393,SAC
330.0,3135.4887926831907,SAC
340.0,3065.3748282842607,SAC
350.0,3222.1523375200804,SAC
360.0,2069.5574433146617,SAC
370.0,3218.9732847030773,SAC
380.0,3181.7897333004394,SAC
390.0,2059.7466945523333,SAC
400.0,3109.770898143007,SAC
410.0,3236.3467769067956,SAC
420.0,3385.972088213814,SAC
430.0,1337.490761603036,SAC
440.0,3306.2527557502535,SAC
450.0,3264.67962017127,SAC
460.0,3055.538542043335,SAC
470.0,3138.768793910933,SAC
480.0,3342.7771036230474,SAC
490.0,1269.6886805472673,SAC
500.0,3395.237697797041,SAC
510.0,3391.246184594472,SAC
520.0,3129.105707761092,SAC
530.0,1833.900201365919,SAC
540.0,3514.770760057326,SAC
550.0,1842.4787704347264,SAC
560.0,3539.855944772179,SAC
570.0,3244.3765784971824,SAC
580.0,3044.3096631657622,SAC
590.0,3463.3216939248923,SAC
600.0,3560.9102159565655,SAC
610.0,2844.24212684251,SAC
620.0,3603.059519461312,SAC
630.0,2196.8666669634863,SAC
640.0,3526.325402965068,SAC
650.0,3278.3281622889617,SAC
660.0,3699.6309696594817,SAC
670.0,2359.6304342626236,SAC
680.0,3656.790378719974,SAC
690.0,2454.3991200010278,SAC
700.0,3556.3927948104665,SAC
710.0,3710.224730619742,SAC
720.0,2587.51644947544,SAC
730.0,1891.5221515109433,SAC
740.0,3276.926090629131,SAC
750.0,2261.9018970240113,SAC
760.0,1527.9152800139375,SAC
770.0,3157.961239435953,SAC
780.0,2089.418841081401,SAC
790.0,2159.5235121788946,SAC
800.0,3840.2927983324425,SAC
810.0,2710.8590848762,SAC
820.0,3701.749065267399,SAC
830.0,3749.1866307687665,SAC
840.0,3424.4615726646125,SAC
850.0,3896.295151642723,SAC
860.0,3910.4885985346555,SAC
870.0,3807.283767368742,SAC
880.0,3911.9165907163256,SAC
890.0,3939.7135476694566,SAC
900.0,3916.3349493584124,SAC
910.0,3663.211724053833,SAC
920.0,2773.2867499608055,SAC
930.0,3725.14002923012,SAC
940.0,3816.9211642504624,SAC
950.0,4135.4291150207255,SAC
960.0,4029.873035558656,SAC
970.0,3900.9016472674543,SAC
980.0,3652.6757302456376,SAC
990.0,3898.3860757722946,SAC
1000.0,4070.7871568069236,SAC
1010.0,3862.72690589589,SAC
1020.0,2377.8392972875295,SAC
1030.0,3925.725302226759,SAC
1040.0,4127.863093577207,SAC
1050.0,4023.728887321884,SAC
1060.0,4210.052394609636,SAC
1070.0,4198.518344932855,SAC
1080.0,4044.0938499341296,SAC
1090.0,-747.7762881144756,SAC
1100.0,962.1485613756062,SAC
1110.0,110.03693733018267,SAC
1120.0,-181.647469050863,SAC
1130.0,627.3916001912828,SAC
1140.0,749.2721082485848,SAC
1150.0,1157.3153635944354,SAC
1160.0,3711.3154315687502,SAC
1170.0,4118.616130702296,SAC
1180.0,4197.586102574995,SAC
1190.0,2820.132466658826,SAC
1200.0,3781.822965996202,SAC
1210.0,4059.418595918478,SAC
1220.0,4118.18263071571,SAC
1230.0,4164.987492268946,SAC
1240.0,2297.6928545162723,SAC
1250.0,2618.4156327660594,SAC
1260.0,3729.4888473664296,SAC
1270.0,4211.5935928268045,SAC
1280.0,4325.045023771543,SAC
1290.0,4160.399921312631,SAC
1300.0,4321.043541982465,SAC
1310.0,1581.9868683763664,SAC
1320.0,4337.5962599840805,SAC
1330.0,3050.002273943714,SAC
1340.0,3430.942108272714,SAC
1350.0,2473.771438945807,SAC
1360.0,4316.095690748082,SAC
1370.0,4215.985494818334,SAC
