realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-01-01', 'value': '18825'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-02-01', 'value': '18879'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-03-01', 'value': '18897'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-04-01', 'value': '18912'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-05-01', 'value': '19001'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-06-01', 'value': '19055'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-07-01', 'value': '19115'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-08-01', 'value': '19168'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-09-01', 'value': '19339'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-10-01', 'value': '19427'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-11-01', 'value': '19463'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1939-12-01', 'value': '19521'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-01-01', 'value': '19630'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-02-01', 'value': '19692'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-03-01', 'value': '19801'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-04-01', 'value': '19688'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-05-01', 'value': '19841'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-06-01', 'value': '19937'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-07-01', 'value': '19984'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-08-01', 'value': '20095'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-09-01', 'value': '20245'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-10-01', 'value': '20358'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-11-01', 'value': '20463'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1940-12-01', 'value': '20611'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-01-01', 'value': '20710'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-02-01', 'value': '20861'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-03-01', 'value': '20983'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-04-01', 'value': '21317'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-05-01', 'value': '21462'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-06-01', 'value': '21665'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-07-01', 'value': '21873'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-08-01', 'value': '22081'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-09-01', 'value': '22193'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-10-01', 'value': '22222'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-11-01', 'value': '22278'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1941-12-01', 'value': '22301'}"
2021-10-04,2021-10-04,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,992,0,100000,"{'realtime_start': '2021-10-04', 'realtime_end': '2021-10-04', 'date': '1942-01-01', 'value': '22439'}"
