Unnamed: 0,Exajoules,Year,Energy_cons,GDP,eng_int,pct_chng_int,co2,carbon_int,carbon_int_cng
0,China,1967,5.403846454714531,173452836242.473,31.154558044587933,-0.045722116475966,475.920673797769,88.0707247672733,-0.0020501201007768
1,China,1968,5.460105295725378,166341269979.928,32.82471810143228,0.0536088508928305,476.6827903460292,87.30285672681366,-0.0087187659973133
2,China,1969,6.642670196667142,194519481107.989,34.14912562397496,0.0403478719436403,582.4737001263009,87.6866806391424,0.0043964645226879
3,China,1970,8.502114260524122,232061740955.439,36.63729413353283,0.0728618511922019,748.5071302628548,88.0377641756972,0.0040038411078602
4,China,1971,10.080447048624896,248445299863.509,40.57411049499788,0.1074537968638302,881.7011556436823,87.46647359890233,-0.0064891536279221
5,China,1972,10.86781164008193,257911065788.84,42.13782610235016,0.0385397384754757,945.3767244375122,86.98869245679944,-0.0054624488954917
6,China,1973,11.472815063972597,277924964496.186,41.28026096817237,-0.0203514327505841,987.0023005725692,86.02965314694161,-0.0110248732653857
7,China,1974,11.83234213373537,284345031184.263,41.61262141439603,0.008051316499184,1006.7685345206478,85.08615818758611,-0.0109670901234947
8,China,1975,13.249589529948327,309139917896.427,42.85952335145349,0.0299645130413748,1131.272789022824,85.38172344628367,0.0034737172883743
9,China,1976,13.949375658055668,304286421180.249,45.84291209561576,0.0696085376334707,1183.1413922532035,84.81679906368767,-0.0066164556042419
10,China,1977,15.21054825558293,327320903267.764,46.46983465990249,0.0136754524446252,1293.548110576044,85.04283270008074,0.0026649630602464
11,China,1978,16.675318015205825,364393196721.71,45.76188075196392,-0.0152346982320864,1418.532586747363,85.06779813457452,0.0002935630634721
12,China,1979,17.178572642484156,392055467396.687,43.81668939997881,-0.0425068052278779,1458.4542207472805,84.8996159983858,-0.0019770364330184
13,China,1980,17.37912239339829,422769661255.457,41.10778039698791,-0.0618236804305944,1460.8687595994213,84.05883372766586,-0.009903251750113
14,China,1981,17.14985924127767,444384863998.942,38.59235682995382,-0.0611909361863379,1438.274310126494,83.8650795841367,-0.002304982533506
15,China,1982,17.916732915734507,484455553401.509,36.98323363193115,-0.0416953855685159,1502.026966424423,83.83375325673023,-0.0003735324352137
16,China,1983,19.071713671483632,536632397557.183,35.53962406723938,-0.039034162860366,1596.6630396190794,83.71890786124996,-0.0013699183326383
17,China,1984,20.466520585737054,618155123011.759,33.10903658942535,-0.0683909169442947,1722.0274507557615,84.13874960044883,0.0050148974696933
18,China,1985,22.141335434107702,701177544159.34,31.577359569684344,-0.0462616003822414,1821.7374677805224,82.27766898712984,-0.0221191855376593
19,China,1986,23.198782343851896,763932666262.02,30.36757474629967,-0.0383117790680042,1903.6070815355013,82.05633611800286,-0.0026900721891088
20,China,1987,25.02086013121654,852987565219.692,29.333206193659187,-0.0340616121399857,2048.1079590977843,81.85601727346385,-0.0024412355464048
21,China,1988,26.88160369573481,948714904915.565,28.334754262269403,-0.0340382815570162,2196.8157046647434,81.72189909240059,-0.0016384645323653
22,China,1989,28.211171320794264,988621025896.57,28.535880364480263,0.0070982123349021,2295.0439971197998,81.35231150179638,-0.0045225036949561
23,China,1990,28.577697765968967,1027377455186.3,27.81616203636356,-0.0252215217797368,2308.7927180692677,80.79001804052372,-0.0069118314021138
24,China,1991,30.01539901084628,1122541231141.84,26.73879424483576,-0.0387317197145811,2439.954399420648,81.2900870829321,0.0061897379718067
25,China,1992,31.585351376698323,1282217440753.01,24.63338149428785,-0.0787400034298307,2562.75616502062,81.13749106211493,-0.0018771787101358
26,China,1993,34.04748224405231,1460237039290.75,23.31640776663868,-0.0534629696679913,2769.614393226199,81.34564469036525,0.002565443243629
27,China,1994,36.175724120682,1650605318482.01,21.916640953242077,-0.0600335535133077,2921.357544778109,80.7546390787501,-0.0072653626861616
28,China,1995,37.269570928171845,1831411871435.46,20.35018529117646,-0.0714733460025904,3009.1633952455327,80.74048936718303,-0.0001752185599303
29,China,1996,39.26681804286924,2013134753757.7,19.50531029757155,-0.0415168206832609,3156.6551437130406,80.38988899652595,-0.0043423116877908
30,China,1997,39.53208170968496,2199083579885.44,17.976616292021227,-0.0783732215601127,3142.331399513736,79.488133779302,-0.0112172715807944
31,China,1998,39.60203814516914,2371622617326.55,16.698288275649514,-0.071110602551999,3139.8079925590823,79.284000006502,-0.0025681037293789
32,China,1999,40.98984536456142,2553328077171.96,16.053497288903568,-0.0386141966231484,3268.4739024830374,79.73862485728871,0.0057341311077825
33,China,2000,42.48102381802845,2770108015885.86,15.335511674783318,-0.0447245607109257,3327.983976545954,78.3404842313051,-0.0175340448682921
34,China,2001,44.89222836473344,3001016837148.73,14.95900583063226,-0.0245512410759765,3489.7272184312355,77.735664847787,-0.0077203937332366
35,China,2002,48.889766356872215,3275118634996.31,14.927632188483242,-0.0020973079698098,3809.263973573378,77.91536465458944,0.0023116777499014
36,China,2003,56.94752257152672,3603876041860.81,15.801742876295677,0.0585565531609773,4494.135943053884,78.9171458233183,0.0128572993679731
37,China,2004,66.63288668699785,3968358419663.33,16.79104547533559,0.0626071824345384,5317.16776721872,79.79795010526333,0.0111611269357991
38,China,2005,75.69779322923728,4420536663136.43,17.124118404105413,0.0198363424873737,6079.259496020978,80.30960001186592,0.0064118176711014
39,China,2006,82.97412400321353,4982871172216.7,16.651870204041685,-0.0275779569446628,6659.973622905726,80.26566960378864,-0.0005470131599559
40,China,2007,90.1774578564468,5691976639219.75,15.842907231047286,-0.048580907914959,7217.139095225524,80.03262973674046,-0.0029033566679069
41,China,2008,93.66840582138188,6241291028834.91,15.007857411011868,-0.0527081177625641,7356.559883936194,78.53832697830431,-0.0186711690388221
42,China,2009,97.772036305361,6827892848566.12,14.319503611702617,-0.0458662273006524,7685.020093702419,78.60141185666434,0.0008032368499197
43,China,2010,104.59504737576172,7554098728364.74,13.846131899629505,-0.033057829720176,8121.687733497693,77.64887475331618,-0.0121185749829174
44,China,2011,112.80086914871184,8275578020536.57,13.63057285772506,-0.0155681777024103,8793.491057828665,77.95588034198302,0.0039537673873855
45,China,2012,117.43328389108794,8926347665673.95,13.15580439944937,-0.0348311448998724,8978.73868992817,76.45821007828914,-0.0192117676963402
46,China,2013,121.85224603418676,9619581223626.48,12.667105064294027,-0.0371470508618837,9219.09931067451,75.65801707165913,-0.0104657564676265
47,China,2014,125.4095146405746,10333908590021.3,12.135729046575213,-0.0419492863619372,9256.68010522876,73.81162531215062,-0.0244044429258528
48,China,2015,127.01887622019504,11061553079876.4,11.482915220220988,-0.0537927160246259,9226.202369287896,72.63646667203784,-0.0159210508526673
49,China,2016,129.15485518938172,11819132546490.1,10.927608661748746,-0.0483593711024153,9234.416055036218,71.49879144299804,-0.0156625904475301
50,China,2017,133.60371368139803,12640231416521.9,10.569720543784204,-0.0327508175889663,9444.87066404231,70.69317464157692,-0.0112675583064001
51,China,2018,138.88284930521064,13493418449047.0,10.292636356728382,-0.0262149018896027,9675.985422457408,69.67012464723665,-0.0144716940429858
52,China,2019,143.9225659637092,14296344415554.0,10.067088605330865,-0.0219135062757829,9868.525807752369,68.56830088924877,-0.0158148670404535
53,China,2020,147.58047324695315,14616539906901.3,10.096813212083935,0.002952651746537,9974.271347132231,67.58530534349099,-0.014336005603311
