Iteration,Value,Agent
0,633.6333333333333,DQN
1,463.25581395348837,DQN
2,463.7367303609342,DQN
3,541.5566037735849,DQN
4,645.3300733496333,DQN
5,858.46547314578,DQN
6,1028.1653746770025,DQN
7,1112.3723723723724,DQN
8,1325.8536585365853,DQN
9,1668.4666666666667,DQN
10,1717.9076923076923,DQN
11,1906.6163141993957,DQN
12,2068.4012539184955,DQN
13,2393.089700996678,DQN
14,2726.993865030675,DQN
15,3118.632218844985,DQN
16,3241.127167630058,DQN
17,3329.68,DQN
18,3609.1463414634145,DQN
19,3899.3939393939395,DQN
20,4074.315789473684,DQN
21,4144.358490566037,DQN
22,4212.207130730051,DQN
23,4174.677966101695,DQN
24,4284.210526315789,DQN
25,4407.755102040816,DQN
26,4420.112994350283,DQN
27,4566.2256267409475,DQN
28,4653.1506849315065,DQN
29,4805.551128818061,DQN
30,4739.435382685069,DQN
31,4722.400482509047,DQN
32,4696.802325581395,DQN
33,4718.37655016911,DQN
34,4712.736373748609,DQN
35,4678.119565217391,DQN
36,4663.322615219721,DQN
37,4752.20572640509,DQN
38,4779.989304812834,DQN
39,4779.018143009605,DQN
40,4822.802547770701,DQN
41,4891.446540880504,DQN
42,4856.051813471503,DQN
43,4874.199178644764,DQN
44,4900.676923076923,DQN
45,4938.038617886179,DQN
46,4907.961654894047,DQN
47,4932.117527862209,DQN
48,4947.566191446029,DQN
49,4970.952380952381,DQN
50,4998.465447154472,DQN
51,4986.501014198783,DQN
52,4991.951951951952,DQN
53,5041.669960474308,DQN
54,4994.667318982388,DQN
55,5008.837209302325,DQN
56,5013.086419753086,DQN
57,5037.0533208606175,DQN
58,4986.405959031657,DQN
59,5024.5821854912765,DQN
60,4988.640072529465,DQN
61,5013.544303797468,DQN
62,4952.101063829788,DQN
63,4982.829006266786,DQN
64,4946.361233480176,DQN
65,4967.517730496454,DQN
66,4968.765323992995,DQN
67,4930.348432055749,DQN
68,4918.403508771929,DQN
69,4896.521360069747,DQN
70,4912.301112061591,DQN
71,4917.158798283262,DQN
72,4883.033707865168,DQN
73,4908.938207136641,DQN
74,4896.588744588745,DQN
75,4889.406113537118,DQN
76,4836.826758147513,DQN
77,4840.796915167095,DQN
78,4866.25641025641,DQN
79,4865.590753424657,DQN
80,4874.46898895497,DQN
81,4822.285223367698,DQN
82,4830.051724137931,DQN
83,4830.8247422680415,DQN
84,4801.1251049538205,DQN
85,4804.018456375839,DQN
86,4810.744147157191,DQN
87,4806.060100166945,DQN
88,4823.719563392107,DQN
89,4795.8877721943045,DQN
90,4833.930684699915,DQN
91,4833.553921568628,DQN
92,4826.121768140117,DQN
93,4806.130108423687,DQN
94,4783.327716933446,DQN
95,4769.314954051796,DQN
96,4764.459346186086,DQN
97,4767.246011754828,DQN
98,4759.370805369127,DQN
99,4761.447811447812,DQN
100,4788.962343096235,DQN
101,4807.353191489362,DQN
102,4763.697829716194,DQN
103,4725.436408977556,DQN
104,4732.924369747899,DQN
105,4718.141666666666,DQN
106,4725.356842989085,DQN
107,4721.368597816961,DQN
108,4700.650205761317,DQN
109,4683.106312292359,DQN
110,4718.519736842105,DQN
111,4743.644703919933,DQN
112,4758.226477935054,DQN
113,4777.024106400665,DQN
114,4737.8494623655915,DQN
115,4720.897119341564,DQN
116,4753.7953795379535,DQN
117,4698.268434134217,DQN
118,4728.79467996675,DQN
119,4712.281432139884,DQN
120,4687.1118530884805,DQN
121,4700.394295302013,DQN
122,4743.330508474576,DQN
123,4736.641350210971,DQN
124,4767.391666666666,DQN
125,4756.772310258549,DQN
126,4743.63100252738,DQN
127,4724.90756302521,DQN
128,4731.784511784512,DQN
129,4735.776081424937,DQN
130,4753.140916808149,DQN
131,4754.452861952862,DQN
132,4765.4575707154745,DQN
133,4784.083191850595,DQN
134,4736.930860033727,DQN
135,4719.772535804549,DQN
136,4708.088113050707,DQN
137,4751.523404255319,DQN
138,4752.943143812709,DQN
139,4718.764705882353,DQN
140,4754.295473953885,DQN
141,4754.781864841745,DQN
142,4727.282608695652,DQN
143,4711.8265993265995,DQN
144,4719.780033840948,DQN
145,4725.629194630873,DQN
146,4658.344481605352,DQN
147,4670.373134328358,DQN
148,4663.213087248322,DQN
149,4683.406408094435,DQN
150,4679.907718120805,DQN
151,4693.6155800169345,DQN
152,4696.278290025147,DQN
153,4670.058333333333,DQN
154,4652.34949832776,DQN
155,4673.431455004205,DQN
156,4694.040234702431,DQN
157,4705.050847457627,DQN
158,4694.048013245033,DQN
159,4682.275,DQN
160,4688.870151770658,DQN
161,4685.876897133221,DQN
162,4704.657650042265,DQN
163,4716.882453151618,DQN
164,4711.5681233933165,DQN
165,4705.316780821918,DQN
166,4707.390557939914,DQN
167,4713.142857142857,DQN
168,4661.246819338422,DQN
169,4700.66609735269,DQN
170,4672.552653748947,DQN
171,4701.827326068735,DQN
172,4720.6795302013425,DQN
173,4670.008375209381,DQN
174,4708.586956521739,DQN
175,4696.454849498327,DQN
176,4706.326180257511,DQN
177,4697.025862068966,DQN
178,4698.7723785166245,DQN
179,4727.691652470187,DQN
180,4699.982683982684,DQN
181,4697.979797979798,DQN
182,4668.5241730279895,DQN
183,4658.070766638584,DQN
184,4689.320882852292,DQN
185,4679.38127090301,DQN
186,4686.202849958089,DQN
187,4655.291666666667,DQN
188,4660.421229991575,DQN
189,4686.692176870748,DQN
190,4666.545608108108,DQN
191,4687.216494845361,DQN
192,4695.772843723314,DQN
193,4686.514236410699,DQN
194,4688.722316865417,DQN
195,4720.609442060086,DQN
196,4700.103359173127,DQN
197,4657.26887192536,DQN
198,4659.348757497858,DQN
0,625.837479270315,DQN
1,480.7966457023061,DQN
2,526.2396694214876,DQN
3,559.9101123595506,DQN
4,617.6470588235294,DQN
5,726.7605633802817,DQN
6,873.6734693877551,DQN
7,958.3157894736842,DQN
8,1122.056074766355,DQN
9,1273.2268370607028,DQN
10,1385.8153846153846,DQN
11,1431.4285714285713,DQN
12,1888.8652482269504,DQN
13,2092.222222222222,DQN
14,2452.3024054982816,DQN
15,2788.241042345277,DQN
16,3077.785714285714,DQN
17,2957.3831775700933,DQN
18,3365.1641791044776,DQN
19,3471.988795518207,DQN
20,3744.7448979591836,DQN
21,3814.1451990632318,DQN
22,4015.1415094339623,DQN
23,4268.786610878661,DQN
24,4316.955645161291,DQN
25,4368.885135135135,DQN
26,4410.55737704918,DQN
27,4455.785381026439,DQN
28,4462.732240437159,DQN
29,4698.348745046235,DQN
30,4689.7806451612905,DQN
31,4686.613885505481,DQN
32,4708.955916473318,DQN
33,4669.025755879059,DQN
34,4624.944690265486,DQN
35,4672.7991452991455,DQN
36,4520.908183632734,DQN
37,4503.577545195052,DQN
38,4522.392523364486,DQN
39,4550.634057971014,DQN
40,4510.053285968029,DQN
41,4574.826689774697,DQN
42,4560.7692307692305,DQN
43,4577.900505902192,DQN
44,4597.102177554439,DQN
45,4595.5398671096345,DQN
46,4621.149710504549,DQN
47,4644.0,DQN
48,4608.0327868852455,DQN
49,4698.0470016207455,DQN
50,4661.169354838709,DQN
51,4725.332252836305,DQN
52,4724.172077922078,DQN
53,4695.498392282958,DQN
54,4689.920063948841,DQN
55,4659.705179282869,DQN
56,4644.5512311358225,DQN
57,4662.452531645569,DQN
58,4687.998417721519,DQN
59,4696.456195737964,DQN
60,4696.576862123613,DQN
61,4714.482484076433,DQN
62,4692.673501577287,DQN
63,4652.498029944839,DQN
64,4671.9561815336465,DQN
65,4699.051724137931,DQN
66,4691.9435736677115,DQN
67,4657.709803921569,DQN
68,4665.156739811912,DQN
69,4651.537254901961,DQN
70,4669.740566037736,DQN
71,4671.128526645768,DQN
72,4690.4976303317535,DQN
73,4689.397024275646,DQN
74,4701.1328125,DQN
75,4659.221789883269,DQN
76,4666.1028838659395,DQN
77,4668.514774494557,DQN
78,4683.523515805706,DQN
79,4695.606531881804,DQN
80,4653.317865429234,DQN
81,4666.6120218579235,DQN
82,4640.538641686183,DQN
83,4642.34878240377,DQN
84,4660.202966432475,DQN
85,4699.552590266876,DQN
86,4671.444270015699,DQN
87,4677.490287490287,DQN
88,4681.118881118881,DQN
89,4675.101246105919,DQN
90,4688.350116189001,DQN
91,4668.789514263685,DQN
92,4668.2426127527215,DQN
93,4663.647604327666,DQN
94,4650.240123934934,DQN
95,4625.7772621809745,DQN
96,4597.864380358535,DQN
97,4639.8373353989155,DQN
98,4639.299461123942,DQN
99,4635.235521235521,DQN
100,4638.99845916795,DQN
101,4617.111969111969,DQN
102,4619.128086419753,DQN
103,4618.275862068966,DQN
104,4636.943802925327,DQN
105,4618.605546995377,DQN
106,4634.72030651341,DQN
107,4616.717674062739,DQN
108,4594.070660522273,DQN
109,4629.179447852761,DQN
110,4649.124423963133,DQN
111,4639.578544061303,DQN
112,4657.83576362241,DQN
113,4649.37212863706,DQN
114,4615.513803680981,DQN
115,4626.920708237106,DQN
116,4619.617737003058,DQN
117,4650.352760736197,DQN
118,4574.106870229008,DQN
119,4600.32824427481,DQN
120,4591.92513368984,DQN
121,4595.547112462006,DQN
122,4635.862329803328,DQN
123,4582.458143074581,DQN
124,4612.951441578149,DQN
125,4612.393617021276,DQN
126,4611.63996948894,DQN
127,4607.277566539924,DQN
128,4607.981721249048,DQN
129,4606.288737717309,DQN
130,4613.310502283105,DQN
131,4638.717948717948,DQN
132,4621.488549618321,DQN
133,4609.407294832827,DQN
134,4629.0991672975015,DQN
135,4613.401515151515,DQN
136,4643.346036585366,DQN
137,4645.479452054795,DQN
138,4655.929878048781,DQN
139,4634.560606060606,DQN
140,4655.632621951219,DQN
141,4673.09633027523,DQN
142,4641.303353658536,DQN
143,4632.907153729072,DQN
144,4631.318181818182,DQN
145,4664.525436598329,DQN
146,4641.951588502269,DQN
147,4645.53962264151,DQN
148,4640.0,DQN
149,4667.942942942943,DQN
150,4668.0526315789475,DQN
151,4631.826484018265,DQN
152,4652.4336618650495,DQN
153,4623.300304878048,DQN
154,4626.518126888218,DQN
155,4610.098039215686,DQN
156,4619.433106575963,DQN
157,4617.61148904006,DQN
158,4619.736644093303,DQN
159,4597.021116138763,DQN
160,4608.342125094197,DQN
161,4581.080876795162,DQN
162,4615.494339622642,DQN
163,4640.784905660377,DQN
164,4609.137670196672,DQN
165,4626.2773172569705,DQN
166,4637.50565184627,DQN
167,4638.639097744361,DQN
168,4599.661144578313,DQN
169,4628.369811320755,DQN
170,4580.944822373393,DQN
171,4580.438729198185,DQN
172,4611.844293272865,DQN
173,4586.423192771084,DQN
174,4617.350492051476,DQN
175,4582.33409610984,DQN
176,4604.457831325301,DQN
177,4604.44696969697,DQN
178,4626.04118993135,DQN
179,4598.126428027418,DQN
180,4598.771929824561,DQN
181,4568.501901140685,DQN
182,4564.996191926885,DQN
183,4564.092987804878,DQN
184,4577.78620166793,DQN
185,4584.449506454062,DQN
186,4566.226415094339,DQN
187,4563.957703927493,DQN
188,4564.563253012048,DQN
189,4563.6096458176335,DQN
190,4555.645645645645,DQN
191,4576.409674981103,DQN
192,4572.431610942249,DQN
193,4527.8744326777605,DQN
194,4533.618320610687,DQN
195,4560.067924528302,DQN
196,4589.540316503391,DQN
197,4560.649546827794,DQN
198,4574.145234493192,DQN
0,637.4267100977198,DQN
1,503.59918200409,DQN
2,506.68058455114823,DQN
3,516.0722347629796,DQN
4,602.974828375286,DQN
5,743.7623762376238,DQN
6,816.2637362637363,DQN
7,855.9090909090909,DQN
8,975.1622418879056,DQN
9,1114.2319749216301,DQN
10,1336.0147601476015,DQN
11,1422.560553633218,DQN
12,1649.9619771863117,DQN
13,1643.4274193548388,DQN
14,1783.0290456431535,DQN
15,1642.716049382716,DQN
16,1722.6153846153845,DQN
17,2059.375,DQN
18,2635.2226720647773,DQN
19,2788.4046692607003,DQN
20,3010.369003690037,DQN
21,3480.376712328767,DQN
22,3657.5420875420878,DQN
23,4031.8867924528304,DQN
24,3977.9597701149423,DQN
25,4387.57180156658,DQN
26,4400.137299771167,DQN
27,4229.133192389007,DQN
28,4584.713375796178,DQN
29,4533.029772329247,DQN
30,4565.432098765432,DQN
31,4590.190336749634,DQN
32,4500.513784461153,DQN
33,4527.667844522968,DQN
34,4501.685508735868,DQN
35,4517.733847637415,DQN
36,4590.6021897810215,DQN
37,4636.246672582076,DQN
38,4640.606326889279,DQN
39,4609.416884247172,DQN
40,4633.51164797239,DQN
41,4659.863481228669,DQN
42,4690.67612687813,DQN
43,4724.38683127572,DQN
44,4741.129296235679,DQN
45,4812.101859337105,DQN
46,4819.074074074074,DQN
47,4905.549318364074,DQN
48,4871.515151515152,DQN
49,4928.839779005525,DQN
50,4941.07765451664,DQN
51,4962.682926829269,DQN
52,4986.0985144644255,DQN
53,4996.941634241245,DQN
54,5000.603921568628,DQN
55,5044.961180124224,DQN
56,5035.155279503106,DQN
57,5071.939487975174,DQN
58,5128.882938026014,DQN
59,5084.303215926493,DQN
60,5076.495003843198,DQN
61,5138.745247148289,DQN
62,5149.226686884003,DQN
63,5164.734042553191,DQN
64,5169.254185692542,DQN
65,5117.81679389313,DQN
66,5170.7692307692305,DQN
67,5157.526475037822,DQN
68,5148.625377643504,DQN
69,5191.825694966191,DQN
70,5155.553880934439,DQN
71,5191.657914478619,DQN
72,5168.542296072507,DQN
73,5206.318557475583,DQN
74,5180.786092214664,DQN
75,5171.894339622641,DQN
76,5226.955538809344,DQN
77,5139.613050075873,DQN
78,5205.172672672673,DQN
79,5185.429864253394,DQN
80,5228.685199098422,DQN
81,5218.8490284005975,DQN
82,5236.14296351452,DQN
