env_step,rew,rew_std,Agent
0,-20.979999923706053,0.04000015258789063,c51
100000,-20.869999885559082,0.15524167570244413,c51
200000,-20.560000038146974,0.40298883737879937,c51
300000,-18.95999994277954,2.2632720366854833,c51
400000,-16.210000228881835,2.7750494802377017,c51
500000,-15.040000057220459,3.022648038181074,c51
600000,-12.759999966621399,5.666603835995492,c51
700000,-8.17000013589859,6.876634371998414,c51
800000,-5.910000105202198,5.658347880641881,c51
900000,-2.0299999713897705,7.5090678214603175,c51
1000000,-1.05,8.06576073888153,c51
1100000,5.750000011920929,8.470448577145289,c51
1200000,11.85,6.486486065226738,c51
1300000,11.839999842643739,9.283232047765221,c51
1400000,10.289999675750732,13.408239764024396,c51
1500000,15.300000054495674,7.003264581462973,c51
1600000,15.419999885559083,5.896914245313163,c51
1700000,16.47999973297119,6.142116861407374,c51
1800000,18.700000381469728,1.2743627474105064,c51
1900000,13.000000283122063,8.335466556491935,c51
2000000,17.47499966621399,3.660174086617874,c51
2100000,13.566666801770529,8.47833851940157,c51
2200000,19.75,0.5499992370605469,c51
2300000,14.0,0.0,c51
2400000,19.600000381469727,0.0,c51
2500000,15.600000381469727,0.0,c51
2600000,18.200000762939453,0.0,c51
2700000,19.0,0.0,c51
2800000,20.600000381469727,0.0,c51
2900000,20.600000381469727,0.0,c51
3000000,20.600000381469727,0.0,c51
3100000,20.600000381469727,0.0,c51
3200000,20.600000381469727,0.0,c51
3300000,20.600000381469727,0.0,c51
3400000,20.600000381469727,0.0,c51
3500000,20.600000381469727,0.0,c51
3600000,20.600000381469727,0.0,c51
3700000,20.600000381469727,0.0,c51
3800000,20.600000381469727,0.0,c51
3900000,20.600000381469727,0.0,c51
4000000,20.600000381469727,0.0,c51
4100000,20.600000381469727,0.0,c51
4200000,20.600000381469727,0.0,c51
4300000,20.600000381469727,0.0,c51
4400000,20.600000381469727,0.0,c51
4500000,20.600000381469727,0.0,c51
4600000,20.600000381469727,0.0,c51
4700000,20.600000381469727,0.0,c51
4800000,20.600000381469727,0.0,c51
4900000,20.600000381469727,0.0,c51
5000000,20.600000381469727,0.0,c51
5100000,20.600000381469727,0.0,c51
5200000,20.600000381469727,0.0,c51
5300000,20.600000381469727,0.0,c51
5400000,20.600000381469727,0.0,c51
5500000,20.600000381469727,0.0,c51
5600000,20.600000381469727,0.0,c51
5700000,20.600000381469727,0.0,c51
5800000,20.600000381469727,0.0,c51
5900000,20.600000381469727,0.0,c51
6000000,20.600000381469727,0.0,c51
6100000,20.600000381469727,0.0,c51
6200000,20.600000381469727,0.0,c51
6300000,20.600000381469727,0.0,c51
6400000,20.600000381469727,0.0,c51
6500000,20.600000381469727,0.0,c51
6600000,20.600000381469727,0.0,c51
6700000,20.600000381469727,0.0,c51
6800000,20.600000381469727,0.0,c51
6900000,20.600000381469727,0.0,c51
7000000,20.600000381469727,0.0,c51
7100000,20.600000381469727,0.0,c51
7200000,20.600000381469727,0.0,c51
7300000,20.600000381469727,0.0,c51
7400000,20.600000381469727,0.0,c51
7500000,20.600000381469727,0.0,c51
7600000,20.600000381469727,0.0,c51
7700000,20.600000381469727,0.0,c51
7800000,20.600000381469727,0.0,c51
7900000,20.600000381469727,0.0,c51
8000000,20.600000381469727,0.0,c51
8100000,20.600000381469727,0.0,c51
8200000,20.600000381469727,0.0,c51
8300000,20.600000381469727,0.0,c51
8400000,20.600000381469727,0.0,c51
8500000,20.600000381469727,0.0,c51
8600000,20.600000381469727,0.0,c51
8700000,20.600000381469727,0.0,c51
8800000,20.600000381469727,0.0,c51
8900000,20.600000381469727,0.0,c51
9000000,20.600000381469727,0.0,c51
9100000,20.600000381469727,0.0,c51
9200000,20.600000381469727,0.0,c51
9300000,20.600000381469727,0.0,c51
9400000,20.600000381469727,0.0,c51
9500000,20.600000381469727,0.0,c51
9600000,20.600000381469727,0.0,c51
9700000,20.600000381469727,0.0,c51
9800000,20.600000381469727,0.0,c51
9900000,20.600000381469727,0.0,c51
10000000,20.600000381469727,0.0,c51
0,-20.979999923706053,0.04000015258789063,dqn
100000,-20.689999961853026,0.5281095979692643,dqn
200000,-18.38000020980835,2.5906757312772744,dqn
300000,-18.030000019073487,1.7245580854624265,dqn
400000,-13.899999952316284,3.808936970212056,dqn
500000,-5.709999942779541,9.006936246078585,dqn
600000,-1.0700000286102296,8.908540906843577,dqn
700000,6.160000026226044,7.3988107178341656,dqn
800000,15.04000015258789,5.2547504042740645,dqn
900000,19.755555470784504,0.4374447957623508,dqn
1000000,19.983332951863606,0.5814256919850659,dqn
1100000,20.25,0.25,dqn
1200000,20.25,0.25,dqn
1300000,20.25,0.25,dqn
1400000,20.25,0.25,dqn
1500000,20.25,0.25,dqn
1600000,20.25,0.25,dqn
1700000,20.25,0.25,dqn
1800000,20.25,0.25,dqn
1900000,20.25,0.25,dqn
2000000,20.25,0.25,dqn
2100000,20.25,0.25,dqn
2200000,20.25,0.25,dqn
2300000,20.25,0.25,dqn
2400000,20.25,0.25,dqn
2500000,20.25,0.25,dqn
2600000,20.25,0.25,dqn
2700000,20.25,0.25,dqn
2800000,20.25,0.25,dqn
2900000,20.25,0.25,dqn
3000000,20.25,0.25,dqn
3100000,20.25,0.25,dqn
3200000,20.25,0.25,dqn
3300000,20.25,0.25,dqn
3400000,20.25,0.25,dqn
3500000,20.25,0.25,dqn
3600000,20.25,0.25,dqn
3700000,20.25,0.25,dqn
3800000,20.25,0.25,dqn
3900000,20.25,0.25,dqn
4000000,20.25,0.25,dqn
4100000,20.25,0.25,dqn
4200000,20.25,0.25,dqn
4300000,20.25,0.25,dqn
4400000,20.25,0.25,dqn
4500000,20.25,0.25,dqn
4600000,20.25,0.25,dqn
4700000,20.25,0.25,dqn
4800000,20.25,0.25,dqn
4900000,20.25,0.25,dqn
5000000,20.25,0.25,dqn
5100000,20.25,0.25,dqn
5200000,20.25,0.25,dqn
5300000,20.25,0.25,dqn
5400000,20.25,0.25,dqn
5500000,20.25,0.25,dqn
5600000,20.25,0.25,dqn
5700000,20.25,0.25,dqn
5800000,20.25,0.25,dqn
5900000,20.25,0.25,dqn
6000000,20.25,0.25,dqn
6100000,20.25,0.25,dqn
6200000,20.25,0.25,dqn
6300000,20.25,0.25,dqn
6400000,20.25,0.25,dqn
6500000,20.25,0.25,dqn
6600000,20.25,0.25,dqn
6700000,20.25,0.25,dqn
6800000,20.25,0.25,dqn
6900000,20.25,0.25,dqn
7000000,20.25,0.25,dqn
7100000,20.25,0.25,dqn
7200000,20.25,0.25,dqn
7300000,20.25,0.25,dqn
7400000,20.25,0.25,dqn
7500000,20.25,0.25,dqn
7600000,20.25,0.25,dqn
7700000,20.25,0.25,dqn
7800000,20.25,0.25,dqn
7900000,20.25,0.25,dqn
8000000,20.25,0.25,dqn
8100000,20.25,0.25,dqn
8200000,20.25,0.25,dqn
8300000,20.25,0.25,dqn
8400000,20.25,0.25,dqn
8500000,20.25,0.25,dqn
8600000,20.25,0.25,dqn
8700000,20.25,0.25,dqn
8800000,20.25,0.25,dqn
8900000,20.25,0.25,dqn
9000000,20.25,0.25,dqn
9100000,20.25,0.25,dqn
9200000,20.25,0.25,dqn
9300000,20.25,0.25,dqn
9400000,20.25,0.25,dqn
9500000,20.25,0.25,dqn
9600000,20.25,0.25,dqn
9700000,20.25,0.25,dqn
9800000,20.25,0.25,dqn
9900000,20.25,0.25,dqn
10000000,20.25,0.25,dqn
0,-20.979999923706053,0.04000015258789063,fqf
100000,-20.879999923706055,0.15999994277996732,fqf
200000,-19.329999923706055,1.1883183401767072,fqf
300000,-18.410000228881835,2.3947650818103883,fqf
400000,-15.789999866485596,1.8124292335112842,fqf
500000,-12.899999952316284,3.9191835397861126,fqf
600000,-7.259999930858612,6.181294202818166,fqf
700000,-0.2800000667572021,5.578135949422739,fqf
800000,5.889999827742576,6.357428520171511,fqf
900000,12.8555555873447,5.842585252592779,fqf
1000000,18.875,2.6085196695608577,fqf
1100000,18.749999682108562,2.6196374340932294,fqf
1200000,19.65999984741211,1.051855243717263,fqf
1300000,20.399999618530273,0.39999961853027344,fqf
1400000,20.399999618530273,0.39999961853027344,fqf
1500000,20.399999618530273,0.39999961853027344,fqf
1600000,20.399999618530273,0.39999961853027344,fqf
1700000,20.399999618530273,0.39999961853027344,fqf
1800000,20.399999618530273,0.39999961853027344,fqf
1900000,20.399999618530273,0.39999961853027344,fqf
2000000,20.399999618530273,0.39999961853027344,fqf
2100000,20.399999618530273,0.39999961853027344,fqf
2200000,20.399999618530273,0.39999961853027344,fqf
2300000,20.399999618530273,0.39999961853027344,fqf
2400000,20.399999618530273,0.39999961853027344,fqf
2500000,20.399999618530273,0.39999961853027344,fqf
2600000,20.399999618530273,0.39999961853027344,fqf
2700000,20.399999618530273,0.39999961853027344,fqf
2800000,20.399999618530273,0.39999961853027344,fqf
2900000,20.399999618530273,0.39999961853027344,fqf
3000000,20.399999618530273,0.39999961853027344,fqf
3100000,20.399999618530273,0.39999961853027344,fqf
3200000,20.399999618530273,0.39999961853027344,fqf
3300000,20.399999618530273,0.39999961853027344,fqf
3400000,20.399999618530273,0.39999961853027344,fqf
3500000,20.399999618530273,0.39999961853027344,fqf
3600000,20.399999618530273,0.39999961853027344,fqf
3700000,20.399999618530273,0.39999961853027344,fqf
3800000,20.399999618530273,0.39999961853027344,fqf
3900000,20.399999618530273,0.39999961853027344,fqf
4000000,20.399999618530273,0.39999961853027344,fqf
4100000,20.399999618530273,0.39999961853027344,fqf
4200000,20.399999618530273,0.39999961853027344,fqf
4300000,20.399999618530273,0.39999961853027344,fqf
4400000,20.399999618530273,0.39999961853027344,fqf
4500000,20.399999618530273,0.39999961853027344,fqf
4600000,20.399999618530273,0.39999961853027344,fqf
4700000,20.399999618530273,0.39999961853027344,fqf
4800000,20.399999618530273,0.39999961853027344,fqf
4900000,20.399999618530273,0.39999961853027344,fqf
5000000,20.399999618530273,0.39999961853027344,fqf
5100000,20.399999618530273,0.39999961853027344,fqf
5200000,20.399999618530273,0.39999961853027344,fqf
5300000,20.399999618530273,0.39999961853027344,fqf
5400000,20.399999618530273,0.39999961853027344,fqf
5500000,20.399999618530273,0.39999961853027344,fqf
5600000,20.399999618530273,0.39999961853027344,fqf
5700000,20.399999618530273,0.39999961853027344,fqf
5800000,20.399999618530273,0.39999961853027344,fqf
5900000,20.399999618530273,0.39999961853027344,fqf
6000000,20.399999618530273,0.39999961853027344,fqf
6100000,20.399999618530273,0.39999961853027344,fqf
6200000,20.399999618530273,0.39999961853027344,fqf
6300000,20.399999618530273,0.39999961853027344,fqf
6400000,20.399999618530273,0.39999961853027344,fqf
6500000,20.399999618530273,0.39999961853027344,fqf
6600000,20.399999618530273,0.39999961853027344,fqf
6700000,20.399999618530273,0.39999961853027344,fqf
6800000,20.399999618530273,0.39999961853027344,fqf
6900000,20.399999618530273,0.39999961853027344,fqf
7000000,20.399999618530273,0.39999961853027344,fqf
7100000,20.399999618530273,0.39999961853027344,fqf
7200000,20.399999618530273,0.39999961853027344,fqf
7300000,20.399999618530273,0.39999961853027344,fqf
7400000,20.399999618530273,0.39999961853027344,fqf
7500000,20.399999618530273,0.39999961853027344,fqf
7600000,20.399999618530273,0.39999961853027344,fqf
7700000,20.399999618530273,0.39999961853027344,fqf
7800000,20.399999618530273,0.39999961853027344,fqf
7900000,20.399999618530273,0.39999961853027344,fqf
8000000,20.399999618530273,0.39999961853027344,fqf
8100000,20.399999618530273,0.39999961853027344,fqf
8200000,20.399999618530273,0.39999961853027344,fqf
8300000,20.399999618530273,0.39999961853027344,fqf
8400000,20.399999618530273,0.39999961853027344,fqf
8500000,20.399999618530273,0.39999961853027344,fqf
8600000,20.399999618530273,0.39999961853027344,fqf
8700000,20.399999618530273,0.39999961853027344,fqf
8800000,20.399999618530273,0.39999961853027344,fqf
8900000,20.399999618530273,0.39999961853027344,fqf
9000000,20.399999618530273,0.39999961853027344,fqf
9100000,20.399999618530273,0.39999961853027344,fqf
9200000,20.399999618530273,0.39999961853027344,fqf
9300000,20.399999618530273,0.39999961853027344,fqf
9400000,20.399999618530273,0.39999961853027344,fqf
9500000,20.399999618530273,0.39999961853027344,fqf
9600000,20.399999618530273,0.39999961853027344,fqf
9700000,20.399999618530273,0.39999961853027344,fqf
9800000,20.399999618530273,0.39999961853027344,fqf
9900000,20.399999618530273,0.39999961853027344,fqf
10000000,20.399999618530273,0.39999961853027344,fqf
0,-21.0,0.0,qrdqn
100000,-20.870000076293945,0.27221299202092436,qrdqn
200000,-19.48000011444092,1.2023307411527404,qrdqn
300000,-16.780000019073487,2.1613883342785347,qrdqn
400000,-12.920000219345093,3.473845164617662,qrdqn
500000,-7.060000002384186,6.094456461922503,qrdqn
600000,-3.779999941587448,6.045295632144355,qrdqn
700000,9.749999952316283,6.640368991575429,qrdqn
800000,15.269999933242797,4.12966090763813,qrdqn
900000,19.622222052680122,1.2916639583656102,qrdqn
