Iteration,Value,Agent
0.0,297.572559367,DQN
1.0,461.618357488,DQN
2.0,536.330049261,DQN
3.0,592.040816327,DQN
4.0,649.485861183,DQN
5.0,681.386138614,DQN
6.0,801.932114883,DQN
7.0,867.5,DQN
8.0,909.811827957,DQN
9.0,977.57493188,DQN
10.0,983.571428571,DQN
11.0,1002.52631579,DQN
12.0,1115.94972067,DQN
13.0,1140.14245014,DQN
14.0,1256.36645963,DQN
15.0,1251.51419558,DQN
16.0,1322.5,DQN
17.0,1342.21875,DQN
18.0,1292.68518519,DQN
19.0,1362.48407643,DQN
20.0,1338.07570978,DQN
21.0,1421.33757962,DQN
22.0,1469.11392405,DQN
23.0,1541.63987138,DQN
24.0,1502.67515924,DQN
25.0,1530.66666667,DQN
26.0,1545.98006645,DQN
27.0,1496.17940199,DQN
28.0,1516.05960265,DQN
29.0,1641.15131579,DQN
30.0,1549.03654485,DQN
31.0,1574.71760797,DQN
32.0,1577.22408027,DQN
33.0,1648.49829352,DQN
34.0,1589.6,DQN
35.0,1603.86666667,DQN
36.0,1630.06622517,DQN
37.0,1633.25423729,DQN
38.0,1730.94594595,DQN
39.0,1656.6440678,DQN
40.0,1690.51369863,DQN
41.0,1669.09698997,DQN
42.0,1645.84158416,DQN
43.0,1597.63333333,DQN
44.0,1595.51839465,DQN
45.0,1671.80272109,DQN
46.0,1596.0472973,DQN
47.0,1609.79661017,DQN
48.0,1590.9556314,DQN
49.0,1656.03333333,DQN
50.0,1604.59459459,DQN
51.0,1634.40273038,DQN
52.0,1639.02097902,DQN
53.0,1590.40955631,DQN
54.0,1617.34006734,DQN
55.0,1576.4137931,DQN
56.0,1590.40816327,DQN
57.0,1625.47297297,DQN
58.0,1631.48648649,DQN
59.0,1630.17006803,DQN
60.0,1683.13993174,DQN
61.0,1718.96193772,DQN
62.0,1634.11764706,DQN
63.0,1713.26241135,DQN
64.0,1649.58762887,DQN
65.0,1687.08333333,DQN
66.0,1716.28070175,DQN
67.0,1625.29209622,DQN
68.0,1653.64261168,DQN
69.0,1639.03780069,DQN
70.0,1733.19444444,DQN
71.0,1652.62068966,DQN
72.0,1695.75539568,DQN
73.0,1732.0212766,DQN
74.0,1758.32740214,DQN
75.0,1681.02112676,DQN
76.0,1752.50859107,DQN
77.0,1718.39160839,DQN
78.0,1678.25783972,DQN
79.0,1716.15107914,DQN
80.0,1728.41726619,DQN
81.0,1698.87719298,DQN
82.0,1741.45390071,DQN
83.0,1831.55234657,DQN
84.0,1689.82332155,DQN
85.0,1751.55234657,DQN
86.0,1744.40860215,DQN
87.0,1688.40989399,DQN
88.0,1683.6013986,DQN
89.0,1690.70671378,DQN
90.0,1783.67857143,DQN
91.0,1744.56521739,DQN
92.0,1828.53479853,DQN
93.0,1747.28873239,DQN
94.0,1749.10394265,DQN
95.0,1750.10791367,DQN
96.0,1815.40145985,DQN
97.0,1769.92932862,DQN
98.0,1762.94964029,DQN
99.0,1704.16961131,DQN
100.0,1686.28158845,DQN
101.0,1726.32142857,DQN
102.0,1806.52329749,DQN
103.0,2011.38059701,DQN
104.0,2078.15384615,DQN
105.0,1950.41509434,DQN
106.0,1837.47211896,DQN
107.0,1797.5464684,DQN
108.0,1837.88888889,DQN
109.0,1876.28787879,DQN
110.0,2237.86290323,DQN
111.0,2180.19762846,DQN
112.0,2243.73493976,DQN
113.0,2221.6872428,DQN
114.0,2177.44855967,DQN
115.0,2197.81893004,DQN
116.0,2260.55319149,DQN
117.0,2273.90946502,DQN
118.0,2166.0483871,DQN
119.0,2204.25619835,DQN
120.0,2232.18106996,DQN
121.0,2214.97975709,DQN
122.0,2244.9790795,DQN
123.0,2258.23770492,DQN
124.0,2383.55648536,DQN
125.0,2277.83673469,DQN
126.0,2271.53526971,DQN
127.0,2270.54852321,DQN
128.0,2267.43902439,DQN
129.0,2251.52892562,DQN
130.0,2134.66403162,DQN
131.0,2218.64,DQN
132.0,2234.125,DQN
133.0,2152.37903226,DQN
134.0,2233.82716049,DQN
135.0,2230.32786885,DQN
136.0,2226.47302905,DQN
137.0,2303.53191489,DQN
138.0,2340.25641026,DQN
139.0,2294.1563786,DQN
140.0,2284.19087137,DQN
141.0,2362.406639,DQN
142.0,2332.75720165,DQN
143.0,2419.78070175,DQN
144.0,2281.81434599,DQN
145.0,2343.76569038,DQN
146.0,2209.45833333,DQN
147.0,2320.51948052,DQN
148.0,2389.74576271,DQN
149.0,2218.24489796,DQN
150.0,2313.40336134,DQN
151.0,2324.30379747,DQN
152.0,2408.8559322,DQN
153.0,2361.65254237,DQN
154.0,2397.79661017,DQN
155.0,2355.52845528,DQN
156.0,2422.97520661,DQN
157.0,2324.15254237,DQN
158.0,2491.47826087,DQN
159.0,2426.79487179,DQN
160.0,2430.93617021,DQN
161.0,2325.94142259,DQN
162.0,2597.01298701,DQN
163.0,2388.68995633,DQN
164.0,2390.42918455,DQN
165.0,2353.0,DQN
166.0,2310.25104603,DQN
167.0,2335.95833333,DQN
168.0,2332.10084034,DQN
169.0,2492.6754386,DQN
170.0,2348.40336134,DQN
171.0,2379.61373391,DQN
172.0,2474.45887446,DQN
173.0,2512.75862069,DQN
174.0,2551.35746606,DQN
175.0,2467.84482759,DQN
176.0,2468.53333333,DQN
177.0,2469.57264957,DQN
178.0,2545.06849315,DQN
179.0,2494.66666667,DQN
180.0,2434.60176991,DQN
181.0,2474.86725664,DQN
182.0,2503.39207048,DQN
183.0,2554.27312775,DQN
184.0,2425.0877193,DQN
185.0,2414.75770925,DQN
186.0,2464.44444444,DQN
187.0,2499.6460177,DQN
188.0,2285.14644351,DQN
189.0,2405.26086957,DQN
190.0,2357.86956522,DQN
191.0,2401.55844156,DQN
192.0,2361.69491525,DQN
193.0,2336.11814346,DQN
194.0,2287.06382979,DQN
195.0,2442.64317181,DQN
196.0,2332.76595745,DQN
197.0,2381.11587983,DQN
198.0,2454.20353982,DQN
0.0,308.337730871,DQN
1.0,458.225419664,DQN
2.0,537.871287129,DQN
3.0,606.875,DQN
4.0,699.972826087,DQN
5.0,707.918918919,DQN
6.0,750.052910053,DQN
7.0,839.112903226,DQN
8.0,873.546666667,DQN
9.0,928.780487805,DQN
10.0,1055.1800554,DQN
11.0,1005.60846561,DQN
12.0,1011.19363395,DQN
13.0,1046.63043478,DQN
14.0,1161.33333333,DQN
15.0,1262.07831325,DQN
16.0,1305.96923077,DQN
17.0,1270.86687307,DQN
18.0,1379.78723404,DQN
19.0,1382.5304878,DQN
20.0,1442.4695122,DQN
21.0,1435.19756839,DQN
22.0,1444.32601881,DQN
23.0,1451.89873418,DQN
24.0,1438.51851852,DQN
25.0,1479.64968153,DQN
26.0,1558.76623377,DQN
27.0,1564.08496732,DQN
28.0,1513.02631579,DQN
29.0,1608.2,DQN
30.0,1560.94276094,DQN
31.0,1552.37288136,DQN
32.0,1556.11295681,DQN
33.0,1497.46710526,DQN
34.0,1605.97315436,DQN
35.0,1598.02013423,DQN
36.0,1595.06802721,DQN
37.0,1575.96666667,DQN
38.0,1668.11447811,DQN
39.0,1541.90635452,DQN
40.0,1600.26936027,DQN
41.0,1580.53872054,DQN
42.0,1627.91245791,DQN
43.0,1642.79461279,DQN
44.0,1624.60264901,DQN
45.0,1650.03436426,DQN
46.0,1660.8650519,DQN
47.0,1628.15068493,DQN
48.0,1569.36026936,DQN
49.0,1651.17845118,DQN
50.0,1676.62207358,DQN
51.0,1701.09271523,DQN
52.0,1621.49837134,DQN
53.0,1590.94594595,DQN
54.0,1722.62068966,DQN
55.0,1676.816609,DQN
56.0,1685.75862069,DQN
57.0,1647.46575342,DQN
58.0,1663.73737374,DQN
59.0,1671.14478114,DQN
60.0,1704.16949153,DQN
61.0,1623.43537415,DQN
62.0,1625.6122449,DQN
63.0,1636.95804196,DQN
64.0,1622.37762238,DQN
65.0,1652.75261324,DQN
66.0,1665.50522648,DQN
67.0,1611.90140845,DQN
68.0,1686.1774744,DQN
69.0,1668.47750865,DQN
70.0,1637.97202797,DQN
71.0,1662.69896194,DQN
72.0,1611.46341463,DQN
73.0,1563.4137931,DQN
74.0,1580.10380623,DQN
75.0,1568.69257951,DQN
76.0,1661.31034483,DQN
77.0,1680.89347079,DQN
78.0,1689.26056338,DQN
79.0,1674.53608247,DQN
80.0,1631.34482759,DQN
81.0,1663.74558304,DQN
82.0,1621.20567376,DQN
83.0,1633.32155477,DQN
84.0,1584.09090909,DQN
85.0,1631.52777778,DQN
86.0,1617.6816609,DQN
87.0,1706.35416667,DQN
88.0,1633.97887324,DQN
89.0,1665.75862069,DQN
90.0,1669.61538462,DQN
91.0,1704.44029851,DQN
92.0,1601.18466899,DQN
93.0,1725.57553957,DQN
94.0,1693.15412186,DQN
95.0,1708.77256318,DQN
96.0,1662.81481481,DQN
97.0,1732.20588235,DQN
98.0,1701.25925926,DQN
99.0,1724.71014493,DQN
100.0,1679.42446043,DQN
101.0,1760.45112782,DQN
102.0,1769.43609023,DQN
