Unnamed: 0,x,y,year
0,-1.381981981981982,-0.1768901498183265,1881
1,-1.2414414414414414,-0.1356478024986311,1881
2,-1.0792792792792794,-0.1137723358717833,1881
3,-0.9711711711711712,-0.1194465183415459,1881
4,-0.8702702702702704,-0.1223483151659947,1881
5,-0.7297297297297296,-0.1142551391170175,1881
6,-0.6072072072072072,-0.1061370763028222,1881
7,-0.4666666666666665,-0.0897566074361655,1881
8,-0.3333333333333335,-0.0650788910457418,1881
9,-0.1999999999999999,-0.0459260365337713,1881
10,-0.0702702702702702,-0.0184809118510775,1881
11,0.0558558558558559,0.0089691901846598,1881
12,0.1855855855855857,0.044701607685033,1881
13,0.3009009009009007,0.0694042108406749,1881
14,0.4234234234234233,0.1051465830471356,1881
15,0.5423423423423424,0.1381315016674134,1881
16,0.6864864864864864,0.1683191478771589,1881
17,0.8450450450450451,0.1929620227962769,1881
18,0.9783783783783784,0.2010651535513414,1881
19,1.1189189189189188,0.200871036782639,1881
20,1.2414414414414414,0.2089890995968344,1881
21,1.3315315315315317,0.1978149420138371,1881
22,1.3999999999999997,0.1811457866706485,1881
0,-1.3554054054054054,-0.0692522721616643,1817
1,-1.2802306306306306,-0.0448645991986461,1817
2,-1.1865345345345344,-0.0271421490551324,1817
3,-1.1070018018018015,-0.0234937136031058,1817
4,-0.9936948948948948,-0.0269909146715775,1817
5,-0.8912828828828828,-0.0212861430491264,1817
6,-0.8041237237237236,-0.0172306538582781,1817
7,-0.7090657657657657,-0.0162135838186252,1817
8,-0.6254474474474474,-0.0166422693411643,1817
9,-0.5284828828828829,-0.0101991955353143,1817
10,-0.439417117117117,-0.0122013581952118,1817
11,-0.3389117117117117,-0.0132797496391419,1817
12,0.5228744744744744,0.0235303983541552,1817
13,0.6113954954954954,0.0220509724503509,1817
14,0.7004612612612615,0.0241202876910059,1817
15,0.7978616216216217,0.0269923866407844,1817
16,0.8810441441441441,0.0260631980737644,1817
17,0.9815495495495494,0.0249848066298342,1817
18,1.059339099099099,0.0291367547658154,1817
19,1.158513770913771,0.0313621251875396,1817
20,1.2384511711711712,0.0173639480364342,1817
21,1.2920540540540542,0.0040941466328207,1817
22,1.3606918918918918,-0.0051875815041561,1817
23,0.3333333333333332,0.0058235030610721,1817
24,-0.1639639639639638,-0.0073017769150365,1817
25,0.0918918918918918,0.0033945547757703,1817
0,-1.405521921921922,-0.3848791830504539,2011
1,-1.3423315315315314,-0.3809272528178604,2011
2,-1.2691178378378378,-0.3813367406514645,2011
3,-1.198518918918919,-0.3603148476703726,2011
4,-1.1266126126126126,-0.3231046228297609,2011
5,-1.0473522522522525,-0.2785132571798316,2011
6,-0.9854147747747748,-0.2489083365686129,2011
7,-0.9108936936936936,-0.2146400206333908,2011
8,-0.8349646569646569,-0.1764494951815393,2011
9,-0.7082486486486486,-0.1265432219763712,2011
10,-0.6376497297297297,-0.1124199825792644,2011
11,-0.5644360360360361,-0.0961061223704868,2011
12,-0.4925297297297297,-0.080830628820684,2011
13,-0.4225845045045044,-0.0637757816932954,2011
14,-0.0637066666666663,-0.0096510273256681,2011
15,0.0108144144144144,1.75899656562e-05,2011
16,0.0827207207207207,0.0066072639942805,2011
17,0.3469997425997426,0.040531360371534,2011
18,0.5563515151515153,0.0691378593309532,2011
