Date,Gender,Employment
1977-01-01,Female,0.538134429269248
1977-02-01,Female,0.53888710199418
1977-03-01,Female,0.541027466984739
1977-04-01,Female,0.543492170184479
1977-05-01,Female,0.547513286696879
1977-06-01,Female,0.546954622593634
1977-07-01,Female,0.548802052893549
1977-08-01,Female,0.5483893103039921
1977-09-01,Female,0.551736876391794
1977-10-01,Female,0.55242391296244
1977-11-01,Female,0.556182024804001
1977-12-01,Female,0.558191537754916
1978-01-01,Female,0.56152705765251
1978-02-01,Female,0.565509188606002
1978-03-01,Female,0.5676124023479
1978-04-01,Female,0.5700698572582921
1978-05-01,Female,0.567587147626443
1978-06-01,Female,0.571311262567727
1978-07-01,Female,0.5700465438225519
1978-08-01,Female,0.570973959645032
1978-09-01,Female,0.578749478815023
1978-10-01,Female,0.5838639216760719
1978-11-01,Female,0.582176847033018
1978-12-01,Female,0.582865462740726
1979-01-01,Female,0.580936292444772
1979-02-01,Female,0.583149743140758
1979-03-01,Female,0.584719611376244
1979-04-01,Female,0.583712128042254
1979-05-01,Female,0.584218687993872
1979-06-01,Female,0.585456211610053
1979-07-01,Female,0.591661949077515
1979-08-01,Female,0.593154861370316
1979-09-01,Female,0.597930372590598
1979-10-01,Female,0.598328098668606
1979-11-01,Female,0.59788141530604
1979-12-01,Female,0.603432037148161
1980-01-01,Female,0.603701261541365
1980-02-01,Female,0.603497903464721
1980-03-01,Female,0.603606092879738
1980-04-01,Female,0.603575841428663
1980-05-01,Female,0.5999612265237171
1980-06-01,Female,0.59848302790308
1980-07-01,Female,0.597119157462052
1980-08-01,Female,0.598002314715798
1980-09-01,Female,0.602136737974813
1980-10-01,Female,0.6003659207366759
1980-11-01,Female,0.603166289771223
1980-12-01,Female,0.603912242059656
1981-01-01,Female,0.606555886315045
1981-02-01,Female,0.610386272294241
1981-03-01,Female,0.6119201691095121
1981-04-01,Female,0.613766347711295
1981-05-01,Female,0.613755040423279
1981-06-01,Female,0.612249315565802
1981-07-01,Female,0.612261287514313
1981-08-01,Female,0.611506508644053
1981-09-01,Female,0.608194406204641
1981-10-01,Female,0.6130668103461671
1981-11-01,Female,0.614274027224582
1981-12-01,Female,0.6120818247573311
1982-01-01,Female,0.613015252675875
1982-02-01,Female,0.613895671998397
1982-03-01,Female,0.611381343045159
1982-04-01,Female,0.6092980311313331
1982-05-01,Female,0.611663192815723
1982-06-01,Female,0.613597839183527
1982-07-01,Female,0.614661486300112
1982-08-01,Female,0.61482663906974
1982-09-01,Female,0.612297096312614
1982-10-01,Female,0.611274118395153
1982-11-01,Female,0.608709721471381
1982-12-01,Female,0.609457316033592
1983-01-01,Female,0.6122942072716561
1983-02-01,Female,0.610745402361496
1983-03-01,Female,0.610913988760426
1983-04-01,Female,0.614404642234243
1983-05-01,Female,0.613107407889776
1983-06-01,Female,0.6164867738461031
1983-07-01,Female,0.620132388696007
1983-08-01,Female,0.625634407149278
1983-09-01,Female,0.6283295824734261
1983-10-01,Female,0.6269541962898
1983-11-01,Female,0.6297154932978679
1983-12-01,Female,0.628499679168959
1984-01-01,Female,0.62873941197479
1984-02-01,Female,0.631837042043272
1984-03-01,Female,0.634063367786941
1984-04-01,Female,0.6369001338267161
1984-05-01,Female,0.643952837224594
1984-06-01,Female,0.642815517298649
1984-07-01,Female,0.641261539396792
1984-08-01,Female,0.642412813118586
1984-09-01,Female,0.640334042278129
1984-10-01,Female,0.641843150087645
1984-11-01,Female,0.642040970797622
1984-12-01,Female,0.6440452404918731
1985-01-01,Female,0.647794895550043
1985-02-01,Female,0.6489074847159629
1985-03-01,Female,0.652206709565385
1985-04-01,Female,0.6515936820060201
1985-05-01,Female,0.6483827583652869
1985-06-01,Female,0.6509261407431061
1985-07-01,Female,0.6502117883845441
1985-08-01,Female,0.6529378397562969
1985-09-01,Female,0.65750895186922
1985-10-01,Female,0.65718599210493
1985-11-01,Female,0.659075373066397
1985-12-01,Female,0.660867932457124
1986-01-01,Female,0.6623625263965021
1986-02-01,Female,0.657919640413138
1986-03-01,Female,0.659806676193277
1986-04-01,Female,0.660538470986899
1986-05-01,Female,0.662258949048136
1986-06-01,Female,0.6645247679094319
1986-07-01,Female,0.668350832055594
1986-08-01,Female,0.668484634793336
1986-09-01,Female,0.6713565310709011
1986-10-01,Female,0.674972352156992
1986-11-01,Female,0.671785490660903
1986-12-01,Female,0.673672748292045
1987-01-01,Female,0.6717332795027809
1987-02-01,Female,0.675061420726566
1987-03-01,Female,0.6769143301095091
1987-04-01,Female,0.68051631115579
1987-05-01,Female,0.684142283424468
1987-06-01,Female,0.6829860774244481
1987-07-01,Female,0.684276196430626
1987-08-01,Female,0.6840897151719859
1987-09-01,Female,0.685329451932991
1987-10-01,Female,0.686932834364868
1987-11-01,Female,0.687754919915614
1987-12-01,Female,0.6877532597927539
1988-01-01,Female,0.687270112911916
1988-02-01,Female,0.6870119078455229
1988-03-01,Female,0.691464966813614
1988-04-01,Female,0.69053173113466
1988-05-01,Female,0.691731299278115
1988-06-01,Female,0.69102360794984
1988-07-01,Female,0.69229121472035
1988-08-01,Female,0.6937716088229671
1988-09-01,Female,0.693576631501891
1988-10-01,Female,0.697428232740347
1988-11-01,Female,0.701788750965442
1988-12-01,Female,0.701648660551438
1989-01-01,Female,0.705392346324558
1989-02-01,Female,0.704471209184865
1989-03-01,Female,0.7014704057900729
1989-04-01,Female,0.702840201264452
1989-05-01,Female,0.7017857383900299
1989-06-01,Female,0.700718244481483
1989-07-01,Female,0.700910749339818
1989-08-01,Female,0.7014500939678789
1989-09-01,Female,0.705757044420782
1989-10-01,Female,0.7050824462565101
1989-11-01,Female,0.708849015055438
1989-12-01,Female,0.7066906649767339
1990-01-01,Female,0.708761052627796
1990-02-01,Female,0.707647491225483
1990-03-01,Female,0.7071193093921739
1990-04-01,Female,0.7070489174294821
1990-05-01,Female,0.7095953631407861
1990-06-01,Female,0.708380904808013
1990-07-01,Female,0.707729203471814
1990-08-01,Female,0.7059384795060301
1990-09-01,Female,0.703246804097886
1990-10-01,Female,0.702761598615762
1990-11-01,Female,0.7001098012923861
1990-12-01,Female,0.7009743227816161
1991-01-01,Female,0.698671308676705
1991-02-01,Female,0.700958147047495
1991-03-01,Female,0.6990793899919789
1991-04-01,Female,0.703332850023604
1991-05-01,Female,0.7015962107576711
1991-06-01,Female,0.7035754264019729
1991-07-01,Female,0.7029781259064479
1991-08-01,Female,0.700778418785672
1991-09-01,Female,0.6993647057191539
1991-10-01,Female,0.699336216549355
1991-11-01,Female,0.698288783575103
1991-12-01,Female,0.6989377573290589
1992-01-01,Female,0.7016036269905661
1992-02-01,Female,0.700340835522549
1992-03-01,Female,0.699242848814975
1992-04-01,Female,0.7021513588773951
1992-05-01,Female,0.702626403162216
1992-06-01,Female,0.705128069018251
1992-07-01,Female,0.7034839562451399
1992-08-01,Female,0.702599315939098
1992-09-01,Female,0.699109951056196
1992-10-01,Female,0.6988757994807089
1992-11-01,Female,0.700118849904759
1992-12-01,Female,0.699143049418413
1993-01-01,Female,0.6999475939509839
1993-02-01,Female,0.699643912699162
1993-03-01,Female,0.7024725539535259
1993-04-01,Female,0.6992712394720609
1993-05-01,Female,0.701804378284781
1993-06-01,Female,0.7049786502392379
1993-07-01,Female,0.7045987477585081
1993-08-01,Female,0.705994556833331
1993-09-01,Female,0.7034799817388959
1993-10-01,Female,0.704904757913379
1993-11-01,Female,0.706741997792288
1993-12-01,Female,0.709623957419862
1994-01-01,Female,0.710274810651901
1994-02-01,Female,0.712852811446516
1994-03-01,Female,0.710474575055046
1994-04-01,Female,0.71099287061671
1994-05-01,Female,0.712735752900286
1994-06-01,Female,0.710025429864795
1994-07-01,Female,0.7148043461657829
1994-08-01,Female,0.7172935341866901
1994-09-01,Female,0.7204838720576021
1994-10-01,Female,0.719757199100124
1994-11-01,Female,0.7209240453819921
1994-12-01,Female,0.718621772303313
1995-01-01,Female,0.718102486342309
1995-02-01,Female,0.721498771444431
1995-03-01,Female,0.720662398288167
1995-04-01,Female,0.721264658769086
1995-05-01,Female,0.720480197087977
1995-06-01,Female,0.717552350746121
1995-07-01,Female,0.722611508536618
1995-08-01,Female,0.7215506638879831
1995-09-01,Female,0.7229801173675909
1995-10-01,Female,0.724149172183316
1995-11-01,Female,0.726920369420463
1995-12-01,Female,0.724829021645516
1996-01-01,Female,0.723017517531336
1996-02-01,Female,0.724079675342181
1996-03-01,Female,0.72558770996905
1996-04-01,Female,0.724917025617462
1996-05-01,Female,0.724833490055183
1996-06-01,Female,0.7270810299605039
1996-07-01,Female,0.72927701275329
1996-08-01,Female,0.729978179404571
1996-09-01,Female,0.7305120249867779
1996-10-01,Female,0.731867735746186
1996-11-01,Female,0.731357976382556
1996-12-01,Female,0.7297017789797969
1997-01-01,Female,0.731508447521781
1997-02-01,Female,0.7288790970039539
1997-03-01,Female,0.7323438325280359
1997-04-01,Female,0.73432883622499
1997-05-01,Female,0.732589738720372
1997-06-01,Female,0.736141171269672
1997-07-01,Female,0.738688787584081
1997-08-01,Female,0.7403057784651069
1997-09-01,Female,0.739180267291334
1997-10-01,Female,0.7385114177314019
1997-11-01,Female,0.7359611622023771
1997-12-01,Female,0.736868116267499
1998-01-01,Female,0.7338889898045999
1998-02-01,Female,0.734598531271552
1998-03-01,Female,0.7352873510130751
1998-04-01,Female,0.7339029559448571
1998-05-01,Female,0.734854472015227
1998-06-01,Female,0.736203927366637
1998-07-01,Female,0.737044064952346
1998-08-01,Female,0.738285813825482
1998-09-01,Female,0.7401690306886369
1998-10-01,Female,0.7371708728861751
1998-11-01,Female,0.7363577128293819
1998-12-01,Female,0.7402601802097319
1999-01-01,Female,0.7435604544897809
1999-02-01,Female,0.741324785203103
1999-03-01,Female,0.738432029794901
1999-04-01,Female,0.7380449597143369
1999-05-01,Female,0.7420256154185191
1999-06-01,Female,0.742212889016146
1999-07-01,Female,0.737345457113896
1999-08-01,Female,0.740651673421183
1999-09-01,Female,0.742736983373229
1999-10-01,Female,0.7447563956004459
1999-11-01,Female,0.744737302018916
1999-12-01,Female,0.74301521693255
2000-01-01,Female,0.7447929554277231
2000-02-01,Female,0.745866008096109
2000-03-01,Female,0.746185531721961
2000-04-01,Female,0.749673017646595
2000-05-01,Female,0.744490778699168
2000-06-01,Female,0.7422680907416991
2000-07-01,Female,0.738214567780236
2000-08-01,Female,0.735417063483915
2000-09-01,Female,0.738322393940002
2000-10-01,Female,0.738939968334965
2000-11-01,Female,0.740709043559793
2000-12-01,Female,0.741873747892566
2001-01-01,Female,0.742550995611212
2001-02-01,Female,0.742358878864656
2001-03-01,Female,0.743744070846256
2001-04-01,Female,0.7384362942734011
2001-05-01,Female,0.7372567146388469
2001-06-01,Female,0.7334841034391271
2001-07-01,Female,0.7327919580228339
2001-08-01,Female,0.7311344768118689
2001-09-01,Female,0.7301444028341411
2001-10-01,Female,0.7266444102409849
2001-11-01,Female,0.725544812713943
2001-12-01,Female,0.726243855426531
2002-01-01,Female,0.725495392968406
2002-02-01,Female,0.728004720138765
2002-03-01,Female,0.72548617146612
2002-04-01,Female,0.724890638821434
2002-05-01,Female,0.721758458970308
2002-06-01,Female,0.7212278567207779
2002-07-01,Female,0.718971277587171
2002-08-01,Female,0.721492957316616
2002-09-01,Female,0.7218994920881779
2002-10-01,Female,0.721006198686212
2002-11-01,Female,0.7186201178821441
2002-12-01,Female,0.722261386361874
2003-01-01,Female,0.7243898477727799
2003-02-01,Female,0.7211735384550031
2003-03-01,Female,0.723678260052008
2003-04-01,Female,0.724263456098418
2003-05-01,Female,0.721644642927507
2003-06-01,Female,0.7229193029968719
2003-07-01,Female,0.719621254801585
2003-08-01,Female,0.7198727160690591
2003-09-01,Female,0.715389189419664
2003-10-01,Female,0.7160253995157779
2003-11-01,Female,0.717185355335112
2003-12-01,Female,0.7146671665139409
2004-01-01,Female,0.715881291266136
2004-02-01,Female,0.717314515292278
2004-03-01,Female,0.717314990885598
2004-04-01,Female,0.718401937541624
2004-05-01,Female,0.7189101339063021
2004-06-01,Female,0.71884604941474
2004-07-01,Female,0.7197427809181199
2004-08-01,Female,0.7186714895408041
2004-09-01,Female,0.718634282183105
2004-10-01,Female,0.71913177472192
2004-11-01,Female,0.720122626253717
2004-12-01,Female,0.718873897602201
2005-01-01,Female,0.719384473974884
2005-02-01,Female,0.7189573224934119
2005-03-01,Female,0.717050019748751
2005-04-01,Female,0.7193041738102479
2005-05-01,Female,0.720713120438307
2005-06-01,Female,0.717149203155776
2005-07-01,Female,0.720160185286503
2005-08-01,Female,0.720851150425407
2005-09-01,Female,0.721321861575595
2005-10-01,Female,0.7194259272011401
2005-11-01,Female,0.7194002607924379
