Iteration,Value,Agent
0,2192.5714285714284,DQN
1,1602.6666666666667,DQN
2,1283.888888888889,DQN
3,1275.2941176470588,DQN
4,1393.7142857142858,DQN
5,1454.857142857143,DQN
6,1787.0967741935483,DQN
7,1607.2727272727273,DQN
8,1755.0,DQN
9,1764.4444444444443,DQN
10,1630.0,DQN
11,1700.0,DQN
12,1864.2424242424242,DQN
13,1412.9411764705883,DQN
14,1585.7142857142858,DQN
15,1563.125,DQN
16,1724.2424242424242,DQN
17,1662.857142857143,DQN
18,1600.5714285714287,DQN
19,1596.6666666666667,DQN
20,1242.9411764705883,DQN
21,1270.2857142857142,DQN
22,1650.3225806451612,DQN
23,1852.6666666666667,DQN
24,1617.142857142857,DQN
25,1897.5757575757575,DQN
26,1072.972972972973,DQN
27,1325.2941176470588,DQN
28,1865.8064516129032,DQN
29,1260.6060606060605,DQN
30,1835.1515151515152,DQN
31,1549.375,DQN
32,1306.2857142857142,DQN
33,1079.4285714285713,DQN
34,1396.5714285714287,DQN
35,1140.5714285714287,DQN
36,1286.4705882352941,DQN
37,1238.3783783783783,DQN
38,1108.3333333333333,DQN
39,1405.2941176470588,DQN
40,1256.5714285714287,DQN
41,1394.1176470588234,DQN
42,1000.0,DQN
43,1084.1176470588234,DQN
44,1184.516129032258,DQN
45,1094.4444444444443,DQN
46,1635.4285714285713,DQN
47,1435.8823529411766,DQN
48,1444.1379310344828,DQN
49,1042.6315789473683,DQN
50,1155.8823529411766,DQN
51,1292.5714285714287,DQN
52,1428.1081081081081,DQN
53,1207.5,DQN
54,1228.6486486486488,DQN
55,1195.0,DQN
56,1632.3529411764705,DQN
57,1250.5555555555557,DQN
58,1381.142857142857,DQN
59,1437.0588235294117,DQN
60,1705.0,DQN
61,1240.0,DQN
62,962.1621621621622,DQN
63,946.1111111111111,DQN
64,1190.8108108108108,DQN
65,1361.25,DQN
66,1166.060606060606,DQN
67,1644.375,DQN
68,1326.4705882352941,DQN
69,920.6060606060606,DQN
70,821.7647058823529,DQN
71,1367.5,DQN
72,1070.5555555555557,DQN
73,1244.2424242424242,DQN
74,1134.7058823529412,DQN
75,1344.375,DQN
76,1111.111111111111,DQN
77,1023.75,DQN
78,1144.0,DQN
79,933.8888888888889,DQN
80,1110.5882352941176,DQN
81,1087.0588235294117,DQN
82,1504.375,DQN
83,1330.625,DQN
84,1159.4285714285713,DQN
85,1496.0,DQN
86,1326.0,DQN
87,1212.972972972973,DQN
88,1600.6060606060605,DQN
89,1319.4285714285713,DQN
90,1325.7142857142858,DQN
91,1292.258064516129,DQN
92,1148.8235294117646,DQN
93,1391.5151515151515,DQN
94,1399.3939393939395,DQN
95,1318.0645161290322,DQN
96,1528.0,DQN
97,1149.4117647058824,DQN
98,1318.235294117647,DQN
99,1284.4444444444443,DQN
100,1329.655172413793,DQN
101,1320.0,DQN
102,1414.8387096774193,DQN
103,1141.9354838709678,DQN
104,973.939393939394,DQN
105,1265.1612903225807,DQN
106,1036.4285714285713,DQN
107,1691.764705882353,DQN
108,1530.8108108108108,DQN
109,1385.8823529411766,DQN
110,1480.6060606060605,DQN
111,1485.4545454545455,DQN
112,1317.0588235294117,DQN
113,1226.6666666666667,DQN
114,1438.75,DQN
115,1200.0,DQN
116,1450.6666666666667,DQN
117,1253.5483870967741,DQN
118,1305.0,DQN
119,1436.969696969697,DQN
120,1372.0,DQN
121,1543.225806451613,DQN
122,1222.9411764705883,DQN
123,1304.375,DQN
124,1092.7272727272727,DQN
125,1288.0,DQN
126,1369.6969696969697,DQN
127,1705.7142857142858,DQN
128,1222.5806451612902,DQN
129,1899.3333333333333,DQN
130,1641.875,DQN
131,1209.655172413793,DQN
132,1185.142857142857,DQN
133,1382.7586206896551,DQN
134,1335.7575757575758,DQN
135,1546.875,DQN
136,1070.3030303030303,DQN
137,1300.6060606060605,DQN
138,1268.4848484848485,DQN
139,1500.625,DQN
140,1480.6060606060605,DQN
141,1210.967741935484,DQN
142,1396.969696969697,DQN
143,1337.6470588235295,DQN
144,1492.121212121212,DQN
145,1530.3030303030303,DQN
146,1201.142857142857,DQN
147,1716.774193548387,DQN
148,1268.125,DQN
149,1380.0,DQN
150,1292.258064516129,DQN
151,1143.030303030303,DQN
152,1415.7575757575758,DQN
153,1315.4285714285713,DQN
154,1490.0,DQN
155,1646.6666666666667,DQN
156,1703.75,DQN
157,1383.6363636363637,DQN
158,1483.888888888889,DQN
159,1845.3333333333333,DQN
160,1488.4848484848485,DQN
161,1474.2857142857142,DQN
162,1739.3333333333333,DQN
163,1380.0,DQN
164,1644.2857142857142,DQN
165,1598.0645161290322,DQN
166,1289.090909090909,DQN
167,1814.0,DQN
168,2114.8387096774195,DQN
169,1855.0,DQN
170,1961.9354838709678,DQN
171,1373.5294117647059,DQN
172,1356.1290322580646,DQN
173,1545.625,DQN
174,1234.1935483870968,DQN
175,1076.111111111111,DQN
176,1434.6666666666667,DQN
177,1281.9354838709678,DQN
178,1615.625,DQN
179,1589.6969696969697,DQN
180,1506.25,DQN
181,1286.4516129032259,DQN
182,1396.969696969697,DQN
183,1764.1176470588234,DQN
184,1556.774193548387,DQN
185,2022.6666666666667,DQN
186,1670.6666666666667,DQN
187,1338.888888888889,DQN
188,1324.375,DQN
189,1460.0,DQN
190,1147.741935483871,DQN
191,1541.9354838709678,DQN
192,1487.2222222222222,DQN
193,1220.0,DQN
194,1359.3939393939395,DQN
195,1494.857142857143,DQN
196,1852.5,DQN
197,1574.1176470588234,DQN
198,1464.8484848484848,DQN
0,1813.888888888889,DQN
1,1223.5,DQN
2,1234.5454545454545,DQN
3,1458.235294117647,DQN
4,1578.75,DQN
5,1632.2222222222222,DQN
6,1680.5714285714287,DQN
7,1787.027027027027,DQN
8,1308.235294117647,DQN
9,1381.875,DQN
10,1641.111111111111,DQN
11,1801.9354838709678,DQN
12,1184.3243243243244,DQN
13,1655.8823529411766,DQN
14,1452.4324324324325,DQN
15,1391.111111111111,DQN
16,1575.5555555555557,DQN
17,1238.918918918919,DQN
18,1501.7142857142858,DQN
19,1543.125,DQN
20,1390.909090909091,DQN
21,1383.125,DQN
22,1293.3333333333333,DQN
23,1585.4545454545455,DQN
24,1413.888888888889,DQN
25,1369.7142857142858,DQN
26,2069.4117647058824,DQN
27,1471.4285714285713,DQN
28,1281.8181818181818,DQN
29,1590.2857142857142,DQN
30,1144.4444444444443,DQN
31,1397.7142857142858,DQN
32,1162.5806451612902,DQN
33,1380.0,DQN
34,969.7297297297297,DQN
35,1368.421052631579,DQN
36,1257.4358974358975,DQN
37,1297.6470588235295,DQN
38,1372.4324324324325,DQN
39,1024.0,DQN
40,1376.875,DQN
41,1521.1764705882354,DQN
42,1045.0,DQN
43,1184.4444444444443,DQN
44,1464.2424242424242,DQN
45,1099.3939393939395,DQN
46,1179.4736842105262,DQN
47,1091.219512195122,DQN
48,1215.2941176470588,DQN
49,1403.8709677419354,DQN
50,1126.060606060606,DQN
51,885.0,DQN
52,1057.6470588235295,DQN
53,1128.2051282051282,DQN
54,1095.625,DQN
55,1582.162162162162,DQN
56,1325.4545454545455,DQN
57,1259.4594594594594,DQN
58,1132.4324324324325,DQN
59,1306.2857142857142,DQN
60,1142.7777777777778,DQN
61,1129.7142857142858,DQN
62,1065.5555555555557,DQN
63,1204.375,DQN
64,1530.3225806451612,DQN
65,1349.7297297297298,DQN
66,1286.25,DQN
67,1432.121212121212,DQN
68,1210.909090909091,DQN
69,1383.225806451613,DQN
70,1068.780487804878,DQN
71,1526.25,DQN
72,1408.3870967741937,DQN
73,1212.2222222222222,DQN
74,1503.75,DQN
75,1376.969696969697,DQN
76,1021.6216216216217,DQN
77,1220.0,DQN
78,985.1428571428571,DQN
79,1210.3030303030303,DQN
80,1031.6666666666667,DQN
81,946.1111111111111,DQN
82,1129.1891891891892,DQN
83,850.0,DQN
84,1385.142857142857,DQN
85,1522.051282051282,DQN
86,1259.4117647058824,DQN
87,1079.4285714285713,DQN
88,1205.2941176470588,DQN
89,1210.3030303030303,DQN
90,1292.7272727272727,DQN
91,1401.9354838709678,DQN
92,1310.0,DQN
93,1346.875,DQN
94,1085.625,DQN
95,1872.5,DQN
96,1264.375,DQN
97,1242.5806451612902,DQN
98,1218.75,DQN
99,1350.3225806451612,DQN
100,1339.3333333333333,DQN
101,1504.8275862068965,DQN
102,1222.9411764705883,DQN
103,1337.5757575757575,DQN
104,1446.2857142857142,DQN
105,1548.9655172413793,DQN
106,1345.7142857142858,DQN
107,1304.3243243243244,DQN
108,907.0967741935484,DQN
109,1286.6666666666667,DQN
110,1582.0,DQN
111,1540.6666666666667,DQN
112,1292.5714285714287,DQN
113,1421.2121212121212,DQN
114,1023.4285714285714,DQN
115,1504.0,DQN
116,1146.875,DQN
117,1260.6451612903227,DQN
118,1274.375,DQN
119,1203.75,DQN
120,1090.5882352941176,DQN
121,1081.8181818181818,DQN
122,1425.4545454545455,DQN
123,1363.2432432432433,DQN
124,1469.6969696969697,DQN
125,1610.3225806451612,DQN
126,1293.75,DQN
127,1286.875,DQN
128,1081.875,DQN
129,1540.5882352941176,DQN
130,1376.969696969697,DQN
131,1400.0,DQN
132,1544.8275862068965,DQN
133,1236.6666666666667,DQN
134,1310.625,DQN
135,1260.0,DQN
136,1257.142857142857,DQN
137,1332.5714285714287,DQN
138,1325.7142857142858,DQN
139,1404.2424242424242,DQN
140,1330.0,DQN
141,1815.483870967742,DQN
142,1738.75,DQN
143,1184.3902439024391,DQN
144,1393.3333333333333,DQN
145,1495.4285714285713,DQN
146,1432.121212121212,DQN
147,1407.6470588235295,DQN
148,1556.6666666666667,DQN
149,1300.0,DQN
150,1445.8064516129032,DQN
151,1319.3548387096773,DQN
152,1343.448275862069,DQN
153,1650.3225806451612,DQN
154,1329.3333333333333,DQN
155,1430.909090909091,DQN
156,1170.909090909091,DQN
157,1275.0,DQN
158,1508.8235294117646,DQN
159,1499.3548387096773,DQN
160,1816.25,DQN
161,1760.0,DQN
162,1807.3333333333333,DQN
163,1350.3030303030303,DQN
164,1527.6470588235295,DQN
165,1181.764705882353,DQN
166,1312.5714285714287,DQN
167,1312.7777777777778,DQN
168,1595.483870967742,DQN
169,1475.625,DQN
170,1730.0,DQN
171,1220.6060606060605,DQN
172,1120.0,DQN
173,1389.6969696969697,DQN
174,1951.1764705882354,DQN
175,1394.857142857143,DQN
176,1244.8648648648648,DQN
177,1249.6774193548388,DQN
178,1180.0,DQN
179,1047.2727272727273,DQN
180,1307.878787878788,DQN
181,1413.125,DQN
182,1358.857142857143,DQN
183,1332.258064516129,DQN
184,1372.5,DQN
185,1350.857142857143,DQN
186,1900.6060606060605,DQN
187,1346.4516129032259,DQN
188,1250.2857142857142,DQN
189,1544.5714285714287,DQN
190,1243.6363636363637,DQN
191,2048.0,DQN
192,1303.2432432432433,DQN
193,1078.5185185185185,DQN
194,1201.25,DQN
195,1588.4848484848485,DQN
196,1278.2857142857142,DQN
197,1293.6842105263158,DQN
198,1243.3333333333333,DQN
0,1894.857142857143,DQN
1,1488.75,DQN
2,1782.9411764705883,DQN
3,1408.5714285714287,DQN
4,1402.7777777777778,DQN
5,1462.7027027027027,DQN
6,1411.5151515151515,DQN
7,1707.878787878788,DQN
8,1512.1052631578948,DQN
9,1690.625,DQN
10,1574.857142857143,DQN
11,1793.3333333333333,DQN
12,1323.7837837837837,DQN
13,1817.3333333333333,DQN
14,1441.142857142857,DQN
15,1338.8235294117646,DQN
16,1601.764705882353,DQN
17,1397.5,DQN
18,1768.75,DQN
19,1514.375,DQN
20,1494.857142857143,DQN
21,1349.6969696969697,DQN
22,1470.8108108108108,DQN
23,1486.2857142857142,DQN
24,1460.0,DQN
25,1537.0588235294117,DQN
26,1695.8823529411766,DQN
27,1327.6470588235295,DQN
28,1504.7058823529412,DQN
29,1495.1351351351352,DQN
30,1754.7058823529412,DQN
31,1293.888888888889,DQN
32,1286.6666666666667,DQN
33,1249.1891891891892,DQN
34,1357.7142857142858,DQN
35,1598.857142857143,DQN
36,1291.1764705882354,DQN
37,1105.7894736842106,DQN
38,1245.2941176470588,DQN
39,1725.4545454545455,DQN
40,1508.3333333333333,DQN
41,1055.1515151515152,DQN
42,1290.0,DQN
43,983.1578947368421,DQN
44,1086.6666666666667,DQN
45,1373.888888888889,DQN
46,1270.0,DQN
47,1541.2121212121212,DQN
48,1832.0,DQN
49,1341.081081081081,DQN
50,1840.0,DQN
51,1126.1538461538462,DQN
52,1421.1764705882354,DQN
53,1365.0,DQN
54,1540.5714285714287,DQN
55,1198.3333333333333,DQN
56,1794.0,DQN
57,1748.125,DQN
58,1367.5,DQN
59,1335.2941176470588,DQN
60,1155.0,DQN
61,1167.4285714285713,DQN
62,1287.878787878788,DQN
63,1216.2162162162163,DQN
64,1204.7058823529412,DQN
65,1503.030303030303,DQN
66,1244.4444444444443,DQN
67,1148.235294117647,DQN
68,1173.7142857142858,DQN
69,1301.764705882353,DQN
70,1188.0,DQN
71,1087.6470588235295,DQN
72,1521.25,DQN
73,1373.5294117647059,DQN
74,1085.8823529411766,DQN
75,997.7142857142857,DQN
76,1120.5128205128206,DQN
77,986.060606060606,DQN
78,1188.75,DQN
79,1270.967741935484,DQN
80,1280.0,DQN
81,1319.3939393939395,DQN
82,1526.875,DQN
83,1437.5757575757575,DQN
84,1330.2702702702702,DQN
85,1197.7142857142858,DQN
86,1400.0,DQN
87,1259.4117647058824,DQN
88,1378.7878787878788,DQN
89,1243.8709677419354,DQN
90,1077.5,DQN
91,1318.75,DQN
92,1385.4545454545455,DQN
93,1372.121212121212,DQN
94,1315.7894736842106,DQN
95,1317.4193548387098,DQN
96,1053.142857142857,DQN
97,1352.3529411764705,DQN
98,1600.6060606060605,DQN
99,1045.5555555555557,DQN
100,1160.6060606060605,DQN
101,1253.125,DQN
102,1325.3333333333333,DQN
103,1821.875,DQN
104,1397.2222222222222,DQN
105,1621.8181818181818,DQN
106,1308.4848484848485,DQN
107,1241.142857142857,DQN
108,1311.25,DQN
109,910.5882352941177,DQN
110,1531.25,DQN
111,1387.6470588235295,DQN
112,1147.5675675675675,DQN
113,1475.0,DQN
114,1501.9354838709678,DQN
115,1461.764705882353,DQN
116,1439.375,DQN
117,1216.25,DQN
118,1262.3529411764705,DQN
119,974.4444444444445,DQN
120,1166.6666666666667,DQN
121,1438.1818181818182,DQN
122,1653.3333333333333,DQN
123,1096.5714285714287,DQN
124,1932.5,DQN
125,1339.3103448275863,DQN
126,1397.142857142857,DQN
127,1461.3333333333333,DQN
128,1401.875,DQN
129,1629.032258064516,DQN
130,1648.125,DQN
131,1313.5483870967741,DQN
132,1545.3333333333333,DQN
133,1141.7142857142858,DQN
134,1289.6774193548388,DQN
135,1361.1764705882354,DQN
136,1898.7096774193549,DQN
137,1447.0967741935483,DQN
138,1688.8235294117646,DQN
139,1055.4285714285713,DQN
140,1277.6470588235295,DQN
141,1588.6666666666667,DQN
142,1471.764705882353,DQN
143,1333.5294117647059,DQN
144,1322.2222222222222,DQN
145,1361.9354838709678,DQN
146,1716.4705882352941,DQN
147,1672.3529411764705,DQN
148,1452.6666666666667,DQN
149,1790.3225806451612,DQN
150,1520.5714285714287,DQN
151,1876.25,DQN
152,1289.4117647058824,DQN
153,1407.7777777777778,DQN
154,1268.3333333333333,DQN
155,1575.8823529411766,DQN
156,1483.125,DQN
