env_step,rew,rew_std,Agent
0,0.0800000011920929,0.24000000357627865,c51
100000,0.0,0.0,c51
200000,0.0,0.0,c51
300000,0.1,0.30000000000000004,c51
400000,0.21000000238418579,0.35623026856774925,c51
500000,0.05000000074505806,0.12041594758226036,c51
600000,0.31999999061226847,0.927146130289149,c51
700000,0.7299999989569187,1.0354226172474177,c51
800000,29.999999809265137,22.8517390602112,c51
900000,84.33000020980835,38.11215200504169,c51
1000000,134.27000045776367,33.76175580023914,c51
1100000,195.3500015258789,55.070539310018276,c51
1200000,305.8000015258789,63.623845163113806,c51
1300000,341.6900039672852,75.15398169731095,c51
1400000,439.62000427246096,35.53360923105612,c51
1500000,448.17999877929685,63.31653151381171,c51
1600000,483.0900024414062,63.598508175034475,c51
1700000,479.4499938964844,60.719817637295435,c51
1800000,477.8299987792969,88.50112258719895,c51
1900000,516.6200012207031,90.65022983110897,c51
2000000,500.8199981689453,56.8060386594065,c51
2100000,539.5200012207031,80.30648599564611,c51
2200000,592.730014038086,96.93099005249192,c51
2300000,573.3399963378906,91.49156422648889,c51
2400000,606.1099975585937,68.63315724977679,c51
2500000,652.9599975585937,85.58606896755197,c51
2600000,655.4,81.90140506345105,c51
2700000,625.2999969482422,85.18681205945472,c51
2800000,637.7900024414063,122.54666760609061,c51
2900000,644.1,85.42630507564513,c51
3000000,710.5900024414062,75.28909772977295,c51
3100000,671.3799987792969,56.7536538058374,c51
3200000,668.2599975585938,65.81738352088684,c51
3300000,690.7899993896484,84.55681861003309,c51
3400000,738.3400024414062,101.42283074745313,c51
3500000,730.4300048828125,90.93792521834833,c51
3600000,742.3700012207031,98.71111614905327,c51
3700000,708.8199981689453,130.55409140026177,c51
3800000,705.9700012207031,75.86588955018891,c51
3900000,755.3899963378906,111.82682749974384,c51
4000000,792.8599975585937,100.65659388596904,c51
4100000,780.4700012207031,89.4066144108773,c51
4200000,749.0600036621094,89.14610115546856,c51
4300000,735.3100067138672,105.2854315881353,c51
4400000,794.9,94.90966229691644,c51
4500000,775.8700012207031,86.57670898287867,c51
4600000,764.4599975585937,121.75587907672723,c51
4700000,761.55,62.056058351897406,c51
4800000,746.5799987792968,130.65757158616265,c51
4900000,792.0400085449219,92.14410963183664,c51
5000000,784.8700012207031,76.30846325078628,c51
5100000,806.9400024414062,89.7122211065443,c51
5200000,809.7999938964844,96.43909531778648,c51
5300000,801.8500061035156,71.23311713783924,c51
5400000,865.3399963378906,87.65904211044649,c51
5500000,800.1799987792969,120.17872453215695,c51
5600000,808.1899963378906,114.39077140355394,c51
5700000,787.6900024414062,137.37429836391115,c51
5800000,817.6800048828125,75.91765398683945,c51
5900000,788.95,112.15058353811531,c51
6000000,824.4900024414062,83.1460697372063,c51
6100000,791.3400024414062,71.07509644467352,c51
6200000,852.5599975585938,102.26750645543113,c51
6300000,791.0799957275391,148.64477463928537,c51
6400000,799.7700012207031,94.79903258127105,c51
6500000,856.9799987792969,98.21994199980757,c51
6600000,830.3799987792969,92.69931723386792,c51
