Iteration,Value,Agent
0,1086.266094420601,DQN
1,1316.1941747572816,DQN
2,2131.6279069767443,DQN
3,2355.9838274932613,DQN
4,2695.8571428571427,DQN
5,2948.034682080925,DQN
6,3069.53216374269,DQN
7,3125.4545454545455,DQN
8,3077.212643678161,DQN
9,3206.9565217391305,DQN
10,3223.2954545454545,DQN
11,3364.9710982658958,DQN
12,3578.7009063444107,DQN
13,3917.188498402556,DQN
14,4070.5194805194806,DQN
15,4340.068259385665,DQN
16,4693.467153284671,DQN
17,4858.320610687023,DQN
18,4974.503816793893,DQN
19,5173.517786561265,DQN
20,5358.764940239043,DQN
21,5650.5327868852455,DQN
22,5904.4915254237285,DQN
23,5663.48,DQN
24,6379.134199134199,DQN
25,6182.719665271967,DQN
26,6717.219730941704,DQN
27,6743.083700440528,DQN
28,7029.321266968326,DQN
29,7325.416666666667,DQN
30,7590.189573459716,DQN
31,7654.38679245283,DQN
32,7309.726027397261,DQN
33,7351.3302752293575,DQN
34,7691.226415094339,DQN
35,7602.890995260664,DQN
36,7583.791469194312,DQN
37,7893.574879227053,DQN
38,8083.417085427136,DQN
39,7782.211538461538,DQN
40,7864.320388349514,DQN
41,8110.845771144279,DQN
42,8222.388059701492,DQN
43,8521.649484536083,DQN
44,8509.489795918367,DQN
45,9058.152173913044,DQN
46,8972.941176470587,DQN
47,9166.195652173914,DQN
48,8863.526315789473,DQN
49,9503.181818181818,DQN
50,9454.269662921348,DQN
51,9334.6408839779,DQN
52,9190.437158469946,DQN
53,9273.934426229509,DQN
54,9038.429319371728,DQN
55,9568.166666666666,DQN
56,9860.056497175141,DQN
57,9934.48275862069,DQN
58,10080.057803468208,DQN
59,9831.91011235955,DQN
60,10106.494252873563,DQN
61,10003.125,DQN
62,9588.641304347826,DQN
63,9711.944444444445,DQN
64,10473.195266272189,DQN
65,9874.32584269663,DQN
66,10697.818181818182,DQN
67,10219.29411764706,DQN
68,10424.823529411764,DQN
69,10153.872832369942,DQN
70,10280.232558139534,DQN
71,10238.488372093023,DQN
72,9943.184357541899,DQN
73,10531.07142857143,DQN
