""
Date,Steps
2023-01-01,5200
2023-01-02,5800
2023-01-03,6200
2023-01-04,5900
2023-01-05,6400
2023-01-06,6800
2023-01-07,7200
2023-01-08,7600
2023-01-09,7900
2023-01-10,8200
2023-01-11,8500
2023-01-12,8800
2023-01-13,9100
2023-01-14,9400
2023-01-15,9700
2023-01-16,10000
2023-01-17,10300
2023-01-18,10600
2023-01-19,10900
2023-01-20,11200
2023-01-21,11500
2023-01-22,11800
2023-01-23,12100
2023-01-24,12400
2023-01-25,12700
2023-01-26,13000
2023-01-27,13300
2023-01-28,13600
2023-01-29,13900
2023-01-30,14200
2023-01-31,14500
""
