Unnamed: 0,Country,Year,Exajoules,fuel,Total,pct,rank
0,Australia,1965,0.7200696910000001,Oil,1.5361377197096775,0.4687533427250844,18.0
1,Australia,1965,0.00010611,Natural Gas,1.5361377197096775,6.907583782270138e-05,18.0
2,Australia,1965,0.0,Nuclear Energy,1.5361377197096775,0.0,18.0
3,Australia,1965,0.0818586929032258,Hydro,1.5361377197096775,0.0532886419315949,18.0
4,Australia,1965,0.7273000000000001,Coal,1.5361377197096775,0.4734601531283641,18.0
5,Australia,1965,0.0034016129032258,Renewables,1.5361377197096775,0.0022143931885669,18.0
6,Australia,1965,0.0034016129032258,Other,1.5361377197096775,0.0022143931885669,18.0
7,Australia,1966,0.7705711870000002,Oil,1.6092292516451614,0.4788448794428904,18.0
8,Australia,1966,0.00014148,Natural Gas,1.6092292516451614,8.791786493774018e-05,18.0
9,Australia,1966,0.0,Nuclear Energy,1.6092292516451614,0.0,18.0
10,Australia,1966,0.0781891652903225,Hydro,1.6092292516451614,0.0485879592422195,18.0
11,Australia,1966,0.7537999999999999,Coal,1.6092292516451614,0.4684230038879597,18.0
12,Australia,1966,0.0032637096774193,Renewables,1.6092292516451614,0.0020281197809962,18.0
13,Australia,1966,0.0032637096774193,Other,1.6092292516451614,0.0020281197809962,18.0
14,Australia,1967,0.8437959599999999,Oil,1.7064675961935485,0.4944693716318866,18.0
15,Australia,1967,0.00014148,Natural Gas,1.7064675961935485,8.290810813846434e-05,18.0
16,Australia,1967,0.0,Nuclear Energy,1.7064675961935485,0.0,18.0
17,Australia,1967,0.0809648336129032,Hydro,1.7064675961935485,0.0474458664163935,18.0
18,Australia,1967,0.7748999999999999,Coal,1.7064675961935485,0.4540959357965508,18.0
19,Australia,1967,0.0033326612903225,Renewables,1.7064675961935485,0.0019529590235152,18.0
20,Australia,1967,0.0033326612903225,Other,1.7064675961935485,0.0019529590235152,18.0
21,Australia,1968,0.919025956,Oil,1.8093382388387096,0.507934855005253,18.0
22,Australia,1968,0.00109647,Natural Gas,1.8093382388387096,0.0006060060946391,18.0
23,Australia,1968,0.0,Nuclear Energy,1.8093382388387096,0.0,18.0
24,Australia,1968,0.0846343612258064,Hydro,1.8093382388387096,0.0467764177029318,18.0
25,Australia,1968,0.7981,Coal,1.8093382388387096,0.4411004989936242,18.0
26,Australia,1968,0.0032407258064516,Renewables,1.8093382388387096,0.0017911111017758,18.0
27,Australia,1968,0.0032407258064516,Other,1.8093382388387096,0.0017911111017758,18.0
28,Australia,1969,0.944813246,Oil,1.883970982451613,0.5015009545266529,18.0
29,Australia,1969,0.0148553999999999,Natural Gas,1.883970982451613,0.0078851532950197,18.0
30,Australia,1969,0.0,Nuclear Energy,1.883970982451613,0.0,18.0
31,Australia,1969,0.0924438687096774,Hydro,1.883970982451613,0.0490686266246946,18.0
32,Australia,1969,0.8254,Coal,1.883970982451613,0.4381171513193405,18.0
