Unnamed: 0,Country,Fuel type,Exajoules,Total,Percentages,Rank
0,Australia,Oil,1.9308563171696924,5.720003053814708,0.3375621129925781,12.0
1,Australia,Coal,1.6306849442273528,5.720003053814708,0.285084628257294,12.0
2,Australia,Renewables,0.5891137914221463,5.720003053814708,0.1029918665916204,12.0
3,Australia,Hydro electric,0.1506845928141132,5.720003053814708,0.0263434462178513,12.0
4,Australia,Nuclear energy,0.0,5.720003053814708,0.0,12.0
5,Australia,Natural Gas,1.418663408181404,5.720003053814708,0.248017945940656,12.0
6,Brazil,Coal,0.7124705958270233,12.565610327022052,0.0567000390179911,13.0
7,Brazil,Oil,4.456353059351735,12.565610327022052,0.3546467655270553,13.0
8,Brazil,Renewables,2.390030126309965,12.565610327022052,0.1902040620478466,13.0
9,Brazil,Natural Gas,1.4560722321717978,12.565610327022052,0.1158775574188026,13.0
10,Brazil,Nuclear energy,0.1329210820169936,12.565610327022052,0.0105781636194105,13.0
11,Brazil,Hydro electric,3.4177632313445376,12.565610327022052,0.2719934123688936,13.0
12,Canada,Hydro electric,3.58758606356211,13.936161236550182,0.2574300054847957,14.0
13,Canada,Renewables,0.5777144945431669,13.936161236550182,0.0414543492097381,14.0
14,Canada,Natural Gas,4.290044030953667,13.936161236550182,0.3078354188169283,14.0
15,Canada,Nuclear energy,0.8312679446744424,13.936161236550182,0.0596482726171599,14.0
16,Canada,Coal,0.479886,13.936161236550182,0.0344345901180742,14.0
17,Canada,Oil,4.169662702816794,13.936161236550182,0.2991973637533036,14.0
18,China,Coal,86.16981729093136,157.64722540389428,0.5465990097203623,1.0
19,China,Oil,30.598500070928885,157.64722540389428,0.1940947580430617,1.0
20,China,Renewables,11.316293560110465,157.64722540389428,0.0717823832999151,1.0
21,China,Nuclear energy,3.6835674961847418,157.64722540389428,0.0233658885321158,1.0
22,China,Hydro electric,12.246048091933517,157.64722540389428,0.0776800737251098,1.0
23,China,Natural Gas,13.632998893805308,157.64722540389428,0.0864778866794349,1.0
24,Germany,Natural Gas,3.2590911961722484,12.641713802531877,0.2578045387738108,9.0
25,Germany,Coal,2.1156,12.641713802531877,0.1673507273654849,9.0
26,Germany,Oil,4.184093822068736,12.641713802531877,0.3309752053737166,9.0
27,Germany,Hydro electric,0.1799227065814847,12.641713802531877,0.0142324616260059,9.0
28,Germany,Nuclear energy,0.6237206312558212,12.641713802531877,0.049338297085234,9.0
29,Germany,Renewables,2.279285446453585,12.641713802531877,0.1802987697757475,9.0
30,India,Coal,20.088545705454205,35.42836866351489,0.5670186481417628,2.0
31,India,Natural Gas,2.238042408174643,35.42836866351489,0.063170913383868,2.0
32,India,Oil,9.406105271492605,35.42836866351489,0.2654964263477158,2.0
33,India,Hydro electric,1.5102715307716,35.42836866351489,0.0426288758908314,2.0
34,India,Renewables,1.788410537513691,35.42836866351489,0.050479618593205,2.0
35,India,Nuclear energy,0.3969932101081391,35.42836866351489,0.0112055176426165,2.0
36,Indonesia,Coal,3.2815915810766723,8.30973991845103,0.3949090601247572,7.0
37,Indonesia,Natural Gas,1.3349051629346709,8.30973991845103,0.1606434348168507,7.0
38,Indonesia,Renewables,0.6303792766232912,8.30973991845103,0.0758602895890388,7.0
39,Indonesia,Nuclear energy,0.0,8.30973991845103,0.0,7.0
40,Indonesia,Oil,2.8302172441806404,8.30973991845103,0.3405903520393457,7.0
41,Indonesia,Hydro electric,0.2326466536357554,8.30973991845103,0.0279968634300075,7.0
42,Iran,Coal,0.0739813798332,12.190291921326974,0.0060688768005439,18.0
43,Iran,Hydro electric,0.1401914957346706,12.190291921326974,0.011500257470406,18.0
44,Iran,Natural Gas,8.680278521461483,12.190291921326974,0.7120648609140602,18.0
45,Iran,Renewables,0.0171112793682347,12.190291921326974,0.0014036808534747,18.0
46,Iran,Nuclear energy,0.031968658448165,12.190291921326974,0.0026224686541128,18.0
47,Iran,Oil,3.24676058648122,12.190291921326974,0.2663398553074022,18.0
48,Italy,Nuclear energy,0.0,6.35520986005478,0.0,16.0
49,Italy,Natural Gas,2.610093177548637,6.35520986005478,0.4107013356009205,16.0
50,Italy,Renewables,0.7613681632268252,6.35520986005478,0.1198022063775345,16.0
51,Italy,Oil,2.3482771128920468,6.35520986005478,0.3695042594347632,16.0
52,Italy,Hydro electric,0.4055921335444711,6.35520986005478,0.063820415450604,16.0
53,Italy,Coal,0.229879272842799,6.35520986005478,0.0361717831361775,16.0
54,Japan,Coal,4.7975448064117465,17.74027404200516,0.2704323955228758,4.0
55,Japan,Natural Gas,3.7304072151870655,17.74027404200516,0.2102790073227878,4.0
56,Japan,Oil,6.61235326022897,17.74027404200516,0.372731179043364,4.0
57,Japan,Renewables,1.315214870795257,17.74027404200516,0.0741372352919188,4.0
58,Japan,Hydro electric,0.7313361781959352,17.74027404200516,0.0412246268836821,4.0
