realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-01-01', 'value': '4.7'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-02-01', 'value': '6.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-03-01', 'value': '6.4'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-04-01', 'value': '5.3'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-05-01', 'value': '5.1'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-06-01', 'value': '6.0'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-07-01', 'value': '4.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-08-01', 'value': '5.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-09-01', 'value': '5.4'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-10-01', 'value': '5.9'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-11-01', 'value': '5.5'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1963-12-01', 'value': '6.1'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-01-01', 'value': '5.8'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-02-01', 'value': '5.5'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-03-01', 'value': '5.8'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-04-01', 'value': '6.0'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-05-01', 'value': '6.2'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-06-01', 'value': '5.7'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-07-01', 'value': '5.5'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-08-01', 'value': '5.4'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-09-01', 'value': '5.4'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-10-01', 'value': '5.3'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-11-01', 'value': '5.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1964-12-01', 'value': '5.5'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-01-01', 'value': '5.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-02-01', 'value': '5.5'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-03-01', 'value': '5.4'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-04-01', 'value': '5.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-05-01', 'value': '5.3'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-06-01', 'value': '4.7'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-07-01', 'value': '5.2'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-08-01', 'value': '4.6'}"
2023-01-07,2023-01-07,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,719,0,100000,"{'realtime_start': '2023-01-07', 'realtime_end': '2023-01-07', 'date': '1965-09-01', 'value': '4.9'}"
