""
Date,Steps
2024-06-01,7000
2024-06-02,7200
2024-06-03,6900
2024-06-04,7300
2024-06-05,7500
2024-06-06,7700
2024-06-07,7800
2024-06-08,7900
2024-06-09,8100
2024-06-10,8300
2024-06-11,8400
2024-06-12,8500
2024-06-13,8600
2024-06-14,8700
2024-06-15,8800
2024-06-16,8900
2024-06-17,9000
2024-06-18,9100
2024-06-19,9200
2024-06-20,9300
2024-06-21,9400
2024-06-22,9500
2024-06-23,9600
2024-06-24,9700
2024-06-25,9800
2024-06-26,9900
2024-06-27,10000
2024-06-28,10100
2024-06-29,10200
2024-06-30,10300
""
