""
Date,Steps
2023-01-01,5000
2023-01-02,5200
2023-01-03,4800
2023-01-04,5300
2023-01-05,5500
2023-01-06,6000
2023-01-07,6200
2023-01-08,6100
2023-01-09,6300
2023-01-10,6400
2023-01-11,6500
2023-01-12,6600
2023-01-13,6700
2023-01-14,6800
2023-01-15,6900
2023-01-16,7000
2023-01-17,7100
2023-01-18,7200
2023-01-19,7300
2023-01-20,7400
2023-01-21,7500
2023-01-22,7600
2023-01-23,7700
2023-01-24,7800
2023-01-25,7900
2023-01-26,8000
2023-01-27,8100
2023-01-28,8200
2023-01-29,8300
2023-01-30,8400
2023-01-31,8500
""
