dataset,x,y
h_lines,53.36656686600001,90.2080300059
h_lines,52.8019793617,90.08806450629999
h_lines,47.0541298828,90.458936026
h_lines,42.448433781599995,89.50770011530001
h_lines,42.704036324099995,90.4426288607
h_lines,32.378938632600004,90.14414263100001
h_lines,32.5307027362,70.1573965085
h_lines,33.365264430500005,70.4593354392
h_lines,32.6560991775,70.0510704992
h_lines,22.955093269699997,70.42689515229999
h_lines,27.1498436318,70.2108058428
h_lines,26.1669092779,70.5003151212
h_lines,26.331457079499998,50.494556525
h_lines,22.0037091415,50.4994401238
h_lines,23.284747978200002,50.4743528321
h_lines,27.6340383923,50.5036668574
h_lines,32.0371080007,50.5000661229
h_lines,29.3365106528,50.461893968999995
h_lines,40.816953133,50.4877601957
h_lines,42.7390751173,50.483155992
h_lines,51.8678937691,50.4932732621
h_lines,43.371001892399995,50.5008373234
h_lines,53.042798300600005,50.487503869099996
h_lines,56.6189102967,50.5033740178
h_lines,70.568289819,50.496236124300005
h_lines,67.87088729199999,70.0680261345
h_lines,58.821546589099995,70.4557817483
h_lines,60.1869278445,70.4835512458
h_lines,59.4355174849,50.42063260729999
h_lines,49.5858434795,50.4349813825
h_lines,41.7797417848,50.4706422808
h_lines,46.12768633939999,30.4494107792
h_lines,38.0337837705,50.4908995189
h_lines,44.546841284399996,50.4159133758
h_lines,46.2381175975,30.4956129408
h_lines,49.7397453317,30.4727248868
h_lines,39.1102518936,30.478695178899997
h_lines,39.1428377913,30.7928559394
h_lines,34.6254702671,30.499741029699997
h_lines,34.7542074707,30.4958650002
h_lines,36.753700238600004,50.529304303500005
h_lines,37.0193512929,50.4926666972
h_lines,41.4171152753,50.469773418100004
h_lines,22.8171074784,30.4360403387
h_lines,34.800701463,30.497931385100003
h_lines,27.891889795300003,30.4849702595
h_lines,32.8706391587,30.502341748800003
h_lines,37.7940494081,30.4926383364
h_lines,35.6673163042,30.522035054
h_lines,48.4422995026,30.501722775300003
h_lines,58.669373263100006,30.5068378948
h_lines,47.9169554375,30.486725754499997
h_lines,51.8941663939,30.494755684
h_lines,51.7490891643,30.472993339899997
h_lines,58.2465530013,50.442874494899996
h_lines,57.3106968674,50.4825132895
h_lines,67.9680481127,50.4521589097
h_lines,65.9493192681,50.494240794
h_lines,55.7470928102,50.478974800299994
h_lines,68.40301004359999,50.4986272318
h_lines,76.696465628,50.4938305609
h_lines,67.2148371159,70.2600284356
h_lines,72.3020057291,70.2204373812
h_lines,66.7632573944,70.4738617113
h_lines,51.6803004439,89.9970275485
h_lines,53.096557357100004,89.540243712
h_lines,42.2422929389,89.70857859360001
h_lines,56.233875657700004,89.63530815700001
h_lines,54.6809865825,89.9645994589
h_lines,57.9026866088,89.6184017294
h_lines,51.8202625467,89.83413039870001
h_lines,56.828395336199996,89.58366472510001
h_lines,58.272278586700004,69.9002729578
h_lines,51.8281274487,70.3526492053
h_lines,44.8499842618,70.39520297189999
h_lines,24.270382392800002,50.4855676918
h_lines,34.7424714403,70.3399348879
h_lines,37.7993149267,70.4695358763
h_lines,49.7869410649,89.65804699450001
h_lines,59.751497414,89.7319325216
h_lines,64.7747992444,90.132316736
h_lines,70.8444476004,89.9242090159
h_lines,70.6059455116,90.042061963
h_lines,78.6424883907,89.5512032307
h_lines,70.810692254,89.59265401180001
h_lines,66.76994662130001,70.4233752108
h_lines,73.3363681612,70.31692717050001
h_lines,73.1051481627,70.300511881
h_lines,74.6782541432,70.4453141903
h_lines,80.24025095100001,70.3543089613
h_lines,70.9468490729,50.4727017878
h_lines,88.6626638086,50.4553260208
h_lines,84.405952832,50.494865886599996
h_lines,75.9871047068,50.49196695569999
h_lines,91.1120854191,50.489389393
h_lines,98.2881232748,30.603919371900002
h_lines,95.0652748396,30.500402865199998
h_lines,95.2492339568,30.4594542144
h_lines,49.656126288100005,50.431319867700005
h_lines,63.018600927899996,30.4925819262
h_lines,70.5382006004,30.4835582526
h_lines,70.0868697658,30.5100448173
h_lines,62.685690442399995,30.5464245575
h_lines,69.239417959,30.5060052447
h_lines,80.4002336791,30.4850063746
h_lines,74.6478782284,30.673862858400003
h_lines,65.99527271939999,30.4750241915
h_lines,67.0885590036,30.494523950799998
h_lines,59.8525770283,10.5431877763
h_lines,53.7489900744,10.5225745323
h_lines,58.239095516400006,10.4948990284
h_lines,54.810300495,10.7249292845
h_lines,52.976712321099996,10.859490275999999
h_lines,52.2038939272,10.495636921200001
h_lines,50.7451622429,10.5249055723
h_lines,42.7131936166,10.4875472428
h_lines,45.3172255098,10.4958733944
h_lines,53.116915041000006,10.5068605973
h_lines,57.049801823,10.5081369414
h_lines,54.854630946499995,10.4639151924
h_lines,54.9248425638,10.498331942
h_lines,63.309554030600005,10.4888142392
h_lines,49.7494984129,10.4858029097
h_lines,41.1693104232,10.4973002433
h_lines,46.6883404976,10.5075321353
h_lines,52.418921921499994,10.495906359600001
h_lines,50.8784883796,10.5030898746
h_lines,57.05330613939999,10.5140692392
h_lines,70.78645115970001,10.5136950409
h_lines,56.7721495656,10.5032723508
h_lines,75.4772220231,10.5185680355
h_lines,76.7659121498,10.496999064
h_lines,77.621049129,10.4958742318
h_lines,65.41448705229999,10.681840125099999
h_lines,69.9647805002,10.5072329326
h_lines,64.9697382623,10.482159511699999
h_lines,38.0502407785,30.407946034299997
h_lines,42.2241202189,30.498037158200002
h_lines,87.69846429489999,50.4899365296
h_lines,52.3603310701,89.7043170068
h_lines,51.406786789799995,89.7121385499
h_lines,43.588468468,89.7455365536
