studied,slept,passed
4.855064242146909,9.639961565844713,1
8.625439759343863,0.0589265301823616,0
3.828191538341344,0.7231992343440653,0
7.150954836979508,3.8994204159826036,1
6.47790044080466,8.198180547915399,1
1.9222695007920263,1.33142726495862,0
8.978215889073907,0.9934375109151004,1
6.63560307584703,8.54280267842114,1
7.672358951531351,5.416399794630705,1
4.866015333682299,2.0426712930202484,0
6.861404967494309,9.655309715308247,1
8.540421323850753,2.590374229475856,1
3.7178806541487575,5.381662114523351,0
9.18129712343216,0.1714746467769146,1
9.560140022076666,0.02494648564606905,0
5.97136947326362,4.188301870599389,1
9.438202693127096,1.943812440149486,1
4.357551019638777,9.887983314692974,1
4.540331964381039,6.713873357512057,1
1.5491016302257776,9.375132163986564,0
8.081973711960018,9.842206812463699,1
9.620465002954006,2.0993275381624694,1
8.834770978428422,3.1522041233256455,1
1.753448536619544,4.219242604449392,0
1.0432128375396132,2.6097651151940227,0
1.1963831819593906,7.4757448583841315,0
8.910069880075753,8.232927941717206,1
4.529618741944432,4.905511541292071,1
1.8591124145314095,5.691867559216917,0
9.55717884004116,1.6446719132363796,1
7.154701226390897,8.014790196903052,1
2.343618525192141,2.9587068501859903,0
2.922684489749372,8.217594916932285,1
6.333096232265234,7.240304984152317,1
0.9256281750276684,3.42126710806042,0
7.874390566721559,7.791093355044722,1
8.347751046530902,1.8608125066384675,1
5.581061132252216,2.4961292929947376,0
5.09102909360081,9.873134088702502,1
4.530171370133758,3.7617589998990297,0
1.4237779891118407,0.2285979269072413,0
9.0959601290524,1.0679170489311218,1
4.006615919061005,9.792127856053412,1
8.976567434147,3.9351597707718606,1
0.09805287700146435,7.214512540958823,0
0.4523886740207672,2.7746942453086376,0
3.863046267069876,3.9132022904232144,0
7.863850174471736,7.726383367553353,1
8.922706409357488,7.754216711036863,1
7.464367877691984,9.945176206529139,1
1.3419292913749814,2.3428780445829034,0
5.940969595685601,4.6206316258758315,1
0.9040776593610644,9.420928782783449,0
7.750530056655407,9.057171884924173,1
9.517925293184817,1.3011859031394124,0
7.7437867131084195,1.1544216889888048,0
7.691923058591782,8.298227819614112,1
7.092273030430079,2.3574569076299667,0
6.944439080543816,6.484703891910613,1
0.045024724677205086,3.346005929633975,0
1.5459691314026711,7.567700087092816,1
5.272383168339728,9.149615373462439,1
0.8604070777073503,8.988188137300313,0
7.253438932821154,1.762510621920228,1
7.517308979295193,2.2489292873069644,0
9.081627186387776,1.4373503997921944,1
0.4556781845167279,4.722297475673257,0
6.949705416336656,1.4112933631986382,0
9.282142515294252,8.529330543242395,1
7.180812694132327,3.610763419419527,1
1.1324883857741952,3.264911812730133,0
7.7465284522622815,3.6430192459374666,1
7.06536044832319,1.1213281331583858,0
6.505817491561174,0.8631022274494171,0
5.700529110617936,7.083544232882559,1
6.660466687753797,2.253955779597163,0
1.0914720175787809,7.084376974962652,0
4.903087615966797,6.0254777781665325,0
3.4431093418970704,7.066346858628094,0
8.182978061959147,0.9749865625053644,1
9.00037647690624,9.549327860586343,1
9.683104138821363,9.507049731910227,1
2.991911475546658,5.299210459925233,0
2.238183477893472,4.534843703731895,0
0.6654783291742206,9.782636440359058,1
6.77931871265173,2.0281807519495487,0
9.947840929962695,1.0264578135684133,1
3.2148492243140936,0.4850589949637651,0
8.85164631064981,1.0279159573838117,1
0.20005786791443825,4.834059551358222,0
5.185469505377114,0.7326308125630021,0
7.260088147595523,3.974133832380176,1
9.150516125373542,2.5623337319120765,1
6.46089605987072,7.0762926898896685,1
4.778572493232787,8.28287132550031,1
0.022279573604464527,2.658427888527513,0
7.630636929534375,7.405351395718753,1
3.684997465461493,5.049965120851994,0
7.484259535558522,6.0593958059325805,1
2.0307079795747995,3.9372665341943502,0
