Continent,Height,Weight
Africa,172.0,58.0
Africa,156.0,48.0
Africa,185.0,82.0
Africa,166.0,75.0
Africa,170.0,51.0
Africa,175.0,75.0
Africa,165.0,65.0
Africa,179.0,80.0
Africa,165.0,57.0
Africa,185.0,98.0
Africa,195.0,94.0
Africa,192.0,83.0
Africa,167.0,60.0
Africa,163.0,57.0
Africa,203.0,97.0
Africa,168.0,57.0
Africa,172.0,61.0
Africa,174.0,70.0
Africa,168.0,68.0
Africa,170.0,69.0
Africa,174.0,69.0
Africa,180.0,56.0
Africa,176.0,73.0
Africa,154.0,48.0
Africa,153.0,46.0
Africa,186.0,100.0
Africa,152.0,52.0
Africa,193.0,82.0
Africa,162.0,57.0
Africa,189.0,85.0
Africa,183.0,76.0
Africa,172.0,68.0
Africa,178.0,67.0
Africa,188.0,92.0
Africa,198.0,80.0
Africa,197.0,87.0
Africa,176.0,74.0
Africa,188.0,79.0
Africa,180.0,120.0
Africa,170.0,60.0
Africa,190.0,83.0
Africa,190.0,95.0
Africa,165.0,48.0
Africa,195.0,95.0
Africa,157.0,48.0
Africa,165.0,57.0
Africa,188.0,89.0
Africa,176.0,60.0
Africa,175.0,81.0
Africa,173.0,77.0
Africa,159.0,51.0
Africa,170.0,58.0
Africa,170.0,94.0
Africa,170.0,70.0
Africa,184.0,68.0
Africa,160.0,46.0
Africa,170.0,60.0
Africa,165.0,60.0
Africa,194.0,96.0
Africa,167.0,63.0
Africa,207.0,90.0
Africa,170.0,63.0
Africa,170.0,63.0
Africa,173.0,60.0
Africa,170.0,57.0
Africa,176.0,60.0
Africa,185.0,67.0
Africa,165.0,60.0
Africa,180.0,76.0
Africa,180.0,67.0
Africa,188.0,78.0
Africa,160.0,53.0
Africa,175.0,55.0
Africa,174.0,55.0
Africa,172.0,66.0
Africa,166.0,61.0
Africa,184.0,79.0
Africa,190.0,75.0
Africa,162.0,72.0
Africa,170.0,59.0
Africa,162.0,69.0
Africa,179.0,76.0
Africa,160.0,50.0
Africa,173.0,62.0
Africa,170.0,51.0
Africa,173.0,61.0
Africa,166.0,58.0
Africa,192.0,68.0
Africa,187.0,75.0
Africa,180.0,80.0
Africa,179.0,72.0
Africa,162.0,56.0
Africa,159.0,54.0
Africa,170.0,68.0
Africa,159.0,54.0
Africa,182.0,78.0
Africa,176.0,70.0
Africa,170.0,53.0
Africa,175.0,61.0
Africa,210.0,88.0
Africa,186.0,86.0
Africa,188.0,85.0
Africa,205.0,102.0
Africa,168.0,54.0
Africa,181.0,76.0
Africa,187.0,82.0
Africa,171.0,65.0
Africa,175.0,75.0
Africa,178.0,67.0
Africa,180.0,64.0
