alpha,beta,tree,llhd,exit_code
0.672493093975,29.8624482851088,1,-4612.43380159075,1
0.733303212156024,29.7540619832052,2,-5015.26962836136,1
0.360502504868384,31.1238892912292,3,-4647.86461223878,1
0.548464906744359,28.1910405543516,4,-4670.44982591488,1
0.860902648583227,29.6215890537507,5,-5087.51380717547,4
0.952021897017322,26.6622764133459,6,-5069.49700024298,1
0.342251506522389,31.9569854922744,7,-4755.81368990051,1
0.825609136822886,27.1164310760295,8,-4632.45331368825,1
1.25523898303622,25.1286227596984,9,-5019.28067617138,1
0.891528591996543,26.8692615662528,10,-4827.13080776105,1
0.252478733165515,31.0563125998723,11,-4631.1897859833,1
0.939020961570826,29.2009092604154,12,-4768.72188093316,1
0.24316159949467,32.0637538446176,13,-4925.17770934946,1
0.315966063215698,27.9140131303992,14,-4617.15440836005,1
0.832769849525183,29.4109789965157,15,-4784.23668848207,1
0.904017818721877,27.3153891302162,16,-4822.92720177265,1
0.576331354797279,30.6832614380974,17,-4549.31412926886,1
1.63195262982144,24.5540052805526,18,-4990.81437381906,1
0.556395779003894,28.137035969033,19,-4770.67716156721,1
0.406754396203957,29.9445646590353,20,-4796.47085027901,1
0.780353207837575,30.3683498461843,21,-4872.74345198905,1
0.967306407498755,26.1608520023069,22,-5069.80605498037,1
0.403677499969863,31.4164732316734,23,-5048.31453390894,1
0.206642318958742,32.493115970163,24,-4989.83202501012,1
0.787586315902375,30.3354814955346,25,-5110.61401107786,1
0.765205803540978,27.8566988488541,26,-5021.05446519607,1
0.897689482749654,27.6683506186248,27,-5015.36876135946,1
0.145347087407783,30.6226844957956,28,-4827.38468268201,1
0.380053350240879,31.4117633659595,29,-4979.37959545327,1
0.727957621086951,28.7685467387756,30,-5112.07218531418,1
0.26731172719611,31.3073320421704,31,-5000.37915701826,1
0.470298163471023,30.4418996680928,32,-5040.74521986305,1
0.730676901407329,30.1764038938649,33,-5054.73727201492,1
0.834032310826437,28.8405251065277,34,-4857.57156043572,1
0.776569525162367,26.7533607756901,35,-4818.33148017555,1
0.878885749615996,29.7503014262092,36,-4822.43008462011,1
0.59922344700358,28.8793906221236,37,-5057.98040088672,1
0.61891689378742,28.6025555466457,38,-5189.04402087179,1
0.512193748368862,29.7613269633428,39,-4948.74240327109,1
2.18530095676112e-05,29.9501531708745,40,-4684.67426203952,1
1.12820969474822,27.059796930445,41,-5152.65719245344,1
0.908500494602812,26.3937198005026,42,-4680.56853753775,1
1.19992786412769,27.4178674760415,43,-4963.63328569171,1
0.419117040962499,29.9428126130178,44,-4896.06077356324,1
0.810292389966753,28.8354770818603,45,-5086.98274583398,1
0.991728429700396,27.7319078461188,46,-4871.37702854595,1
0.555798093483564,30.3777043131503,47,-4817.00246370499,1
0.277868787570214,31.6682676469357,48,-4943.76143409588,1
0.589921941033237,30.5881303239294,49,-5033.02008870753,1
0.782298105448338,28.2923901023353,50,-4827.26642573381,1
0.669008868751137,28.2358841948883,51,-5018.50315656161,1
0.90887256445457,29.4516626483235,52,-5147.59989450864,1
0.670274361882412,30.1530811802165,53,-5081.15005933396,1
7.76911359105991,0.369023674054614,54,-4909.61481618795,4
0.784246488710722,29.1876814082703,55,-4936.44082948422,1
1.04476606006245,27.5886458140862,56,-4900.7767992522,1
1.04666504623393,28.0131501737131,57,-4816.3180931281,1
1.09319274801839,26.2901944094062,58,-4936.37473022422,1
0.319027825714117,30.3320617445509,59,-4882.97473707915,1
1.33046555052634,27.0104583813421,60,-4823.90501770878,1
1.24947974324097,28.7057570446141,61,-4976.38889227703,1
0.987232652199324,29.1979388350134,62,-5105.62874938678,1
0.362449620217155,31.2484581048146,63,-4844.58545888032,1
0.64934968448449,30.1447870115598,64,-4963.78454839102,1
1.36971421092784,28.2362887129752,65,-5024.34815620627,1
0.80488265625776,29.6043774931243,66,-4894.82201112216,1
1.41949621651643,28.3306835977076,67,-4920.35368120118,1
1.67889206537272,25.7301821280924,68,-4697.71317739535,1
1.02927015601214,28.9979291246271,69,-4865.79963857821,1
0.593119672110635,29.9824003694515,70,-5188.89520523105,1
0.372374482527149,30.4981692090828,71,-4972.97939454849,1
0.216885950682357,29.7767122507873,72,-5089.80838291475,1
0.348757879406519,30.8793098468485,73,-5043.21313067122,1
0.439781308712749,30.3332157636686,74,-4876.39360195089,1
0.892788900640073,25.8032357078662,75,-4762.81830170517,1
0.51192340183419,31.3393418042396,76,-4860.35701886879,1
0.840090552831481,30.6366189119001,77,-5147.87120852914,1
0.938271350866523,27.626519066866,78,-4993.74407735847,1
0.673339146925979,30.5110501622198,79,-4820.72053346736,1
1.09573975163155,28.2467064491499,80,-5021.2730441485,1
0.776279298700335,30.0516154978588,81,-4627.94370250194,1
0.259485721658085,31.4300300694894,82,-4795.82048786575,1
0.636719516977212,30.5057494694032,83,-4990.71225758045,1
0.949420858929452,29.0240559709943,84,-4562.02193161203,1
1.00747288737468,28.3664842264975,85,-4986.20252283224,1
1.18870125360608,25.9330042872324,86,-4896.52477329189,1
0.755457609937982,29.0131023346809,87,-4963.79004050789,1
0.967254336551779,28.9218263069907,88,-4988.40539151085,1
0.553796734387332,29.0885149774235,89,-4922.93950276061,1
0.37252138131671,31.7597509522893,90,-4846.75944412995,1
0.775526321815853,28.5728435702308,91,-4685.15735699101,1
0.544789782653599,28.544059348669,92,-4882.58639170247,1
0.281655574051772,30.6119696715639,93,-4910.12951108229,1
0.710859520977201,29.5440183914038,94,-4998.34485300051,1
0.690457904326593,30.0253897482629,95,-5081.54466403864,1
0.83403799083264,28.7930481671392,96,-4776.38875337149,1
1.03196777519677,28.7887135351276,97,-5019.69314336452,1
0.157594381310481,31.1150510711272,98,-4846.89677602028,1
1.65635978816279,25.4577030833475,99,-5049.25525577935,1
1.26704008701146,27.0410512539286,100,-4878.22307872875,1
0.865545073509005,27.3751197986717,101,-5052.36535461328,1
