dataset,x,y
bullseye,51.2038911373,83.3397766053
bullseye,58.974469901800006,85.499817612
bullseye,51.8720726696,85.8297376348
bullseye,48.179930786499995,85.0451167372
bullseye,41.6832004024,84.0179406019
bullseye,37.8904155015,82.5674929978
bullseye,39.548973694699995,80.812601774
bullseye,39.6495738769,82.6645338713
bullseye,34.750597047199996,80.01109098970001
bullseye,27.560835291,72.8478255927
bullseye,24.6355399754,71.6107148256
bullseye,20.9594648125,66.0414983826
bullseye,20.6891490538,62.721305206400004
bullseye,19.2882047369,62.0630593582
bullseye,20.0245005746,61.342623869499995
bullseye,35.4695229971,43.115884951700004
bullseye,36.8943276507,47.7065559687
bullseye,39.055549775100005,55.5469737131
bullseye,46.95708014939999,65.2404073935
bullseye,37.3104527352,45.2587508999
bullseye,40.0096720019,60.98658250770001
bullseye,48.0143866846,65.7128195934
bullseye,53.703775926800006,66.3894820363
bullseye,63.0674998921,64.0350004581
bullseye,62.048032507600006,63.8458632494
bullseye,59.8399667124,64.4767644437
bullseye,55.1609418175,65.2373081694
bullseye,61.2797865792,65.766402504
bullseye,60.8349175348,64.6037697063
bullseye,61.5205906458,64.7918550418
bullseye,36.916543863,41.0952474383
bullseye,38.5021996714,41.5671556174
bullseye,48.664370734399995,30.6806668519
bullseye,50.2852524042,30.337922105100002
bullseye,42.276332666,34.527636123600004
bullseye,54.0317756204,29.6723483149
bullseye,37.3293552552,39.6020423074
bullseye,41.389522551,37.296056232800005
bullseye,40.0746666572,34.6236852027
bullseye,35.3496806211,47.141073133199995
bullseye,34.7637004189,47.624799924499996
bullseye,37.0266294472,44.4622930512
bullseye,36.4555695327,40.791843031999996
bullseye,35.5376642131,48.72938686609999
bullseye,20.4089478892,32.2030304205
bullseye,23.4957104659,25.3224681542
bullseye,29.5575433634,21.3647774591
bullseye,33.0082339121,15.985071458399998
bullseye,53.9803991821,29.3509867092
bullseye,52.2343086004,29.7116729865
bullseye,59.5030766063,30.6696739448
bullseye,41.1637810689,34.3157582514
bullseye,48.993040120100005,32.0303588363
bullseye,59.26928032479999,29.6407017654
bullseye,45.4691770035,33.8311927323
bullseye,62.691266540600004,30.2903738312
bullseye,73.4286708654,48.577855130299994
bullseye,70.846426107,52.28225333100001
bullseye,71.5390198495,45.521806158800004
bullseye,67.6208658884,38.0065584658
bullseye,72.4709525633,51.1221348241
bullseye,64.8122375621,62.810915587299995
bullseye,60.853679872700006,65.49914703270001
bullseye,67.7894961571,61.3637015467
bullseye,41.6095572691,83.8486865559
bullseye,53.0030253202,84.6747986012
bullseye,54.714171059099996,84.0431280734
bullseye,44.2916687157,82.90944121439999
bullseye,49.1917219555,85.87622912239999
bullseye,53.101381781899995,84.5476586881
bullseye,51.599848153,84.81982148979999
bullseye,54.379721948400004,84.2403555494
bullseye,46.480768104700005,83.518211666
bullseye,53.174656268,84.2605679876
bullseye,45.272002941000004,85.23707941949999
bullseye,36.03340215,53.371687755
bullseye,28.271194165300003,72.840231257
bullseye,25.054806084699997,71.5485979221
bullseye,64.7588870014,82.31522364050001
bullseye,63.1445274767,85.23669632640001
bullseye,50.4246786898,85.1747475891
bullseye,70.6449962629,82.4309187567
bullseye,63.1490490834,83.94685534850001
bullseye,62.8240245172,84.9661859507
bullseye,70.236869515,82.1711510621
bullseye,70.0427352449,80.3850213547
bullseye,72.5706234458,80.9712184346
bullseye,75.13071603729999,79.9840931403
bullseye,83.2939057345,70.7784317876
bullseye,79.6642622775,73.9323097157
bullseye,88.43210252540001,64.6242470023
bullseye,89.1155590082,64.0015066388
bullseye,89.0921976305,57.768193047
bullseye,91.7260057727,52.623353257299996
bullseye,91.7355387598,48.970210887700006
bullseye,91.5078881747,53.312652085100005
bullseye,88.23900190399999,31.4774348786
bullseye,88.5305192041,30.4760310098
bullseye,55.3651603364,30.4458502777
bullseye,62.560258869399995,30.447135666100003
bullseye,58.0066691227,30.2537212987
bullseye,55.0671179917,29.0115351997
bullseye,61.614775961199996,29.994391194200002
bullseye,68.54314353779999,35.6578321706
bullseye,77.7061096487,20.3042601852
bullseye,68.4530459999,13.035528590799998
bullseye,68.25720644020001,12.3846391542
bullseye,70.2554746739,13.2503849689
bullseye,65.0443252778,11.000841478499998
bullseye,60.0922466078,11.8721117093
bullseye,52.9920289667,9.90666848335
bullseye,50.144628977299995,12.2115430946
bullseye,46.508614193199996,11.2071344881
bullseye,43.807031961199996,11.3189448865
bullseye,57.8178546865,10.945142430599999
bullseye,50.940492659499995,9.69154713447
bullseye,63.49732308350001,11.9140691707
bullseye,50.0164829541,11.933852086400002
bullseye,58.6367650809,11.9747210652
bullseye,54.730289086300004,11.412882673199999
bullseye,65.87554780229999,11.7324363627
bullseye,57.0609827131,9.92056085444
bullseye,46.819907946,10.4946526804
bullseye,38.3593948725,13.431322624000002
bullseye,47.3154157773,12.853451784
bullseye,55.0519165396,11.949988618099999
bullseye,50.5159602579,9.76559162187
bullseye,49.67741465140001,10.383132508300001
bullseye,67.28065951880001,14.128651532300001
bullseye,66.1730182606,12.0379170217
bullseye,61.0885441374,10.0845344144
bullseye,66.05308577310001,13.380226007300001
bullseye,72.6699892655,15.234225940899998
bullseye,61.503472503000005,10.828414475399999
bullseye,68.995028632,13.9943105293
bullseye,78.2499161658,17.8832409068
bullseye,36.481980569899996,15.162760094400001
bullseye,50.9677483784,29.6797742875
bullseye,91.1910536059,46.6743428399
bullseye,55.863768493900004,85.3364867573
bullseye,49.2805947987,84.0488228306
bullseye,43.3685015447,84.3321772039
