m_probability,u_probability,bayes_factor,log2_bayes_factor,gamma_column_name,level_name,gamma_index,column_name,max_gamma_index,num_levels,level_proportion,estimate_name
0.16186812378643906,0.9986608203754984,0.16208518496357585,-2.6251758643425323,gamma_surname_std,level_0,0,surname_std,2,3,,True value
0.18294854463667662,0.0008622796063535286,212.16846981960165,7.72906646424262,gamma_surname_std,level_1,1,surname_std,2,3,,True value
0.6551833315768844,0.00047690001814808524,1373.8379254442368,10.4239961010818,gamma_surname_std,level_2,2,surname_std,2,3,,True value
0.08152011229437625,0.9986354137554884,0.08163150552393299,-3.6147301247006602,gamma_surname_std,level_0,0,surname_std,2,3,,Estimated value
0.12577941572380352,0.0008934719284831317,140.77601289314393,7.137257720992557,gamma_surname_std,level_1,1,surname_std,2,3,,Estimated value
0.7927004719818205,0.0004711143160284772,1682.607479781838,10.716482947355482,gamma_surname_std,level_2,2,surname_std,2,3,,Estimated value
0.3270135280977838,0.9924946094469022,0.3294864526065507,-1.6017089472842285,gamma_forename1_std,level_0,0,forename1_std,2,3,,True value
0.18588889964539387,0.0027841427795110055,66.76701389504261,6.0610636131001465,gamma_forename1_std,level_1,1,forename1_std,2,3,,True value
0.4870975722568223,0.004721247773586819,103.17136393093077,6.688898784104637,gamma_forename1_std,level_2,2,forename1_std,2,3,,True value
0.20411393617643853,0.9928171961090635,0.2055906535225001,-2.2821534160717136,gamma_forename1_std,level_0,0,forename1_std,2,3,,Estimated value
0.1268168245349612,0.002515520221454985,50.413756746352036,5.655745560390926,gamma_forename1_std,level_1,1,forename1_std,2,3,,Estimated value
0.6690692392886002,0.00466728366948153,143.35302644309263,7.163428552590702,gamma_forename1_std,level_2,2,forename1_std,2,3,,Estimated value
0.5055722573882127,0.9942601732980835,0.5084909070743195,-0.9757061191056248,gamma_forename2_std,level_0,0,forename2_std,1,2,,True value
0.49442774261178735,0.00573982670191654,86.13983806282809,6.428608706298868,gamma_forename2_std,level_1,1,forename2_std,1,2,,True value
0.42032604883204283,0.9940307387894742,0.422850151841294,-1.2417815982003038,gamma_forename2_std,level_0,0,forename2_std,1,2,,Estimated value
0.5684236941980652,0.00596926121052577,95.22513325363403,6.573270496517905,gamma_forename2_std,level_1,1,forename2_std,1,2,,Estimated value
0.12383415602114342,0.9628577133664711,0.12861106506399372,-2.9589133244903976,gamma_occupation,level_0,0,occupation,1,2,,True value
0.8761658439788566,0.03714228663352891,23.58944274550744,4.560069433015873,gamma_occupation,level_1,1,occupation,1,2,,True value
0.07891821436931834,0.9585406551349641,0.08233162980260501,-3.6024094044150785,gamma_occupation,level_0,0,occupation,1,2,,Estimated value
0.9209253221781979,0.04145934486503587,22.212732139789473,4.473314948470434,gamma_occupation,level_1,1,occupation,1,2,,Estimated value
0.0701545640159956,0.9953849866144641,0.07047982937195747,-3.8266457582026745,gamma_dob,level_0,0,dob,2,3,,True value
0.430486876107942,0.004299657003868688,100.12121332483133,6.645603869404524,gamma_dob,level_1,1,dob,2,3,,True value
0.49935855987606237,0.00031535638166721214,1583.4737741347603,10.628877257971325,gamma_dob,level_2,2,dob,2,3,,True value
0.07059269855670869,0.9951064672956292,0.07093984500829979,-3.8172600115456254,gamma_dob,level_0,0,dob,2,3,,Estimated value
0.34249722017564277,0.004581095274605442,74.76317335599207,6.224255901099778,gamma_dob,level_1,1,dob,2,3,,Estimated value
0.5869100812676487,0.0003124374297653355,1878.4883799244642,10.875356476352604,gamma_dob,level_2,2,dob,2,3,,Estimated value
0.29476093636869755,0.9999305514260932,0.2947814085171333,-1.7622825564989055,gamma_postcode,level_0,0,postcode,2,3,,True value
0.10798961901111892,5.2981548887742366e-05,2038.249565710659,10.993114992284527,gamma_postcode,level_1,1,postcode,2,3,,True value
0.5972494446201835,1.646702501899465e-05,36269.41988193122,15.146466049584575,gamma_postcode,level_2,2,postcode,2,3,,True value
0.2407817116090107,0.9999219053097891,0.2408005168507768,-2.0540896062064737,gamma_postcode,level_0,0,postcode,2,3,,Estimated value
0.08629318393269374,6.218259170494976e-05,1387.7386189071428,10.438520146009788,gamma_postcode,level_1,1,postcode,2,3,,Estimated value
0.6729251044582959,1.591209850595493e-05,42290.15451396691,15.368034211047084,gamma_postcode,level_2,2,postcode,2,3,,Estimated value
