Continent,Height,Weight
America,188.0,75.0
America,183.0,72.0
America,178.0,76.0
America,167.0,65.0
America,172.0,82.0
America,182.0,73.0
America,183.0,75.0
America,165.0,55.0
America,168.0,60.0
America,180.0,70.0
America,169.0,75.0
America,172.0,80.0
America,183.0,75.0
America,175.0,70.0
America,160.0,57.0
America,164.0,63.0
America,163.0,52.0
America,185.0,91.0
America,191.0,88.0
America,175.0,56.0
America,178.0,61.0
America,173.0,59.0
America,175.0,85.0
America,180.0,59.0
America,187.0,83.0
America,202.0,104.0
America,194.0,92.0
America,190.0,73.0
America,163.0,52.0
America,185.0,102.0
America,160.0,62.0
America,176.0,66.0
America,186.0,84.0
America,165.0,75.0
America,182.0,84.0
America,175.0,75.0
America,182.0,68.0
America,174.0,68.0
America,170.0,62.0
America,179.0,72.0
America,173.0,65.0
America,162.0,67.0
America,190.0,88.0
America,193.0,87.0
America,163.0,53.0
America,180.0,70.0
America,160.0,54.0
America,185.0,75.0
America,176.0,78.0
America,200.0,88.0
America,177.0,71.0
America,164.0,52.0
America,162.0,50.0
America,180.0,59.0
America,190.0,80.0
America,182.0,77.0
America,177.0,72.0
America,161.0,60.0
America,190.0,95.0
America,167.0,58.0
America,160.0,55.0
America,176.0,67.0
America,171.0,70.0
America,175.0,65.0
America,182.0,68.0
America,179.0,65.0
America,166.0,70.0
America,170.0,61.0
America,158.0,52.0
America,165.0,64.0
America,169.0,60.0
America,190.0,86.0
America,179.0,78.0
America,169.0,52.0
America,175.0,74.0
America,180.0,81.0
America,173.0,73.0
America,160.0,62.0
America,168.0,72.0
America,185.0,61.0
America,180.0,73.0
America,164.0,63.0
America,172.0,69.0
America,188.0,91.0
America,188.0,78.0
America,190.0,62.0
America,182.0,70.0
America,168.0,63.0
America,188.0,66.0
America,192.0,89.0
America,173.0,50.0
America,208.0,109.0
America,189.0,105.0
America,180.0,71.0
America,175.0,95.0
America,160.0,52.0
America,163.0,54.0
America,180.0,79.0
America,188.0,78.0
America,173.0,65.0
America,169.0,68.0
America,178.0,95.0
America,167.0,75.0
America,171.0,59.0
America,188.0,78.0
America,188.0,81.0
America,170.0,56.0
America,188.0,85.0
America,198.0,93.0
America,177.0,72.0
America,183.0,74.0
America,163.0,52.0
America,179.0,74.0
America,187.0,65.0
America,173.0,74.0
America,195.0,88.0
America,173.0,61.0
America,188.0,80.0
America,188.0,80.0
America,186.0,80.0
America,180.0,72.0
America,177.0,70.0
America,160.0,51.0
America,190.0,91.0
America,198.0,100.0
America,180.0,61.0
America,170.0,65.0
America,180.0,96.0
America,170.0,66.0
America,165.0,64.0
America,175.0,68.0
America,170.0,55.0
America,182.0,72.0
America,195.0,96.0
America,180.0,80.0
America,193.0,97.0
America,170.0,66.0
America,180.0,79.0
America,175.0,79.0
America,168.0,67.0
America,171.0,66.0
America,178.0,75.0
America,194.0,78.0
America,191.0,80.0
America,181.0,76.0
America,179.0,57.0
America,189.0,82.0
America,163.0,55.0
America,165.0,60.0
America,191.0,78.0
America,172.0,74.0
America,175.0,70.0
America,190.0,90.0
America,167.0,64.0
America,191.0,82.0
America,192.0,80.0
America,194.0,80.0
America,178.0,72.0
America,157.0,54.0
America,173.0,64.0
America,191.0,72.0
America,170.0,72.0
America,168.0,62.0
America,173.0,64.0
America,173.0,64.0
America,174.0,75.0
America,175.0,85.0
America,179.0,71.0
America,183.0,85.0
America,177.0,78.0
America,161.0,70.0
America,178.0,77.0
America,163.0,54.0
America,171.0,62.0
America,164.0,70.0
America,165.0,66.0
America,161.0,53.0
America,175.0,77.0
America,169.0,60.0
America,167.0,57.0
America,172.0,64.0
America,202.0,95.0
America,163.0,54.0
America,170.0,67.0
America,183.0,72.0
America,160.0,59.0
America,163.0,75.0
America,170.0,60.0
America,182.0,78.0
America,164.0,58.0
America,185.0,75.0
America,165.0,57.0
America,174.0,66.0
America,183.0,68.0
America,170.0,65.0
America,173.0,65.0
America,183.0,78.0
America,190.0,83.0
America,172.0,67.0
America,170.0,63.0
America,178.0,69.0
America,175.0,73.0
America,183.0,73.0
America,179.0,81.0
America,181.0,80.0
America,172.0,52.0
America,182.0,56.0
America,195.0,97.0
America,176.0,70.0
America,163.0,58.0
America,160.0,64.0
America,165.0,60.0
America,187.0,84.0
America,188.0,70.0
America,170.0,65.0
America,167.0,55.0
America,181.0,82.0
America,175.0,93.0
America,180.0,62.0
America,177.0,73.0
America,178.0,68.0
America,163.0,61.0
America,191.0,79.0
America,183.0,74.0
America,169.0,72.0
America,186.0,98.0
America,174.0,55.0
America,177.0,70.0
America,158.0,60.0
America,181.0,75.0
America,185.0,80.0
America,174.0,66.0
America,185.0,78.0
America,202.0,87.0
America,190.0,77.0
America,176.0,73.0
America,174.0,65.0
America,167.0,64.0
America,172.0,66.0
America,185.0,75.0
America,200.0,89.0
America,155.0,47.0
America,183.0,70.0
America,165.0,59.0
America,165.0,55.0
America,174.0,72.0
America,176.0,75.0
America,178.0,61.0
America,162.0,70.0
America,193.0,93.0
America,180.0,71.0
America,185.0,81.0
America,191.0,79.0
America,172.0,85.0
America,185.0,92.0
America,170.0,57.0
America,164.0,51.0
America,170.0,64.0
America,190.0,76.0
America,176.0,70.0
America,163.0,56.0
America,170.0,68.0
America,180.0,73.0
America,185.0,82.0
America,183.0,76.0
America,183.0,63.0
America,177.0,70.0
America,186.0,81.0
America,156.0,52.0
America,173.0,62.0
America,172.0,68.0
