Date,Steps
2023-01-01,5000
2023-01-02,7000
2023-01-03,6500
2023-01-04,8000
2023-01-05,7500
2023-01-06,6000
2023-01-07,9000
2023-01-08,8500
2023-01-09,9500
2023-01-10,10000
2023-01-11,11000
2023-01-12,12000
2023-01-13,10500
2023-01-14,11500
2023-01-15,12500
2023-01-16,13000
2023-01-17,14000
2023-01-18,13500
2023-01-19,14500
2023-01-20,15000
2023-01-21,15500
2023-01-22,16000
2023-01-23,16500
2023-01-24,17000
2023-01-25,17500
2023-01-26,18000
2023-01-27,18500
2023-01-28,19000
2023-01-29,19500
2023-01-30,20000
2023-01-31,20500
2023-02-01,21000
2023-02-02,21500
2023-02-03,22000
2023-02-04,22500
2023-02-05,23000
2023-02-06,23500
2023-02-07,24000
2023-02-08,24500
2023-02-09,25000
2023-02-10,25500
