img_path,label,trend,layout,grouping,number-annotation
barchart_0.png,0,1,0,0,1
barchart_1.png,0,2,0,0,1
barchart_100.png,0,2,0,0,0
barchart_101.png,0,0,0,0,0
barchart_102.png,0,2,0,0,0
barchart_103.png,0,2,0,1,0
barchart_104.png,0,2,1,0,0
barchart_105.png,0,2,0,0,1
barchart_106.png,0,2,0,0,1
barchart_107.png,0,1,0,0,0
barchart_108.png,0,1,0,0,0
barchart_109.png,0,2,0,0,0
barchart_11.png,0,0,0,0,1
barchart_110.png,0,2,0,0,0
barchart_111.png,0,2,0,0,0
barchart_113.png,0,0,0,0,0
barchart_114.png,0,2,0,1,0
barchart_115.png,0,2,0,1,0
barchart_116.png,0,2,0,1,0
barchart_117.png,0,2,0,1,0
barchart_118.png,0,2,1,0,0
barchart_119.png,0,2,0,1,0
barchart_12.png,0,1,0,0,0
barchart_120.png,0,2,0,1,0
barchart_121.png,0,0,0,0,0
barchart_122.png,0,0,0,0,0
barchart_123.png,0,0,0,0,0
barchart_124.png,0,2,0,1,0
barchart_125.png,0,0,0,0,0
barchart_126.png,0,1,1,0,0
barchart_127.png,0,0,0,0,0
barchart_128.png,0,2,1,0,0
barchart_129.png,0,0,0,0,0
barchart_13.png,0,2,0,0,1
barchart_130.png,0,2,0,0,1
barchart_131.png,0,0,0,0,0
barchart_132.png,0,0,0,0,0
barchart_133.png,0,2,1,0,1
barchart_134.png,0,0,0,0,0
barchart_135.png,0,2,0,0,1
barchart_137.png,0,0,0,0,0
barchart_138.png,0,2,0,1,1
barchart_139.png,0,2,0,0,1
barchart_14.png,0,2,0,0,1
barchart_140.png,0,2,0,0,1
barchart_141.png,0,0,0,0,0
barchart_142.png,0,0,1,0,0
barchart_143.png,0,2,0,0,0
barchart_144.png,0,0,0,0,0
barchart_145.png,0,0,0,0,0
barchart_146.png,0,2,0,0,0
barchart_147.png,0,0,1,1,0
barchart_148.png,0,0,0,0,0
barchart_149.png,0,2,0,1,0
barchart_15.png,0,2,1,0,1
barchart_150.png,0,1,0,0,0
barchart_151.png,0,1,0,0,0
barchart_152.png,0,2,0,1,0
barchart_153.png,0,2,0,0,0
barchart_154.png,0,0,0,0,1
barchart_155.png,0,2,0,0,0
barchart_156.png,0,2,0,0,0
barchart_157.png,0,2,0,1,0
barchart_158.png,0,1,0,0,0
barchart_159.png,0,2,0,1,0
barchart_16.png,0,0,0,1,1
barchart_160.png,0,2,0,0,0
barchart_161.png,0,2,0,1,0
barchart_162.png,0,2,0,1,0
barchart_164.png,0,0,0,0,0
barchart_165.png,0,0,0,0,0
barchart_166.png,0,1,0,0,1
barchart_167.png,0,0,0,0,0
barchart_168.png,0,2,1,1,1
barchart_169.png,0,2,0,0,0
barchart_17.png,0,2,0,0,1
barchart_170.png,0,2,0,0,1
barchart_171.png,0,2,0,1,0
barchart_172.png,0,2,0,0,0
barchart_173.png,0,0,0,0,0
barchart_175.png,0,0,0,0,0
barchart_177.png,0,2,0,0,0
barchart_178.png,0,2,0,0,0
barchart_179.png,0,2,1,0,0
barchart_18.png,0,2,0,0,0
barchart_180.png,0,0,0,0,0
barchart_181.png,0,2,0,1,0
barchart_182.png,0,2,0,1,1
barchart_183.png,0,2,0,1,0
barchart_184.png,0,2,0,0,0
barchart_185.png,0,2,0,0,0
barchart_186.png,0,2,0,0,0
barchart_187.png,0,2,0,0,0
barchart_188.png,0,2,0,0,0
barchart_189.png,0,2,0,1,0
barchart_19.png,0,2,0,1,0
barchart_190.png,0,2,1,1,0
barchart_191.png,0,1,0,0,0
barchart_192.png,0,0,0,0,0
barchart_193.png,0,2,0,1,0
barchart_194.png,0,2,0,1,0
barchart_195.png,0,2,0,1,0
barchart_196.png,0,2,0,0,0
barchart_197.png,0,2,0,0,0
barchart_198.png,0,0,0,1,0
barchart_199.png,0,2,0,1,0
barchart_2.png,0,2,0,0,0
barchart_20.png,0,2,0,0,0
barchart_200.png,0,2,0,0,0
barchart_201.png,0,1,0,0,1
barchart_203.png,0,1,0,1,1
barchart_204.png,0,2,0,1,0
barchart_205.png,0,2,0,0,0
barchart_206.png,0,2,0,0,0
barchart_207.png,0,2,0,1,0
barchart_208.png,0,2,1,0,0
barchart_209.png,0,2,0,0,0
barchart_21.png,0,2,1,0,1
barchart_210.png,0,2,0,1,0
